id,mcq_json,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-245-07-A,"{""question"": ""What is the correct interpretation of a cortisol level of 200 ng/ml (552 nmol/l) one hour after administering a 250 \u00b5g ampoule of tetracosactide in the Synacthen test?"", ""option_a"": ""The result indicates adrenal insufficiency, regardless of the cause."", ""option_b"": ""The result suggests a normal response, ruling out adrenal insufficiency except in cases of recent or partial adrenocortical insufficiency."", ""option_c"": ""The result indicates the need for further testing with insulin hypoglycaemia or the Metopirone test."", ""option_d"": ""The result confirms the presence of corticotropic insufficiency."", ""correct_option"": ""B""}",Additional tests,What is the correct interpretation of a cortisol level of 200 ng/ml (552 nmol/l) one hour after administering a 250 µg ampoule of tetracosactide in the Synacthen test?,"The result indicates adrenal insufficiency, regardless of the cause.","The result suggests a normal response, ruling out adrenal insufficiency except in cases of recent or partial adrenocortical insufficiency.",The result indicates the need for further testing with insulin hypoglycaemia or the Metopirone test.,The result confirms the presence of corticotropic insufficiency.,b
OIC-330-15-A,"{""question"": ""Which of the following is a primary mechanism of action for DPP-4 inhibitors in managing type 2 diabetes?"", ""option_a"": ""Stimulation of insulin release by the pancreas regardless of blood glucose levels"", ""option_b"": ""Inhibition of hepatic gluconeogenesis and glycogenolysis"", ""option_c"": ""Inhibition of the degradation of incretins, allowing them to stimulate insulin release and inhibit glucagon release in a glucose-dependent manner"", ""option_d"": ""Reduction of glucose reabsorption in the renal tubule, facilitating urinary glucose excretion"", ""correct_option"": ""C""}",Management,Which of the following is a primary mechanism of action for DPP-4 inhibitors in managing type 2 diabetes?,Stimulation of insulin release by the pancreas regardless of blood glucose levels,Inhibition of hepatic gluconeogenesis and glycogenolysis,"Inhibition of the degradation of incretins, allowing them to stimulate insulin release and inhibit glucagon release in a glucose-dependent manner","Reduction of glucose reabsorption in the renal tubule, facilitating urinary glucose excretion",c
OIC-082-17-B,"{""question"": ""Which of the following is NOT a main cause of intravitreal haemorrhage?"", ""option_a"": ""Proliferative diabetic retinopathy"", ""option_b"": ""Ischaemic occlusions of the central retinal vein"", ""option_c"": ""Macular degeneration"", ""option_d"": ""Terson's syndrome"", ""correct_option"": ""C""}",,Which of the following is NOT a main cause of intravitreal haemorrhage?,Proliferative diabetic retinopathy,Ischaemic occlusions of the central retinal vein,Macular degeneration,Terson's syndrome,c
OIC-124-10-B,"{""question"": ""Before prescribing Hormone Replacement Therapy (HRT), which of the following tests is considered a minimum biological assessment?"", ""option_a"": ""A complete blood count (CBC) and liver function tests"", ""option_b"": ""A lipid profile analysis including total cholesterol, triglycerides, and fasting blood glucose"", ""option_c"": ""A thyroid function test and kidney function test"", ""option_d"": ""A comprehensive metabolic panel (CMP) and vitamin D levels"", ""correct_option"": ""B""}",,"Before prescribing Hormone Replacement Therapy (HRT), which of the following tests is considered a minimum biological assessment?",A complete blood count (CBC) and liver function tests,"A lipid profile analysis including total cholesterol, triglycerides, and fasting blood glucose",A thyroid function test and kidney function test,A comprehensive metabolic panel (CMP) and vitamin D levels,b
OIC-187-13-B,"{""question"": ""Which type of T cells are primarily involved in the adaptive inflammatory reaction of allergic contact dermatitis?"", ""option_a"": ""CD4+ T cells"", ""option_b"": ""B cells"", ""option_c"": ""CD8+ T cells"", ""option_d"": ""Natural Killer (NK) cells"", ""correct_option"": ""C""}",Physiopathology,Which type of T cells are primarily involved in the adaptive inflammatory reaction of allergic contact dermatitis?,CD4+ T cells,B cells,CD8+ T cells,Natural Killer (NK) cells,c
OIC-132-09-A,"{""question"": ""Which of the following is a key component of the initial management of a patient with a neuro-cognitive disorder?"", ""option_a"": ""Immediate prescription of multiple medications to manage symptoms"", ""option_b"": ""Avoiding any form of cognitive remediation to prevent confusion"", ""option_c"": ""Announcement of the diagnosis by the specialist to the patient and, with the patient's authorization, to the patient's family, with an explanation of the treatment (care and support plan)"", ""option_d"": ""Focusing solely on nutritional monitoring without considering other aspects of care"", ""correct_option"": ""C""}",Management,Which of the following is a key component of the initial management of a patient with a neuro-cognitive disorder?,Immediate prescription of multiple medications to manage symptoms,Avoiding any form of cognitive remediation to prevent confusion,"Announcement of the diagnosis by the specialist to the patient and, with the patient's authorization, to the patient's family, with an explanation of the treatment (care and support plan)",Focusing solely on nutritional monitoring without considering other aspects of care,c
OIC-047-13-A,"{""question"": ""When should a child be referred to an ENT specialist based on the given indications?"", ""option_a"": ""When the child has a family history of deafness and shows no signs of hearing issues."", ""option_b"": ""When the child has a delay in vocal emission and comprehension difficulties."", ""option_c"": ""When the child has a strong reaction to vibrations but no other hearing concerns."", ""option_d"": ""When the child has a family history of deafness and passes all hearing screening tests."", ""correct_option"": ""B""}",Management,When should a child be referred to an ENT specialist based on the given indications?,When the child has a family history of deafness and shows no signs of hearing issues.,When the child has a delay in vocal emission and comprehension difficulties.,When the child has a strong reaction to vibrations but no other hearing concerns.,When the child has a family history of deafness and passes all hearing screening tests.,b
OIC-075-30-B,"{""question"": ""What is the recommended approach when a patient experiences a relapse while trying to quit smoking?"", ""option_a"": ""Ignore the relapse and focus on preventing future attempts to quit."", ""option_b"": ""Play down the relapse, reward efforts made, analyze the circumstances, and maintain follow-up for a new attempt."", ""option_c"": ""Increase the frequency of follow-up to once a week for the next six months."", ""option_d"": ""Encourage the patient to quit completely again immediately without any follow-up."", ""correct_option"": ""B""}",Management,What is the recommended approach when a patient experiences a relapse while trying to quit smoking?,Ignore the relapse and focus on preventing future attempts to quit.,"Play down the relapse, reward efforts made, analyze the circumstances, and maintain follow-up for a new attempt.",Increase the frequency of follow-up to once a week for the next six months.,Encourage the patient to quit completely again immediately without any follow-up.,b
OIC-049-05-B,"{""question"": ""What is the average age of onset of peak bone growth in girls?"", ""option_a"": ""10-12 years"", ""option_b"": ""12-14 years"", ""option_c"": ""14-16 years"", ""option_d"": ""16-18 years"", ""correct_option"": ""B""}",Physiopathology,What is the average age of onset of peak bone growth in girls?,10-12 years,12-14 years,14-16 years,16-18 years,b
OIC-127-07-B,"{""question"": ""Which of the following investigations is primarily used to detect prostate cancer in the context of benign prostatic hypertrophy (BPH)?"", ""option_a"": ""Total PSA"", ""option_b"": ""Creatinine level measurement"", ""option_c"": ""Urodynamic assessment"", ""option_d"": ""Bladder ultrasound"", ""correct_option"": ""A""}",,Which of the following investigations is primarily used to detect prostate cancer in the context of benign prostatic hypertrophy (BPH)?,Total PSA,Creatinine level measurement,Urodynamic assessment,Bladder ultrasound,a
OIC-260-10-A,"{""question"": ""Which of the following is the most frequent cause of micro- or macroscopic haematuria?"", ""option_a"": ""Tumours of the urinary tract"", ""option_b"": ""Urinary tract infections"", ""option_c"": ""Urinary lithiasis"", ""option_d"": ""Benign prostatic hypertrophy"", ""correct_option"": ""B""}",Etiologies,Which of the following is the most frequent cause of micro- or macroscopic haematuria?,Tumours of the urinary tract,Urinary tract infections,Urinary lithiasis,Benign prostatic hypertrophy,b
OIC-094-07-A,"{""question"": ""Which of the following is a primary indication for ordering an emergency spinal MRI based on the red flags for secondary spinal pain?"", ""option_a"": ""Progressively worsening pain that is present at rest and particularly at night."", ""option_b"": ""Significant structural deformity of the spine."", ""option_c"": ""Extensive neurological symptoms such as deficits in bladder or anal sphincter control."", ""option_d"": ""Unexplained weight loss and altered general condition."", ""correct_option"": ""C""}",Identification of the emergency,Which of the following is a primary indication for ordering an emergency spinal MRI based on the red flags for secondary spinal pain?,Progressively worsening pain that is present at rest and particularly at night.,Significant structural deformity of the spine.,Extensive neurological symptoms such as deficits in bladder or anal sphincter control.,Unexplained weight loss and altered general condition.,c
OIC-020-27-B,"{""question"": ""What type of bias occurs when the classification error on the judgement criterion happens with the same probability in both exposed and unexposed individuals?"", ""option_a"": ""Differential selection bias"", ""option_b"": ""Non-differential classification bias"", ""option_c"": ""Differential classification bias"", ""option_d"": ""Non-differential selection bias"", ""correct_option"": ""B""}",Definition,What type of bias occurs when the classification error on the judgement criterion happens with the same probability in both exposed and unexposed individuals?,Differential selection bias,Non-differential classification bias,Differential classification bias,Non-differential selection bias,b
OIC-074-24-A,"{""question"": ""Which of the following is a non-amphetamine psychostimulant commonly used therapeutically in France?"", ""option_a"": ""Amphetamine"", ""option_b"": ""Methylphenidate"", ""option_c"": ""Modafinil"", ""option_d"": ""Ritalin"", ""correct_option"": ""B""}",Definition,Which of the following is a non-amphetamine psychostimulant commonly used therapeutically in France?,Amphetamine,Methylphenidate,Modafinil,Ritalin,b
OIC-225-16-A,"{""question"": ""Which of the following best describes the primary cause of chronic intestinal ischaemia?"", ""option_a"": ""An acute embolism in the digestive arteries"", ""option_b"": ""A sudden increase in metabolic demand during exercise"", ""option_c"": ""A chronic obstruction, often due to atherosclerosis, in the digestive arteries"", ""option_d"": ""A temporary reduction in blood flow due to vasoconstriction"", ""correct_option"": ""C""}",Definition,Which of the following best describes the primary cause of chronic intestinal ischaemia?,An acute embolism in the digestive arteries,A sudden increase in metabolic demand during exercise,"A chronic obstruction, often due to atherosclerosis, in the digestive arteries",A temporary reduction in blood flow due to vasoconstriction,c
OIC-024-23-A,"{""question"": ""During the examination of a pregnant woman with fever, which of the following is a key sign to look for in assessing the obstetrical impact?"", ""option_a"": ""Chills and flu-like symptoms"", ""option_b"": ""Burning while urinating"", ""option_c"": ""Premature rupture of membranes"", ""option_d"": ""Upper urinary tract infection"", ""correct_option"": ""C""}",Positive diagnosis,"During the examination of a pregnant woman with fever, which of the following is a key sign to look for in assessing the obstetrical impact?",Chills and flu-like symptoms,Burning while urinating,Premature rupture of membranes,Upper urinary tract infection,c
OIC-049-22-B,"{""question"": ""What is the primary characteristic of adrenarche?"", ""option_a"": ""Increased production of estrogen and progesterone"", ""option_b"": ""Increased production of androgens, particularly dehydroepiandrosterone (DHEA)"", ""option_c"": ""Rapid growth spurt and closure of growth plates"", ""option_d"": ""Development of secondary sexual characteristics such as breast development in females"", ""correct_option"": ""B""}",Multimedia content,What is the primary characteristic of adrenarche?,Increased production of estrogen and progesterone,"Increased production of androgens, particularly dehydroepiandrosterone (DHEA)",Rapid growth spurt and closure of growth plates,Development of secondary sexual characteristics such as breast development in females,b
OIC-156-05-A,"{""question"": ""Which of the following is a common local sign of acute osteoarticular infections (OAIs) in children and adults?"", ""option_a"": ""Chronic pain"", ""option_b"": ""Fistulisation"", ""option_c"": ""Partial or total functional impotence, limping"", ""option_d"": ""Abnormal scar post-operatively"", ""correct_option"": ""C""}",,Which of the following is a common local sign of acute osteoarticular infections (OAIs) in children and adults?,Chronic pain,Fistulisation,"Partial or total functional impotence, limping",Abnormal scar post-operatively,c
OIC-056-06-A,"{""question"": ""What is the primary role of the Maison D\u00e9partementale des Personnes en Situation de Handicap (MDPH)?"", ""option_a"": ""To provide financial aid exclusively to adults with disabilities."", ""option_b"": ""To offer medical treatments and surgeries for disabled individuals."", ""option_c"": ""To welcome, inform, and support disabled people and their families."", ""option_d"": ""To manage the housing and employment needs of disabled individuals."", ""correct_option"": ""C""}",Definition,What is the primary role of the Maison Départementale des Personnes en Situation de Handicap (MDPH)?,To provide financial aid exclusively to adults with disabilities.,To offer medical treatments and surgeries for disabled individuals.,"To welcome, inform, and support disabled people and their families.",To manage the housing and employment needs of disabled individuals.,c
OIC-108-16-B,"{""question"": ""Which of the following is a characteristic feature of chronic hydrocephalus in adults as seen on imaging?"", ""option_a"": ""Presence of a mass effect due to an identified obstacle to CSF flow"", ""option_b"": ""Triventricular dilatation"", ""option_c"": ""Suffusion of fluid into the periventricular parenchyma leading to radiological abnormalities of the periventricular white matter"", ""option_d"": ""Abnormalities visible only on PET scans"", ""correct_option"": ""C""}",,Which of the following is a characteristic feature of chronic hydrocephalus in adults as seen on imaging?,Presence of a mass effect due to an identified obstacle to CSF flow,Triventricular dilatation,Suffusion of fluid into the periventricular parenchyma leading to radiological abnormalities of the periventricular white matter,Abnormalities visible only on PET scans,c
OIC-263-06-A,"{""question"": ""Which of the following is a characteristic of fibrodysplasia of the media in renal artery stenosis?"", ""option_a"": ""It is more common in males over 45 years old."", ""option_b"": ""It is associated with multiple cardiovascular risk factors such as hypertension and diabetes."", ""option_c"": ""It typically presents with distal lesions and a 'string of pearls' appearance."", ""option_d"": ""It has a high risk of thrombosis."", ""correct_option"": ""C""}",Positive diagnosis,Which of the following is a characteristic of fibrodysplasia of the media in renal artery stenosis?,It is more common in males over 45 years old.,It is associated with multiple cardiovascular risk factors such as hypertension and diabetes.,It typically presents with distal lesions and a 'string of pearls' appearance.,It has a high risk of thrombosis.,c
OIC-134-04-A,"{""question"": ""Which of the following scales is commonly used to assess the intensity of pain in adults who can communicate verbally?"", ""option_a"": ""The Visual Analogue Scale (VAS)"", ""option_b"": ""The McGill Pain Questionnaire"", ""option_c"": ""The Hetero-assessment Scale"", ""option_d"": ""The Anxiety Depression Scale (HADS)"", ""correct_option"": ""A""}",Positive diagnosis,Which of the following scales is commonly used to assess the intensity of pain in adults who can communicate verbally?,The Visual Analogue Scale (VAS),The McGill Pain Questionnaire,The Hetero-assessment Scale,The Anxiety Depression Scale (HADS),a
OIC-127-05-A,"{""question"": ""Which of the following is a key clinical investigation for diagnosing Benign Prostatic Hyperplasia (BPH)?"", ""option_a"": ""Assessing the patient's blood pressure and heart rate"", ""option_b"": ""Performing a digital rectal examination (DRE) to assess the prostate"", ""option_c"": ""Evaluating the patient's lung function through spirometry"", ""option_d"": ""Measuring the patient's blood sugar levels"", ""correct_option"": ""B""}",Positive diagnosis,Which of the following is a key clinical investigation for diagnosing Benign Prostatic Hyperplasia (BPH)?,Assessing the patient's blood pressure and heart rate,Performing a digital rectal examination (DRE) to assess the prostate,Evaluating the patient's lung function through spirometry,Measuring the patient's blood sugar levels,b
OIC-094-16-B,"{""question"": ""Which of the following is a key characteristic of coccygodynia in the positive diagnosis?"", ""option_a"": ""Pain that radiates significantly to other areas of the body"", ""option_b"": ""Pain that is not reproduced by palpation or mobilization of the coccyx"", ""option_c"": ""Pain that is exacerbated by sitting and/or rising from a seated position"", ""option_d"": ""Pain that is typically chronic and does not heal spontaneously"", ""correct_option"": ""C""}",Positive diagnosis,Which of the following is a key characteristic of coccygodynia in the positive diagnosis?,Pain that radiates significantly to other areas of the body,Pain that is not reproduced by palpation or mobilization of the coccyx,Pain that is exacerbated by sitting and/or rising from a seated position,Pain that is typically chronic and does not heal spontaneously,c
OIC-162-13-B,"{""question"": ""Which of the following is a common cause of upper genital infections in women that is specifically of venereal origin?"", ""option_a"": ""Streptococcus"", ""option_b"": ""Chlamydia"", ""option_c"": ""Enterobacteria"", ""option_d"": ""Staphylococcus"", ""correct_option"": ""B""}",Etiologies,Which of the following is a common cause of upper genital infections in women that is specifically of venereal origin?,Streptococcus,Chlamydia,Enterobacteria,Staphylococcus,b
OIC-234-11-A,"{""question"": ""Which of the following additional examinations should be carried out urgently in a patient with cardiogenic pulmonary edema (PAO)?"", ""option_a"": ""Complete blood count (CBC) and liver function tests"", ""option_b"": ""Arterial blood gas and chest X-ray"", ""option_c"": ""Blood ionogram (Na+, K+) and urea"", ""option_d"": ""Troponin and natriuretic peptide assay"", ""correct_option"": ""D""}",Additional tests,Which of the following additional examinations should be carried out urgently in a patient with cardiogenic pulmonary edema (PAO)?,Complete blood count (CBC) and liver function tests,Arterial blood gas and chest X-ray,"Blood ionogram (Na+, K+) and urea",Troponin and natriuretic peptide assay,d
OIC-226-16-B,"{""question"": ""Which of the following is a long-term complication of venous thromboembolism (VTE)?"", ""option_a"": ""Chronic obstructive pulmonary disease (COPD)"", ""option_b"": ""Post-thrombotic syndrome (PTS)"", ""option_c"": ""Coronary artery disease (CAD)"", ""option_d"": ""Diabetes mellitus"", ""correct_option"": ""B""}",,Which of the following is a long-term complication of venous thromboembolism (VTE)?,Chronic obstructive pulmonary disease (COPD),Post-thrombotic syndrome (PTS),Coronary artery disease (CAD),Diabetes mellitus,b
OIC-198-07-B,"{""question"": ""What is the prevalence of gout in adults in France?"", ""option_a"": ""0.5%"", ""option_b"": ""0.9%"", ""option_c"": ""1.5%"", ""option_d"": ""2.0%"", ""correct_option"": ""B""}",Epidemiology,What is the prevalence of gout in adults in France?,0.5%,0.9%,1.5%,2.0%,b
OIC-245-18-B,"{""question"": ""Which of the following is a common cause of decompensation in treated adrenal insufficiency?"", ""option_a"": ""Increased intake of salty foods"", ""option_b"": ""Failure to adapt hydrocortisone treatment to intercurrent pathologies"", ""option_c"": ""Excessive consumption of vitamin D"", ""option_d"": ""Regular exercise without any intercurrent pathologies"", ""correct_option"": ""B""}",Etiologies,Which of the following is a common cause of decompensation in treated adrenal insufficiency?,Increased intake of salty foods,Failure to adapt hydrocortisone treatment to intercurrent pathologies,Excessive consumption of vitamin D,Regular exercise without any intercurrent pathologies,b
OIC-225-08-B,"{""question"": ""In the acute phase of ischaemia, which of the following is a characteristic of embolism?"", ""option_a"": ""Gradual onset of symptoms"", ""option_b"": ""History of lower limb arterial disease"", ""option_c"": ""Rapidly progressing sensory-motor ischaemia"", ""option_d"": ""Presence of sinus rhythm"", ""correct_option"": ""C""}",Etiologies,"In the acute phase of ischaemia, which of the following is a characteristic of embolism?",Gradual onset of symptoms,History of lower limb arterial disease,Rapidly progressing sensory-motor ischaemia,Presence of sinus rhythm,c
OIC-049-14-B,"{""question"": ""What is a common cause of early central precocious puberty (PP) due to an intracranial process?"", ""option_a"": ""Ovarian cyst"", ""option_b"": ""Hydrocephalus"", ""option_c"": ""Testotoxicosis"", ""option_d"": ""Hyperandrogenism"", ""correct_option"": ""B""}",Etiologies,What is a common cause of early central precocious puberty (PP) due to an intracranial process?,Ovarian cyst,Hydrocephalus,Testotoxicosis,Hyperandrogenism,b
OIC-284-07-B,"{""question"": ""Which of the following tests is primarily used to rule out coeliac disease in patients presenting with diarrhoea-predominant IBS?"", ""option_a"": ""Complete Blood Count (CBC)"", ""option_b"": ""C-Reactive Protein (CRP)"", ""option_c"": ""Thyroid-Stimulating Hormone (TSH) test"", ""option_d"": ""IgA-type anti-transglutaminase antibodies test"", ""correct_option"": ""D""}",,Which of the following tests is primarily used to rule out coeliac disease in patients presenting with diarrhoea-predominant IBS?,Complete Blood Count (CBC),C-Reactive Protein (CRP),Thyroid-Stimulating Hormone (TSH) test,IgA-type anti-transglutaminase antibodies test,d
OIC-283-02-A,"{""question"": ""What is the minimum duration required to define chronic constipation?"", ""option_a"": ""At least 3 months"", ""option_b"": ""At least 6 months"", ""option_c"": ""At least 12 months"", ""option_d"": ""At least 1 month"", ""correct_option"": ""B""}",Definition,What is the minimum duration required to define chronic constipation?,At least 3 months,At least 6 months,At least 12 months,At least 1 month,b
OIC-045-02-B,"{""question"": ""When a child is diagnosed with a genetic disease, what is the most appropriate approach for medical and psychological support?"", ""option_a"": ""Focus on listing all possible complications and disabilities to prepare the family for the worst."", ""option_b"": ""Prioritize the disease over the child, ensuring all medical treatments are administered immediately."", ""option_c"": ""Concentrate on short-term objectives and value the child's skills, while offering support to the parents and siblings."", ""option_d"": ""Predict the evolutionary trajectory of the disease and plan accordingly, regardless of the variability."", ""correct_option"": ""C""}",Definition,"When a child is diagnosed with a genetic disease, what is the most appropriate approach for medical and psychological support?",Focus on listing all possible complications and disabilities to prepare the family for the worst.,"Prioritize the disease over the child, ensuring all medical treatments are administered immediately.","Concentrate on short-term objectives and value the child's skills, while offering support to the parents and siblings.","Predict the evolutionary trajectory of the disease and plan accordingly, regardless of the variability.",c
OIC-330-06-A,"{""question"": ""Which anti-platelet agent is known for its reversible inhibition of the ADP pathway (P2Y12 receptor antagonist) and has a duration of action of approximately 4 days?"", ""option_a"": ""Acetylsalicylic acid (ASA)"", ""option_b"": ""Clopidogrel"", ""option_c"": ""Prasugrel"", ""option_d"": ""Ticagrelor"", ""correct_option"": ""D""}",Management,Which anti-platelet agent is known for its reversible inhibition of the ADP pathway (P2Y12 receptor antagonist) and has a duration of action of approximately 4 days?,Acetylsalicylic acid (ASA),Clopidogrel,Prasugrel,Ticagrelor,d
OIC-225-09-A,"{""question"": ""What is the primary goal of anticoagulant treatment in the emergency treatment of acute ischaemia?"", ""option_a"": ""To ensure immediate revascularisation of the ischaemic territory"", ""option_b"": ""To prevent the thrombus from spreading and embolic recurrence"", ""option_c"": ""To perform an immediate limb amputation to control metabolic disorders"", ""option_d"": ""To administer intra-arterial in situ thrombolysis over 12 to 24 hours"", ""correct_option"": ""B""}",Emergency identification,What is the primary goal of anticoagulant treatment in the emergency treatment of acute ischaemia?,To ensure immediate revascularisation of the ischaemic territory,To prevent the thrombus from spreading and embolic recurrence,To perform an immediate limb amputation to control metabolic disorders,To administer intra-arterial in situ thrombolysis over 12 to 24 hours,b
OIC-076-17-B,"{""question"": ""Which of the following is the primary goal of managing supervised alcohol withdrawal?"", ""option_a"": ""Complete cessation of alcohol consumption and systematic use of benzodiazepines for 7 to 10 days"", ""option_b"": ""Gradual reduction of alcohol intake over several months"", ""option_c"": ""Use of benzodiazepines only in the event of signs of withdrawal, with reassessment at each dose"", ""option_d"": ""Complete cessation of alcohol consumption and immediate hospitalization for all patients"", ""correct_option"": ""c""}",Management,Which of the following is the primary goal of managing supervised alcohol withdrawal?,Complete cessation of alcohol consumption and systematic use of benzodiazepines for 7 to 10 days,Gradual reduction of alcohol intake over several months,"Use of benzodiazepines only in the event of signs of withdrawal, with reassessment at each dose",Complete cessation of alcohol consumption and immediate hospitalization for all patients,c
OIC-019-11-A,"{""question"": ""In the coordinated care pathway, which of the following statements about the preferred doctor is correct?"", ""option_a"": ""The preferred doctor must always be a general practitioner."", ""option_b"": ""The preferred doctor can only be changed once a year."", ""option_c"": ""The preferred doctor manages the medical file and provides personalised prevention."", ""option_d"": ""The preferred doctor is mandatory for all patients regardless of their age."", ""correct_option"": ""C""}",Definition,"In the coordinated care pathway, which of the following statements about the preferred doctor is correct?",The preferred doctor must always be a general practitioner.,The preferred doctor can only be changed once a year.,The preferred doctor manages the medical file and provides personalised prevention.,The preferred doctor is mandatory for all patients regardless of their age.,c
OIC-039-07-A,"{""question"": ""Which of the following is a primary indication for Intrauterine Insemination (IUI) with fresh sperm from the partner (IAC)?"", ""option_a"": ""Sperm stored prior to gonadotoxic treatment"", ""option_b"": ""Repeated ICSI failures for male indications"", ""option_c"": ""Unexplained infertility"", ""option_d"": ""Genetic pathology in the male partner"", ""correct_option"": ""C""}",Etiologies,Which of the following is a primary indication for Intrauterine Insemination (IUI) with fresh sperm from the partner (IAC)?,Sperm stored prior to gonadotoxic treatment,Repeated ICSI failures for male indications,Unexplained infertility,Genetic pathology in the male partner,c
OIC-302-16-B,"{""question"": ""Which of the following best describes the characteristics of a typical squamous cell carcinoma as shown in the photograph?"", ""option_a"": ""A smooth, non-ulcerative lesion with well-defined margins and a soft base."", ""option_b"": ""An irregular ulcerative-vegetative tumour covered with crusts, with inflammatory margins and an indurated base."", ""option_c"": ""A flat, pigmented lesion with irregular borders and a soft, spongy texture."", ""option_d"": ""A raised, nodular growth with a shiny surface and a firm, non-indurated base."", ""correct_option"": ""B""}",Multimedia content,Which of the following best describes the characteristics of a typical squamous cell carcinoma as shown in the photograph?,"A smooth, non-ulcerative lesion with well-defined margins and a soft base.","An irregular ulcerative-vegetative tumour covered with crusts, with inflammatory margins and an indurated base.","A flat, pigmented lesion with irregular borders and a soft, spongy texture.","A raised, nodular growth with a shiny surface and a firm, non-indurated base.",b
OIC-019-09-A,"{""question"": ""Which of the following is NOT a primary mission of the Caisse nationale d'assurance maladie (CNAM)?"", ""option_a"": ""Paying for the care provided to insured persons"", ""option_b"": ""Improving the health of the population"", ""option_c"": ""Managing the risks of accidents at work and occupational diseases"", ""option_d"": ""Providing direct medical treatment to insured persons"", ""correct_option"": ""D""}",Definition,Which of the following is NOT a primary mission of the Caisse nationale d'assurance maladie (CNAM)?,Paying for the care provided to insured persons,Improving the health of the population,Managing the risks of accidents at work and occupational diseases,Providing direct medical treatment to insured persons,d
OIC-325-02-A,"{""question"": ""Which of the following best describes the 'public health issues' related to the risks associated with medicines?"", ""option_a"": ""Ensuring individual patients use medicines correctly and safely"", ""option_b"": ""Monitoring and analyzing signals in real life to inform regulatory decisions"", ""option_c"": ""Managing individual patient data for personalized treatment plans"", ""option_d"": ""Developing new medicines to replace those with known risks"", ""correct_option"": ""B""}",,Which of the following best describes the 'public health issues' related to the risks associated with medicines?,Ensuring individual patients use medicines correctly and safely,Monitoring and analyzing signals in real life to inform regulatory decisions,Managing individual patient data for personalized treatment plans,Developing new medicines to replace those with known risks,b
OIC-242-13-B,"{""question"": ""Which of the following is a rare emergency situation in hyperthyroidism that requires immediate treatment or hospitalization?"", ""option_a"": ""A patient with mild hyperthyroidism and no other health issues."", ""option_b"": ""An elderly patient with cardiothyreosis experiencing palpitations."", ""option_c"": ""A patient with mild symptoms of hyperthyroidism and no history of heart disease."", ""option_d"": ""A patient with a cachectic form of hyperthyroidism but no other chronic diseases."", ""correct_option"": ""B""}",Management,Which of the following is a rare emergency situation in hyperthyroidism that requires immediate treatment or hospitalization?,A patient with mild hyperthyroidism and no other health issues.,An elderly patient with cardiothyreosis experiencing palpitations.,A patient with mild symptoms of hyperthyroidism and no history of heart disease.,A patient with a cachectic form of hyperthyroidism but no other chronic diseases.,b
OIC-207-09-A,"{""question"": ""In an emergency situation where a patient presents with acute dyspnoea, which diagnostic imaging modality is typically the first choice?"", ""option_a"": ""Chest CT scan with injection"", ""option_b"": ""Coronary angiography"", ""option_c"": ""Emergency chest X-ray"", ""option_d"": ""Profile radiography"", ""correct_option"": ""C""}",,"In an emergency situation where a patient presents with acute dyspnoea, which diagnostic imaging modality is typically the first choice?",Chest CT scan with injection,Coronary angiography,Emergency chest X-ray,Profile radiography,c
OIC-020-19-B,"{""question"": ""In a nested case-control study, which of the following is true?"", ""option_a"": ""Cases and controls are selected from a new cohort specifically created for the study."", ""option_b"": ""All subjects in the initial cohort are re-contacted to collect data on specific exposures."", ""option_c"": ""Cases are selected from the entire cohort, and controls are selected from a sub-cohort."", ""option_d"": ""Subjects who developed the event of interest during follow-up are included as 'cases' and subjects who did not develop the event after an equivalent length of follow-up are included as 'controls'."", ""correct_option"": ""D""}",Definition,"In a nested case-control study, which of the following is true?",Cases and controls are selected from a new cohort specifically created for the study.,All subjects in the initial cohort are re-contacted to collect data on specific exposures.,"Cases are selected from the entire cohort, and controls are selected from a sub-cohort.",Subjects who developed the event of interest during follow-up are included as 'cases' and subjects who did not develop the event after an equivalent length of follow-up are included as 'controls'.,d
OIC-047-34-A,"{""question"": ""At what ages are systematic health checks typically conducted for school-age children in France?"", ""option_a"": ""2 years, 4 years, 6 years, 8 years, 10 years, 12 years, 14 years"", ""option_b"": ""3 years, 5 years, 7 years, 9 years, 11 years, 13 years, 15 years"", ""option_c"": ""3 years, 4 years, 5 years, 6 years, 8-9 years, 11-13 years, 15-16 years"", ""option_d"": ""2 years, 4 years, 6 years, 8-9 years, 12 years, 14 years, 16 years"", ""correct_option"": ""C""}",Definition,At what ages are systematic health checks typically conducted for school-age children in France?,"2 years, 4 years, 6 years, 8 years, 10 years, 12 years, 14 years","3 years, 5 years, 7 years, 9 years, 11 years, 13 years, 15 years","3 years, 4 years, 5 years, 6 years, 8-9 years, 11-13 years, 15-16 years","2 years, 4 years, 6 years, 8-9 years, 12 years, 14 years, 16 years",c
OIC-226-04-A,"{""question"": ""Which of the following is the most appropriate initial diagnostic test for suspected Deep Vein Thrombosis (DVT)?"", ""option_a"": ""Chest X-ray"", ""option_b"": ""Electrocardiogram (ECG)"", ""option_c"": ""Venous Doppler ultrasound"", ""option_d"": ""D-dimer test"", ""correct_option"": ""C""}",Positive diagnosis,Which of the following is the most appropriate initial diagnostic test for suspected Deep Vein Thrombosis (DVT)?,Chest X-ray,Electrocardiogram (ECG),Venous Doppler ultrasound,D-dimer test,c
