id,question,option_a,option_b,option_c,option_d,correct_option,batch,model_answer,model_answer_val
OIC-267-25-A,What is the primary symptom of severe hyponatremia?,Vomiting,Confusion,Headache,Sleepiness,b,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-267-01-A,What is the primary indication for performing arterial Gasometry in a patient with suspected shock or severe acute respiratory failure?,Severe hypoxaemia due to chronic lung disease.,Acute metabolic acidosis without respiratory cause.,Severe metabolic toxicities responsible for ketoacidosis.,"Disturbances of consciousness, coma without suspicion of shock or ketoacidosis.",a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-267-33-A,What is the primary goal in treating hypernatremia?,Administering hypertonic saline to correct dehydration,Increasing intracellular fluid volume with isotonic solutions,Reducing extracellular fluid volume with hypertonic solutions,Maintaining electrolyte balance through the use of potassium supplements only,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-267-14-A,What is a common cause of hyperkalaemia?,Metabolic acidosis with normal plasma anion gap,Excess intake of potassium chloride,Reduced renal excretion capacity,Rhabdomyolysis and muscle crushing,b,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-267-12-B,What is the primary effect of severe hyperkalemia on cardiac contractility?,Increased contractility,Decreased contractility,No change in contractility,Hypertrophy of the heart muscle,b,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-267-34-A,What is the correct threshold for prescribing blood calcium levels?,2.20 mmol/L,1.15 mmol/L,3.00 mmol/L,4.50 mmol/L,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-239-09-B,What is the primary indication for anti-nuclear antibodies (ANA) testing in patients with Raynaud's phenomenon?,Erythermalgia,Digital ischemia,Raynaud's phenomenon itself,Frostbite,c,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-239-03-A,What is the primary difference between Raynaud's disease and secondary Raynaud's phenomenon?,Primary RA has a higher prevalence in females,Secondary RA typically occurs after the age of 50,Both conditions are characterized by digital ulcers,The Higham score is used to assess menorrhagia severity in secondary Raynaud's phenomenon,b,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-239-04-B,What is the primary dermatological sign of systemic scleroderma?,Raynaud's phenomenon,Digital ischaemia,Telangiectasias,Sclerodactyly,c,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-239-05-B,What happens when you perform an Allen manoeuvre?,The hand becomes blue due to increased blood flow,The hand becomes red due to decreased blood flow,The hand remains the same color as before,You need to perform the manoeuvre on both hands simultaneously,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-239-01-A,What is the main difference between Raynaud's phenomenon and digital ischaemia?,"Raynaud's phenomenon involves vasodilatation, while digital ischaemia involves vasoconstriction.","Digital ischaemia occurs in the toes more frequently than fingers, while Raynaud's phenomenon affects all extremities equally.",Both conditions are caused by a sudden drop in blood flow to the affected area.,"Raynaud's phenomenon and digital ischaemia have similar symptoms, including numbness and tingling.",b,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-239-02-A,What is the characteristic phase of Raynaud's phenomenon?,A syncopal phase,An asphyxia phase,A hyperaemic phase,A cyanotic phase,a,batch2,"{ ""answer_option"" : ""A""}",a
OIC-207-02-B,What is the typical location of rib fractures in adults?,Upper edges,Lower edges,Middle edges,Non-cortical edges,b,batch2,"{ ""answer_option"" : ""A"" }",a
OIC-207-12-B,What is the main diagnostic hypothesis for posterior mediastinal masses in children?,Thymic tumors,Neurogenic tumors,Vascular tumors,Meningoceles,b,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-207-03-A,What is the main difference between a pleural effusion in children and adults?,"A pleural effusion in adults is typically caused by an infection or inflammation of the lung, whereas in children it may be due to congenital conditions.","In adults, pleural effusions are usually associated with malignancy, whereas in children they can be caused by a variety of factors including infections and genetic disorders.","A pleural effusion in children is more likely to be fluid-filled and contain air bubbles, whereas in adults it may be thicker and more solid.","The main difference between a pleural effusion in children and adults is that in children the pleura is thinner and more elastic, allowing for easier movement of the lung and pleural fluid.",d,batch2,"{ ""answer_option"" : ""B""}",b
OIC-207-10-B,What is the typical appearance of the anterior superior mediastinum on a frontal chest radiograph in an infant?,"The thymus appears as a large, homogeneous opacity with clear contours.","The thymus appears as bilateral and asymmetric opacity of the anterior superior mediastinum, inseparable from the cardiac mass.",The thymus is absent in infants and disappears completely after the age of 40.,"The thymus appears as a soft, wavy organ with clear contours.",a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-207-04-A,What is a characteristic feature of a tension pneumothorax on an X-ray?,A crescent-shaped avascular apico-lateral lung hyperclarity,A hydroaeric level if hydropneumothorax,A total pulmonary retraction with collapsed pulmonary opacity at the hilum,Air between the pleural layers,a,batch2,"{ ""answer_option"" : ""A"" }",a
OIC-207-01-A,What is the main difference between a pulmonary opacity and a lung cancer?,A pulmonary opacity is always malignant,A lung cancer can cause a pulmonary opacity,Both are benign,Neither is malignant,d,batch2,"{ ""answer_option"" : ""A""}",a
OIC-207-09-A,What is the main non-indication for an emergency chest X-ray?,Aortic dissection,Pulmonary embolism,Thoracic trauma,Polytrauma,b,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-207-08-B,What is the main difference between bronchial and extrinsic atelectasis?,"Bronchial atelectasis occurs due to endoluminal obstruction, while extrinsic atelectasis occurs due to wall or extrinsic pressure.","Extrinsic atelectasis typically affects larger airways, whereas bronchial atelectasis is more common in smaller airways.","Bronchial atelectasis usually has a concave scissure on chest X-ray, while extrinsic atelectasis has a convex scissure.","Extrinsic atelectasis can be caused by foreign bodies or tumors, whereas bronchial atelectasis is often due to pleural effusion or diaphragmatic dome displacement.",b,batch2,"{ ""answer_option"" : ""A"" }",a
OIC-207-05-B,What is the typical imaging finding for acute microbial pneumonia (bacterial or viral) in children and adults?,Aerated bronchogram,Ground-glass opacity,Air bronchogram,Pleural effusion,a,batch2,"{ ""answer_option"" : ""A"" }",a
OIC-207-11-B,What is the preferred imaging modality for diagnosing a mediastinal mass in infants and young children?,CT Scan,MRI,Ultrasound,X-ray only,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-207-06-B,What is a characteristic feature of diffuse interstitial lung disease (DIL) that can be seen on chest X-rays?,"Bilateral, symmetrical opacities","Non-symmetrical, reticular opacities","Diffuse, bilateral involvement with a risk of progression to a fibrosing form with a poor prognosis","A single, large opacity in the upper lobe",c,batch2,"{ ""answer_option"" : ""A""}",a
OIC-207-07-B,What is the main compartment of the mediastinum?,Middle Mediastinum,Anterior Mediastinum,Posterior Mediastinum,Right Mediastinum,b,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-333-05-B,What does the START-ABC sorting algorithm do?,Identify situations where a person's life is in immediate danger,Sort events into categories based on their severity,Determine whether an individual has a medical emergency or not,Prioritize tasks for completing a task list,a,batch2,"{ ""answer_option"" : ""B""}",b
OIC-333-03-A,What should carers do in an exceptional situation where they are at risk of harm?,Confine themselves to a safe area,Escape to a nearby hospital,Take patients with them,Stay put and hope it goes away,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-333-01-A,What is an Exceptional Health Situation (EHS)?,"An unexpected event that occurs in a specific location, such as a natural disaster.",A rare disease that affects only a small number of people worldwide.,A sudden and unexplained change in the weather.,A new medical treatment that has not been tested on humans yet.,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-333-02-B,What is the primary purpose of the ORSAN scheme in hospitals?,To provide emergency care to patients,To evacuate patients to a safe location immediately after receiving them at the hospital,To coordinate medical staff and resources across different departments,To establish a new hospital protocol for mass casualties,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-333-04-A,What should you do before starting treatment in a patient who has been injured?,Call for emergency services immediately,Perform CPR on the patient,Check if the patient is wearing a seatbelt,Give the patient a glass of water,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-333-06-B,What is the main idea of this educational content?,To prepare for exceptional situations,To improve teamwork skills,To develop problem-solving abilities,To enhance leadership qualities,a,batch2,"{ ""answer_option"" : ""a""}",a
OIC-326-06-B,What is the main purpose of continuing professional development (CPD) for doctors?,To improve patient outcomes,To increase their salary,To enhance their knowledge and skills in compliance with the Code of Medical Deontology,To reduce administrative burdens on healthcare professionals,c,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-326-01-A,What is the main purpose of checking the prescription before dispensing medicines?,To ensure the correct dosage,To verify the prescriber's qualifications,To check for hospital prescriptions,To confirm the treatment duration,b,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-326-02-A,What is the main difference between generic drugs and biosimilars?,Generic drugs are not interchangeable with biosimilars,Biosimilars have a narrower therapeutic margin than generic drugs,Both generic drugs and biosimilars can be substituted without additional costs for the health insurance scheme,Biosimilars require more extensive preclinical and clinical data to demonstrate comparability,b,batch2,"{ ""answer_option"" : ""A""}",a
OIC-326-07-B,What is the main purpose of pre-therapeutic assessment for prescribing a new medication?,To identify potential contraindications,To determine the most effective treatment option,To assess the patient's individual situation and adjust the benefit/risk ratio,To monitor the treatment's safety profile only,c,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-326-04-B,What is the role of pharmacists when issuing prescriptions?,They must carry out several checks on the prescription,They can dispense a medicinal product without prior agreement from the prescriber,They are responsible for ensuring that all patients receive the correct medication,They have the right to refuse to dispense any medicinal product,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-326-03-B,What is the main criterion for determining the Medical Service Rendered (SMR) level?,The efficacy and adverse effects of the medicinal product,"The preventive, curative, or symptomatic nature of the medicinal product","Its public health value: severity of the disease, prevalence, medical need and response",The place in the therapeutic strategy,a,batch2,"{ ""answer_option"" : ""a""}",a
OIC-326-05-A,What is the main purpose of ongoing re-evaluation of the benefit/risk ratio?,To update marketing authorisation,To assess the effectiveness of a treatment at a specific population level,To compare the benefits and risks of different medications,To determine the most cost-effective treatment option,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-272-13-A,What is the typical duration for a single-dose PPI for gastric ulcers?,4 weeks,8 weeks,2 weeks,12 weeks,b,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-272-02-B,What is the main factor contributing to the fall in incidence of gastric and duodenal ulcers?,Helicobacter pylori infection,Adequate hydration,Lack of exercise,Genetic predisposition,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-272-04-A,What is a characteristic feature of Gastritis?,A sudden onset of symptoms,"A daily, calm period between episodes",A 24-hour period without pain,A sensation of cramp or painful hunger calmed by eating without irradiation,d,batch2,"{ ""answer_option"" : ""A""}",a
OIC-272-11-A,What is the first-line examination for abdominal contracture?,Abdominal X-ray,Gastroscopy,Endoscopy,CT Scan of Abdomen and Pelvis (CTAP),d,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-272-10-A,What is the main idea of this educational content?,Hospitalization in an emergency department,Emergency surgery and hospitalization in a surgical department,Endoscopy as part of treatment,Nasogastric tube placement for gastric and duodenal ulcers,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-272-09-A,What is the recommended treatment for a patient with gastric and duodenal ulcers who has experienced haematemesis?,Fasting and upper gastrointestinal endoscopy,Emergency surgery,Antibiotics only,Gastric lavage,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-272-15-B,What is the main criterion for categorizing gastric and duodenal ulcers?,Cause,Location of Lesions in the Stomach,Type of Anatomopathological Lesions,Dyspepsia and Gastroparesis,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-272-06-A,What is the primary indication for testing for H. pylori infection in patients with gastric or duodenal ulcers?,Long-term use of NSAIDs,First-degree family history of stomach cancer,Prior to bariatric surgery (bypass),Dyspepsia,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-272-05-A,What is the main indication for Upper Endoscopy in cases of epigastric pain?,Symptomatic treatment with PPIs,Empirical treatment with antibiotics,Endoscopic examination to confirm diagnosis and eliminate differential diagnoses,Treatment with H. pylori eradication therapy,c,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-272-03-B,What is the primary factor that increases the risk of developing gastric ulcers?,Helicobacter pylori,Smoking,Zollinger Ellison Syndrome,Tobacco,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-272-14-A,What is gastritis?,An inflammatory condition of the stomach lining,A type of food that can cause ulcers,A common symptom of a stomach virus,A treatment for gastric ulcers,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-272-12-B,What is a characteristic feature of gastric/duodenal ulcers?,They can degenerate over time.,"Their appearance may mimic that of a benign ulcer, requiring endoscopic monitoring with multiple biopsies.",They are always painful and require immediate medical attention.,They have the potential to heal spontaneously without treatment.,a,batch2,"{ ""answer_option"" : ""a""}",a
OIC-272-16-B,What is the most common cause of gastritis?,H. pylori,Medicinal,Alcohol or duodenogastric alkaline reflux,Portal hypertension,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-272-07-A,What is the emergency sign associated with a complication of gastric and duodenal ulcer?,Abdominal defense or contracture,Haematemesis,"Drop in blood pressure, tachycardia",Presence of melena,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-272-08-A,What is a common complication associated with gastritis?,Hemorrhage,Perforation,Stenosis,Association with stomach cancer for gastric ulcers,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-272-01-A,What is a gastric or duodenal ulcer?,A condition where the stomach lining breaks down into pieces.,A type of inflammation that affects only the outer layer of the digestive tract.,A disease caused by eating too much spicy food.,A condition characterized by a loss of muscle tissue in the digestive tract.,a,batch2,"{ ""answer_option"" : ""A""}",a
OIC-272-18-A,What is a common underlying cause for gastritis that needs to be addressed in treatment?,Helicobacter pylori (HP) infection,Autoimmune gastritis,Vitamin B12 deficiency,Biermer's disease,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-272-17-B,What is the typical indication for a biopsy in cases of gastric ulcers?,To confirm the diagnosis of gastritis,To look for H. pylori infection,To test for vitamin B12 deficiency and macrocytic anaemia,To monitor patients with chronic abdominal pain,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-008-02-B,What is a key factor contributing to discrimination as a major contributor to non-take-up?,Geographical distance,Territorial disparities,Financial barriers,Anticipating rejection,b,batch2,"{ ""answer_option"" : ""A"" }",a
OIC-008-03-B,What is a common factor contributing to discrimination in healthcare?,Lack of training on cultural competence,Insufficient use of interpreters,Economic logic prioritizing profits over patient care,Asymmetrical power relationships in care,d,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-008-01-A,What is the main difference between discrimination based on prohibited criteria and refusal of care as defined by international conventions?,Refusal of care is a legitimate exception to discrimination when it is for professional reasons or in emergencies.,"International conventions prohibit all discrimination, including refusal of care, but do not specify what constitutes a legitimate exception.",The Hippocratic Oath and the Public Health Code require healthcare professionals to treat all patients with respect and dignity regardless of their socio-cultural variables.,Refusal of care is only discriminatory if it results in harm to the individual.,b,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-217-01-A,What is the main characteristic of mononucleosis syndrome?,Presence of more than 50% mononucleated elements in leukocytes,Presence of more than 10% lymphocytes on a blood smear,Presence of more than 20% neutrophils in the blood count,Presence of more than 30% eosinophils in the blood count,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-217-06-B,What is the main non-infectious etiology of mononucleosis syndrome?,Allergic drug reaction,Autoimmune disease,Hepatitis A virus,Viral infection with Epstein-Barr virus (EBV),d,batch2,"{ ""answer_option"" : ""a""}",a
OIC-217-04-A,What is a common symptom of mononucleosis syndrome in young adults?,Fever,Asthma,Toxoplasmosis,HIV,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-217-02-B,What is the characteristic feature of mononucleosis syndrome on a blood smear?,Hyperchromatic cytoplasm,Polymorphic cells with atypical morphology,Blast cells present,Normal hematopoietic lineages,b,batch2,"{ ""answer_option"" : ""a""}",a
OIC-217-05-A,What is the correct answer to the question: What is the main infectious cause of Mononucleosis Syndrome?,Epstein Barr Virus (EBV),Cytomegalovirus (CMV),Human Immunodeficiency Virus (HIV),Toxoplasmosis,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-327-01-A,What is the main difference between Integrative Medicine and Complementary Therapies?,Complementary therapies are non-drug interventions that can be used in conjunction with conventional medicine.,Integrative Medicine combines practices derived from both conventional and complementary medicine.,"Complementary therapies are only used to treat specific symptoms, whereas Integrative Medicine aims to address the whole person.","Integrative Medicine is a recognized medical practice in France, while Complementary Therapies are not.",b,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-327-02-B,What is the main principle of acupuncture that remains hypothetical?,Acupuncture points are located along the meridians.,The mode of action of acupuncture remains unknown.,It treats an 'energy imbalance',"Rather than focusing on the organ, acupuncture treats an 'energy imbalance'",b,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-161-01-A,What is the main difference between cystitis and pyelonephritis?,Cystitis is an infection of the bladder reservoir and mucosa.,Pyelonephritis is a bacterial or mycotic infection of the renal pelvis and nephritis.,"Both are infections of the urinary tract, but cystitis occurs in children with no anatomical abnormalities, while pyelonephritis occurs in adults with kidney problems.",Neither is an infection of the kidneys.,b,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-161-19-A,What is the recommended treatment for acute pyelonephritis in children?,IV Treatment Followed by PO,Ceftriaxone or cefotaxime + amikacin,Amoxicillin (in combination with gentamicin),Cefixime only,a,batch2,"{ ""answer_option"" : ""B"" }",b
OIC-161-22-B,What is a major factor contributing to the development of urinary tract infections in children?,Constipation,Bacterial reservoir,Premature birth,Genetic predisposition,b,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-161-17-A,What is a common sign that should raise the suspicion of acute pyelonephritis in children?,Fever lasting less than 24 hours,Isolated fever in children under 3 months of age,"In older children, urinary tract infections are manifested by symptoms such as dysuria and hematuria",Risk factors for severe acute pyelonephritis include a history of uropathy or recent ANP,b,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-161-09-A,What is a characteristic of urinary infections in children?,The most common cause of urinary tract infections in children is E. coli.,Urinary tract infections in children are more likely to be caused by Staphylococcus aureus.,Children with urinary tract infections often have a history of recurrent UTIs.,The most common cause of urinary tract infections in adults is E. coli as well.,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-161-04-B,What imaging test should be carried out for recurrent cystitis?,Ultrasonography of the urinary tract with measurement of post-micturition residue,CT urography,MRI,Cystoscopy,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-161-18-A,What is the recommended procedure for collecting urine in children under 1 month old?,Round trip bladder catheterization,Jet stream or borehole,Multi-microbial culture,Perineal stimulation with cold water compresses,b,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-161-10-A,What is a common recommendation for treating simple acute cystitis in adults?,Antibiotic therapy achieves clinical cure rates of 90% at 1 month,Fosfomycin-Trometamol single dose is the recommended treatment,Perform an ECBU to guide the choice of treatment,Fluoroquinolones are used for all cases of cystitis,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-161-08-A,What is a characteristic symptom of simple acute cystitis?,Frequent urination,Discreet haematuria,Bladder tenesmus with pelvic pain/weight at the end of micturition,Urinary urgency,b,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-161-03-A,What is the recommended first-line investigation for uncomplicated cystitis?,BU,ECBU,Urine culture,Ultrasound,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-161-12-B,What is the main criterion for starting IV C3G in patients at risk of complications from urinary infections?,Age over 65 with at least two Fried criteria,Male gender,Pregnancy,Immunosuppression,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-161-05-A,What is the purpose of checking the expiry date on a urine dipstick test?,To ensure the patient's safety,To confirm the presence of a urinary tract infection (UTI),To check for nitrates in the diet,To verify the accuracy of the reagents,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-161-02-A,What is the main mechanism of resistance in Enterococcus faecalis?,The main mechanism of resistance in Enterococcus faecalis is a type of nitrate reductase enzyme.,"Enterococcus faecalis does not have a nitrate reductase enzyme, but rather has a different mechanism to resist antibiotics.",Enterococcus faecalis naturally produces a beta-lactamase enzyme that breaks down penicillin and other beta-lactam antibiotics.,The main mechanism of resistance in Enterococcus faecalis is the acquisition of a plasmid enzyme that confers resistance to multiple antibiotics.,b,batch2,"{ ""answer_option"" : ""B"" }",b
OIC-161-13-A,What is a common indication for additional examinations in male urinary tract infections?,A history of previous UTIs,A family history of kidney stones,A recent travel to an area with high rates of prostate cancer,A history of bladder surgery,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-161-21-B,What is a common indication for post-coital cystitis treatment?,Urinary tract infection,Cranberry juice,Hygiene and dietary measures,Immunoactive prophylaxis,c,batch2,"{ ""answer_option"" : ""A"" }",a
OIC-161-06-A,What is a significant bacteriuria threshold for women?,10−1 CFU/mL,10−3 CFU/mL,10∓1 CFU/mL,10∓ CFU/mL,b,batch2,"{ ""answer_option"" : ""A"" }",a
OIC-161-11-A,What is a common first-line antibiotic treatment for simple acute pyelonephritis?,Ciprofloxacin,Amoxicillin,Azithromycin,Metronidazole,a,batch2,"{ ""answer_option"" : ""A""}",a
OIC-161-20-B,What is a common misconception about recurrent urinary tract infections (UTIs) in adults?,The 'true' diagnosis of recurrent cystitis can often be attributed to LUTS during the filling phase associated with bacteriuria,A patient with recurrent UTI should always undergo a CT scan to confirm the infectious nature of the infection,Flowmetry is an effective examination for diagnosing UTIs in children,Ultrasound of the urinary tract without assessment of post-micturition residual is not a reliable method for detecting UTIs,b,batch2,"{ ""answer_option"" : ""B"" }",b
OIC-161-15-A,What is the recommended treatment for urinary tract infections during pregnancy?,Probabilistic treatment without waiting for the antibiogram result,Current recommendations are Bosfomycin-Trometamol in 1 dose and Pivmecillinam for 7 days,Amoxicillin for 7 days only,"Follow-up ECBU 8 to 10 days after stopping treatment, followed by a monthly ECBU until delivery",a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-161-14-A,What is the recommended duration of treatment for male urinary tract infections?,21 days,14 days,28 days,7 days,b,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-161-07-A,What is the main difference between asymptomatic bacteriuria and catheter colonisation?,Asymptomatic bacteriuria occurs in patients with diabetes,Catheter colonisation occurs in patients without diabetes,Both are caused by E. coli,Neither is a common cause of urinary infections,b,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-161-16-A,What is a characteristic feature of urinary infections in the elderly?,Acute confusion,Falls,Deterioration in general condition,Urinary tract colonization,c,batch2,"{ ""answer_option"" : ""A"" }",a
OIC-225-06-A,What is the primary cause of mortality in patients with acute limb ischaemia?,Aneurysm rupture,Vascular thrombosis,Cardiovascular disease,Poor blood circulation,b,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-225-05-A,What is the primary goal of drug treatment in AOMI?,To reduce LDL cholesterol levels,To increase blood pressure below 120/70 mmHg,To achieve a 50% reduction in LDL cholesterol from baseline,To improve walking distance by increasing collateral circulation,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-225-09-A,What should be done immediately after a patient with aneurysm of visceral arteries or lower limbs develops acute ischaemia?,Administer anticoagulant treatment with heparin as soon as the clinical diagnosis is made.,Perform surgery to repair the aneurysm,Use a Fogarty probe for embolectomy in healthy arteries and revascularisation using conventional techniques or endovascular techniques in pathological arteries,Administer limb lavage to prevent systemic effects of muscle catabolism products,a,batch2,"{ ""answer_option"" : ""a""}",a
OIC-225-16-A,What is the main difference between chronic and acute intestinal ischaemia?,"Chronic intestinal ischaemia occurs when there is an obstruction in one of the three digestive arteries, while acute intestinal ischaemia occurs when there is a sudden blockage or low flow.",Acute intestinal ischaemia occurs before the onset of chronic intestinal ischaemia,"Chronic intestinal ischaemia is caused by a decrease in blood flow to the intestines due to an obstruction, while acute intestinal ischaemia is caused by a sudden blockage or low flow.","Acute intestinal ischaemia occurs when there is no obstruction, but rather a temporary reduction in blood flow to the intestines.",c,batch2,"{ ""answer_option"" : ""A"" }",a
OIC-225-17-A,What is the primary symptom of chronic intestinal ischemia?,Diarrhea,Vomiting,Abdominal pain,Malnutrition,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-225-14-B,What is the primary goal of surgical treatment for an abdominal aortic aneurysm?,To prevent rupture,To limit growth,To control hypertension,To manage smoking cessation,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-225-08-B,What is the main difference between an embolism and thrombosis in the context of acute ischemia?,"Embolism involves the migration of a clot from the heart or aorta to another part of the body, while thrombosis involves the obstruction of a healthy artery by a blood clot.","Thrombosis is more likely to occur in patients with lower limb arterial disease, while embolism is more common in cardiac arrhythmias.","Both embolism and thrombosis can cause sudden onset sensory-motor ischemia, but the presence of contralateral peripheral pulses makes embolism less likely.","In all cases, the patient must be treated in a specialist hospital due to the urgent need for intervention.",a,batch2,"{ ""answer_option"" : ""A""}",a
OIC-225-02-B,What is the primary risk factor for AOMI?,Smoking,Diabetes,Hypertension (HTA),Obesity and a sedentary lifestyle,b,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-225-07-A,What is the main criterion for determining the severity of acute complete or incomplete ischaemia?,Pain on palpation of muscle masses,Hypertension,Aneurysm formation,Muscle atrophy,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-225-03-A,What is a common cause of lower limb ischemia?,Atherosclerosis,Arterial calcification,Venous insufficiency,Neurogenic claudication,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-225-11-B,What is the main etiology of abdominal aortic aneurysms?,Infectious aneurysm,Aneurysmal evolution of an aortic dissection,Hereditary connective tissue dystrophies,Inflammatory aortitis,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-225-01-A,What is the main difference between AOMI and other forms of arterial disease?,Atherosclerosis,Vascular calcification,Inflammation,Hypertension,a,batch2,"{ ""answer_option"" : ""A"" }",a
OIC-225-10-A,What are the most common peripheral locations for visceral artery aneurysms?,Popliteal arteries,Aneurysms of the iliac or femoral arteries,Thoracic aorta,Aneurysms of the abdominal aorta,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-225-04-A,What is the recommended initial test to confirm the diagnosis of aortic aneurysm?,Doppler ultrasound of the aorta,Angiography of the lower limbs,A treadmill walking test with ankle pressure measurement,Strandness test for claudication symptoms,c,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-225-15-A,What is the primary indication for surgical intervention in patients with abdominal aortic aneurysms?,Ruptured aneurysm,Painful aneurysm,Acute lower limb ischemia,Aorto-caval fistula or aorto-digestive fistula,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-225-12-A,What is the typical presentation of an asymptomatic abdominal aortic aneurysm (AAA)?,Abdominal pain,Rapidly progressive lower limb ischemia,Inflammatory gangue around the aneurysm,Cholesterol crystal embolism of the lower limb,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-225-13-A,What is the recommended initial imaging modality for diagnosing abdominal aortic aneurysms?,Ultrasound,CT scan with contrast,MRI,Arteriography,b,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-314-08-B,What is a key indication for imaging a bladder tumour?,Macroscopic haematuria,Multiple tumours in the upper urinary tract,High-grade urinary cytology,Synchronous lesion of the upper urinary tract,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-314-07-B,What is the primary purpose of cystoscopy in the initial diagnostic work-up for urinary cytology?,To confirm the presence of high-grade urothelial carcinoma,To visualize the bladder wall and detect any abnormalities,To perform a biopsy to obtain tissue samples for further examination,To diagnose other conditions such as prostatic hyperplasia,b,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-314-05-A,What is the most frequent sign of bladder tumour that prompts a search for a bladder tumour?,Macroscopic haematuria,Vesical signs of the storage phase,Rectal examination to look for pelvic invasion in men,Palpation of painful bony areas with precise location,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-314-06-B,What is a key benefit of Trans-Urethral Resection of the Bladder (TURB) for bladder tumors?,To remove only superficial lesions,To treat all types of bladder cancer,To reduce the risk of recurrence in patients with NMVT,To increase the size of the tumor,a,batch2,"{ ""answer_option"" : ""A"" }",a
