id,mcq_json,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-231-16-A,"{'question': 'Which characteristic is typical of Intranodal Reentry Tachycardia?', 'option_a': 'Wide QRS complexes', 'option_b': ""Retrograde P' waves 'stuck' to the QRS"", 'option_c': ""P' waves further away from the QRS"", 'option_d': 'Delta waves in the ECG', 'correct_option': 'B'}",,Which characteristic is typical of Intranodal Reentry Tachycardia?,Wide QRS complexes,Retrograde P' waves 'stuck' to the QRS,P' waves further away from the QRS,Delta waves in the ECG,b
OIC-231-15-A,"{'question': 'Which characteristic is most indicative of a common atrial flutter on an ECG?', 'option_a': 'Positive F waves in leads V1 and negative in inferior leads', 'option_b': 'F waves with a uniform appearance in all leads', 'option_c': 'Irregularly irregular rhythm with no distinct P waves', 'option_d': 'Normal sinus rhythm with occasional premature beats', 'correct_option': 'A'}",Positive diagnosis,Which characteristic is most indicative of a common atrial flutter on an ECG?,Positive F waves in leads V1 and negative in inferior leads,F waves with a uniform appearance in all leads,Irregularly irregular rhythm with no distinct P waves,Normal sinus rhythm with occasional premature beats,a
OIC-231-22-A,"{'question': 'Which of the following is a characteristic ECG finding in hyperkalemia?', 'option_a': 'Flat T waves and QT prolongation', 'option_b': 'Broad, sharp, symmetrical T waves', 'option_c': 'U wave appearance', 'option_d': 'Torsades de pointes', 'correct_option': 'B'}",Positive diagnosis,Which of the following is a characteristic ECG finding in hyperkalemia?,Flat T waves and QT prolongation,"Broad, sharp, symmetrical T waves",U wave appearance,Torsades de pointes,b
OIC-231-05-B,"{'question': 'Which of the following is a key indicator of right ventricular hypertrophy on an electrocardiogram?', 'option_a': 'Increased QRS amplitude in left leads', 'option_b': 'R wave > S wave in V1', 'option_c': 'S wave > R wave in V1', 'option_d': 'Frequent left axial deviation', 'correct_option': 'B'}",Positive diagnosis,Which of the following is a key indicator of right ventricular hypertrophy on an electrocardiogram?,Increased QRS amplitude in left leads,R wave > S wave in V1,S wave > R wave in V1,Frequent left axial deviation,b
OIC-197-07-B,"{'question': 'What is the primary classification system used for diagnosing axial spondyloarthritis?', 'option_a': 'Amor criteria', 'option_b': 'ESSG criteria', 'option_c': 'ASAS 2009 classification criteria', 'option_d': 'Higham score', 'correct_option': 'C'}",,What is the primary classification system used for diagnosing axial spondyloarthritis?,Amor criteria,ESSG criteria,ASAS 2009 classification criteria,Higham score,c
OIC-197-05-A,"{'question': 'Which clinical manifestation is most characteristic of Peripheral Enthesopathic Disease in spondyloarthritis?', 'option_a': 'Inflammatory back pain', 'option_b': 'Localized or diffuse edema', 'option_c': 'Talalgia', 'option_d': 'Coxitis', 'correct_option': 'C'}",Positive diagnosis,Which clinical manifestation is most characteristic of Peripheral Enthesopathic Disease in spondyloarthritis?,Inflammatory back pain,Localized or diffuse edema,Talalgia,Coxitis,c
OIC-197-14-B,"{'question': 'Which factor is associated with a poor long-term prognosis in spondyloarthritis?', 'option_a': 'Early onset before the age of sixteen', 'option_b': 'Low BASDAI score', 'option_c': 'Absence of syndesmophytes at diagnosis', 'option_d': 'Effective response to NSAIDs', 'correct_option': 'A'}",,Which factor is associated with a poor long-term prognosis in spondyloarthritis?,Early onset before the age of sixteen,Low BASDAI score,Absence of syndesmophytes at diagnosis,Effective response to NSAIDs,a
OIC-197-01-A,"{'question': 'What is a common characteristic of spondyloarthritis diseases?', 'option_a': 'They all involve chronic inflammatory processes.', 'option_b': 'They are primarily caused by bacterial infections.', 'option_c': 'They are exclusive to the axial skeleton.', 'option_d': 'They only affect adults over the age of 50.', 'correct_option': 'A'}",Definition,What is a common characteristic of spondyloarthritis diseases?,They all involve chronic inflammatory processes.,They are primarily caused by bacterial infections.,They are exclusive to the axial skeleton.,They only affect adults over the age of 50.,a
OIC-197-04-B,"{'question': 'What is the primary lesion in spondyloarthritis?', 'option_a': 'Synovitis', 'option_b': 'Enthesitis', 'option_c': 'Osteoporosis', 'option_d': 'Cartilage erosion', 'correct_option': 'B'}",Physiopathology,What is the primary lesion in spondyloarthritis?,Synovitis,Enthesitis,Osteoporosis,Cartilage erosion,b
OIC-197-02-B,"{'question': 'What is the overall prevalence of spondyloarthritis in France?', 'option_a': '0.35%', 'option_b': '3.5%', 'option_c': '35%', 'option_d': '0.035%', 'correct_option': 'A'}",Epidemiology,What is the overall prevalence of spondyloarthritis in France?,0.35%,3.5%,35%,0.035%,a
OIC-197-08-B,"{'question': 'Which type of spondyloarthritis is characterized by aseptic arthritis following an infection?', 'option_a': 'Ankylosing Spondylitis', 'option_b': 'Psoriatic Arthritis', 'option_c': 'Reactive Arthritis', 'option_d': 'Chronic Inflammatory Enterocolopathies', 'correct_option': 'C'}",Positive diagnosis,Which type of spondyloarthritis is characterized by aseptic arthritis following an infection?,Ankylosing Spondylitis,Psoriatic Arthritis,Reactive Arthritis,Chronic Inflammatory Enterocolopathies,c
OIC-197-13-A,"{'question': 'Which of the following is a non-pharmacological treatment for spondyloarthritis?', 'option_a': 'Methotrexate', 'option_b': 'Anti-TNF therapy', 'option_c': 'Regular physical activity', 'option_d': 'Corticosteroid infiltration', 'correct_option': 'C'}",Management,Which of the following is a non-pharmacological treatment for spondyloarthritis?,Methotrexate,Anti-TNF therapy,Regular physical activity,Corticosteroid infiltration,c
OIC-197-12-A,"{'question': 'Which imaging technique is considered specific for diagnosing spondyloarthritis due to its ability to identify syndesmophytes?', 'option_a': 'Conventional X-rays', 'option_b': 'MRI of the sacroiliac joints', 'option_c': 'Ultrasound', 'option_d': 'Scintigraphy', 'correct_option': 'a'}",Complementary examinations,Which imaging technique is considered specific for diagnosing spondyloarthritis due to its ability to identify syndesmophytes?,Conventional X-rays,MRI of the sacroiliac joints,Ultrasound,Scintigraphy,a
OIC-197-03-B,"{'question': 'What is the prevalence of the HLA-B27 gene among patients with ankylosing spondylitis?', 'option_a': 'Over 90%', 'option_b': '50%', 'option_c': '25%', 'option_d': '10%', 'correct_option': 'A'}",Physiopathology,What is the prevalence of the HLA-B27 gene among patients with ankylosing spondylitis?,Over 90%,50%,25%,10%,a
OIC-197-06-B,"{'question': 'Which extra-articular sign is particularly associated with psoriatic arthritis?', 'option_a': 'Red and/or painful eye', 'option_b': 'Diarrhoea', 'option_c': 'Nail abnormality', 'option_d': 'Discovery of abnormalities on cardiac auscultation', 'correct_option': 'C'}",Positive diagnosis,Which extra-articular sign is particularly associated with psoriatic arthritis?,Red and/or painful eye,Diarrhoea,Nail abnormality,Discovery of abnormalities on cardiac auscultation,c
OIC-119-01-A,"{'question': ""What is a key aspect of managing a chronic illness according to the concept of 'illness as work'?"", 'option_a': 'Relying solely on medical professionals for care decisions.', 'option_b': 'The patient is a passive recipient of medical interventions.', 'option_c': 'The patient actively participates in managing their illness and social life.', 'option_d': 'Ignoring the social implications of the illness.', 'correct_option': 'C'}",Definition,What is a key aspect of managing a chronic illness according to the concept of 'illness as work'?,Relying solely on medical professionals for care decisions.,The patient is a passive recipient of medical interventions.,The patient actively participates in managing their illness and social life.,Ignoring the social implications of the illness.,c
OIC-119-02-B,"{'question': ""What is the concept of 'biographical rupture' in the context of chronic illness?"", 'option_a': 'A complete loss of identity due to chronic illness.', 'option_b': 'A temporary change in identity that is easily reversible.', 'option_c': 'An identity change affecting feelings, values, and representations.', 'option_d': 'A permanent shift in identity that aligns with societal norms.', 'correct_option': 'C'}",,What is the concept of 'biographical rupture' in the context of chronic illness?,A complete loss of identity due to chronic illness.,A temporary change in identity that is easily reversible.,"An identity change affecting feelings, values, and representations.",A permanent shift in identity that aligns with societal norms.,c
OIC-334-53-A,"{'question': 'What is a key component in assessing the state of consciousness in a patient with cranial trauma?', 'option_a': 'Examining the scalp for wounds', 'option_b': 'Using the Glasgow Coma Scale', 'option_c': 'Checking for alcohol use', 'option_d': 'Identifying co-morbidities', 'correct_option': 'B'}",Positive diagnosis,What is a key component in assessing the state of consciousness in a patient with cranial trauma?,Examining the scalp for wounds,Using the Glasgow Coma Scale,Checking for alcohol use,Identifying co-morbidities,b
OIC-334-34-B,"{'question': 'Which classification stage in the Cauchoix system describes a wound with loss of substance that cannot be closed with a simple suture?', 'option_a': 'Stage 1', 'option_b': 'Stage 2', 'option_c': 'Stage 3', 'option_d': 'Gustilo III', 'correct_option': 'C'}",,Which classification stage in the Cauchoix system describes a wound with loss of substance that cannot be closed with a simple suture?,Stage 1,Stage 2,Stage 3,Gustilo III,c
OIC-334-46-A,"{'question': 'What is the primary purpose of the ASIA score in the context of spinal injuries?', 'option_a': 'To determine the level of consciousness in trauma patients.', 'option_b': 'To assess and classify the severity of neurological impairment.', 'option_c': 'To evaluate cardiovascular stability in spinal injury victims.', 'option_d': 'To measure the extent of bone fractures in spinal injuries.', 'correct_option': 'B'}",Positive diagnosis,What is the primary purpose of the ASIA score in the context of spinal injuries?,To determine the level of consciousness in trauma patients.,To assess and classify the severity of neurological impairment.,To evaluate cardiovascular stability in spinal injury victims.,To measure the extent of bone fractures in spinal injuries.,b
OIC-334-30-A,"{'question': 'What is the appropriate imaging test for diagnosing abdominal trauma in a hemodynamically unstable patient with a positive FAST scan and no pelvic fracture?', 'option_a': 'Abdominal CT scan with contrast', 'option_b': 'Pelvic X-ray', 'option_c': 'Emergency surgical haemostasis', 'option_d': 'MRI scan', 'correct_option': 'c'}",Additional examinations,What is the appropriate imaging test for diagnosing abdominal trauma in a hemodynamically unstable patient with a positive FAST scan and no pelvic fracture?,Abdominal CT scan with contrast,Pelvic X-ray,Emergency surgical haemostasis,MRI scan,c
OIC-334-29-A,"{'question': 'Which of the following is a suggestive sign of abdominal trauma?', 'option_a': 'Belt sign on inspection', 'option_b': 'Increased heart rate', 'option_c': 'Swelling in the limbs', 'option_d': 'Elevated blood pressure', 'correct_option': 'A'}",Positive diagnosis,Which of the following is a suggestive sign of abdominal trauma?,Belt sign on inspection,Increased heart rate,Swelling in the limbs,Elevated blood pressure,a
OIC-334-24-A,"{'question': 'Which radiographic sign is indicative of a tension pneumothorax?', 'option_a': ""Dense, homogeneous, sloping opacity with Damoiseau's line"", 'option_b': 'Retraction of lung parenchyma and contralateral mediastinal deviation', 'option_c': 'Asymmetric transparency with diffuse greying in supine position', 'option_d': 'Horizontal hydroaeric level in standing position', 'correct_option': 'B'}",Additional examinations,Which radiographic sign is indicative of a tension pneumothorax?,"Dense, homogeneous, sloping opacity with Damoiseau's line",Retraction of lung parenchyma and contralateral mediastinal deviation,Asymmetric transparency with diffuse greying in supine position,Horizontal hydroaeric level in standing position,b
OIC-334-54-A,"{'question': 'What is the purpose of calculating the Glasgow Coma Scale (GCS) in trauma victims?', 'option_a': 'To assess the severity of head injuries.', 'option_b': 'To determine the need for immediate surgery.', 'option_c': 'To evaluate the extent of spinal damage.', 'option_d': 'To measure blood pressure stability.', 'correct_option': 'A'}",Emergency identification,What is the purpose of calculating the Glasgow Coma Scale (GCS) in trauma victims?,To assess the severity of head injuries.,To determine the need for immediate surgery.,To evaluate the extent of spinal damage.,To measure blood pressure stability.,a
OIC-334-08-B,"{'question': ""What is the primary focus of 'damage control resuscitation' in the initial management of trauma patients?"", 'option_a': 'Immediate comprehensive surgical intervention', 'option_b': 'Implementation of necessary therapies without delaying hemorrhage management', 'option_c': 'Long-term rehabilitation planning', 'option_d': 'Detailed diagnostic imaging', 'correct_option': 'B'}",Management,What is the primary focus of 'damage control resuscitation' in the initial management of trauma patients?,Immediate comprehensive surgical intervention,Implementation of necessary therapies without delaying hemorrhage management,Long-term rehabilitation planning,Detailed diagnostic imaging,b
OIC-334-55-A,"{'question': 'Which factor indicates the need for specialist assessment in head trauma patients?', 'option_a': 'Initial Glasgow score of 15', 'option_b': 'Prolonged loss of consciousness > 5 min', 'option_c': 'Absence of focal signs', 'option_d': 'No extra-cranial lesions', 'correct_option': 'B'}",Identifying the emergency,Which factor indicates the need for specialist assessment in head trauma patients?,Initial Glasgow score of 15,Prolonged loss of consciousness > 5 min,Absence of focal signs,No extra-cranial lesions,b
OIC-334-21-B,"{'question': 'What is the most common cause of intrathoracic organ damage in trauma victims?', 'option_a': 'Penetrating trauma from knives or firearms', 'option_b': 'Closed trauma due to compression or crushing', 'option_c': 'Blast injuries from overpressure waves', 'option_d': 'Sudden deceleration causing shear injuries', 'correct_option': 'B'}",Physiopathology,What is the most common cause of intrathoracic organ damage in trauma victims?,Penetrating trauma from knives or firearms,Closed trauma due to compression or crushing,Blast injuries from overpressure waves,Sudden deceleration causing shear injuries,b
OIC-334-16-A,"{'question': 'Which of the following is considered a serious burn with vital risk in adults?', 'option_a': 'Burned skin area (BSA) > 10%', 'option_b': 'Third-degree BSA > 5%', 'option_c': 'Circular burn on the arm', 'option_d': 'Low-voltage electrical burn', 'correct_option': 'option_b'}",Emergency identification,Which of the following is considered a serious burn with vital risk in adults?,Burned skin area (BSA) > 10%,Third-degree BSA > 5%,Circular burn on the arm,Low-voltage electrical burn,option_b
OIC-334-10-A,"{'question': 'Which of the following correctly describes a 3rd degree burn?', 'option_a': 'Painful erythema with intact skin', 'option_b': 'Damage to the epidermal basement membrane and dermis with phlyctenes', 'option_c': 'Destruction of the dermis and skin appendages with painless, dry skin', 'option_d': 'Characterized by high voltage electrical injury', 'correct_option': 'C'}",Definition,Which of the following correctly describes a 3rd degree burn?,Painful erythema with intact skin,Damage to the epidermal basement membrane and dermis with phlyctenes,"Destruction of the dermis and skin appendages with painless, dry skin",Characterized by high voltage electrical injury,c
OIC-334-09-B,"{'question': 'Which of the following is a short-term complication of severe trauma?', 'option_a': 'Bedsores', 'option_b': 'Post-traumatic stress disorder', 'option_c': 'Multi-visceral failure syndrome', 'option_d': 'Undernutrition', 'correct_option': 'C'}",,Which of the following is a short-term complication of severe trauma?,Bedsores,Post-traumatic stress disorder,Multi-visceral failure syndrome,Undernutrition,c
OIC-334-35-A,"{'question': 'Which sequence is highly suggestive of a bone or joint lesion based on anamnesis?', 'option_a': 'Trauma - pain - deformity - functional impotence', 'option_b': 'Pain - swelling - fever - redness', 'option_c': 'Fatigue - swelling - numbness - heat', 'option_d': 'Trauma - bleeding - loss of consciousness - fever', 'correct_option': 'A'}",Positive diagnosis,Which sequence is highly suggestive of a bone or joint lesion based on anamnesis?,Trauma - pain - deformity - functional impotence,Pain - swelling - fever - redness,Fatigue - swelling - numbness - heat,Trauma - bleeding - loss of consciousness - fever,a
OIC-334-14-A,"{'question': 'Which method is recommended by French learned societies in 2019 for assessing burned skin surface area in both adults and children?', 'option_a': ""Wallace's Rule of Nines"", 'option_b': 'Lund and Browder method', 'option_c': ""Palm of Patient's Hand"", 'option_d': 'Higham score', 'correct_option': 'B'}",Positive diagnosis,Which method is recommended by French learned societies in 2019 for assessing burned skin surface area in both adults and children?,Wallace's Rule of Nines,Lund and Browder method,Palm of Patient's Hand,Higham score,b
OIC-334-27-B,"{'question': 'What is the recommended management approach for a patient with thoracic trauma and signs of seriousness, such as more than 2 rib fractures or acute respiratory distress?', 'option_a': 'Immediate surgical exploration', 'option_b': 'Continuous monitoring and multimodal analgesia', 'option_c': 'Only non-invasive ventilation', 'option_d': 'Antibioprophylaxis for 24-48 hours', 'correct_option': 'B'}",Management,"What is the recommended management approach for a patient with thoracic trauma and signs of seriousness, such as more than 2 rib fractures or acute respiratory distress?",Immediate surgical exploration,Continuous monitoring and multimodal analgesia,Only non-invasive ventilation,Antibioprophylaxis for 24-48 hours,b
OIC-334-02-B,"{'question': 'What are the primary causes of early mortality in trauma victims?', 'option_a': 'Haemorrhage and head trauma', 'option_b': 'Head trauma and multivisceral failure', 'option_c': 'Multivisceral failure and its complications', 'option_d': 'Complications of multivisceral failure and haemorrhage', 'correct_option': 'A'}",Epidemiology,What are the primary causes of early mortality in trauma victims?,Haemorrhage and head trauma,Head trauma and multivisceral failure,Multivisceral failure and its complications,Complications of multivisceral failure and haemorrhage,a
OIC-334-22-A,"{'question': 'Which of the following is a suggestive sign of thoracic trauma during inspection?', 'option_a': 'Belt sign', 'option_b': 'Subcutaneous emphysema', 'option_c': 'Crackling rales', 'option_d': 'Dyspnoea', 'correct_option': 'A'}",Positive diagnosis,Which of the following is a suggestive sign of thoracic trauma during inspection?,Belt sign,Subcutaneous emphysema,Crackling rales,Dyspnoea,a
OIC-334-12-B,"{'question': 'What is the primary cause of acute hypovolaemia in burn victims with burned skin surface ≥ 30%?', 'option_a': 'Increased urine output', 'option_b': 'Destruction of the extracellular matrix', 'option_c': 'Increased cardiac output', 'option_d': 'Enhanced skin regeneration', 'correct_option': 'B'}",Physiopathology,What is the primary cause of acute hypovolaemia in burn victims with burned skin surface ≥ 30%?,Increased urine output,Destruction of the extracellular matrix,Increased cardiac output,Enhanced skin regeneration,b
OIC-334-26-A,"{'question': 'Which situation requires immediate life-saving treatment in the context of trauma victims?', 'option_a': 'Mild headache', 'option_b': 'Suffocating pneumothorax', 'option_c': 'Minor bruises', 'option_d': 'Stable fracture', 'correct_option': 'B'}",Emergency identification,Which situation requires immediate life-saving treatment in the context of trauma victims?,Mild headache,Suffocating pneumothorax,Minor bruises,Stable fracture,b
OIC-334-23-A,"{'question': 'Which diagnostic test is most commonly used as an initial assessment tool for thoracic trauma?', 'option_a': 'Pleuropulmonary ultrasound', 'option_b': 'Thoraco-abdominal CT scan with contrast', 'option_c': 'Chest X-ray', 'option_d': 'Electrocardiogram', 'correct_option': 'c'}",Additional examinations,Which diagnostic test is most commonly used as an initial assessment tool for thoracic trauma?,Pleuropulmonary ultrasound,Thoraco-abdominal CT scan with contrast,Chest X-ray,Electrocardiogram,c
OIC-334-33-B,"{'question': 'What is a characteristic of an indirect mechanism of injury?', 'option_a': 'Damage is close to the fracture site.', 'option_b': 'Frequently associated with soft tissue damage.', 'option_c': 'Exerted by bending or twisting stresses.', 'option_d': 'Involves skin opening near the injury.', 'correct_option': 'C'}",Physiopathology,What is a characteristic of an indirect mechanism of injury?,Damage is close to the fracture site.,Frequently associated with soft tissue damage.,Exerted by bending or twisting stresses.,Involves skin opening near the injury.,c
OIC-334-56-A,"{'question': 'When is a brain scan indicated for a patient with acute phase cranial trauma?', 'option_a': 'Only when there is visible external bleeding.', 'option_b': 'Initially without injection, then with injection if carotid or vertebral dissection is suspected.', 'option_c': 'Only if the patient loses consciousness.', 'option_d': 'Only after the patient has been stabilized.', 'correct_option': 'B'}",Additional examinations,When is a brain scan indicated for a patient with acute phase cranial trauma?,Only when there is visible external bleeding.,"Initially without injection, then with injection if carotid or vertebral dissection is suspected.",Only if the patient loses consciousness.,Only after the patient has been stabilized.,b
OIC-334-01-A,"{'question': 'What best defines a severe trauma patient?', 'option_a': 'A patient with any visible injury.', 'option_b': 'A patient who has suffered a trauma with energy likely to result in a life-threatening injury.', 'option_c': 'A patient with minor cuts and bruises.', 'option_d': 'A patient experiencing mild discomfort after an incident.', 'correct_option': 'B'}",Definition,What best defines a severe trauma patient?,A patient with any visible injury.,A patient who has suffered a trauma with energy likely to result in a life-threatening injury.,A patient with minor cuts and bruises.,A patient experiencing mild discomfort after an incident.,b
OIC-334-32-B,"{'question': 'What is the primary reason for hospitalizing patients with spleen fractures for two weeks?', 'option_a': 'To monitor for delayed rupture risk.', 'option_b': 'To ensure complete surgical recovery.', 'option_c': 'To administer continuous antibiotic therapy.', 'option_d': 'To perform daily radiological embolisation.', 'correct_option': 'A'}",Management,What is the primary reason for hospitalizing patients with spleen fractures for two weeks?,To monitor for delayed rupture risk.,To ensure complete surgical recovery.,To administer continuous antibiotic therapy.,To perform daily radiological embolisation.,a
OIC-334-20-B,"{'question': 'What is the recommended treatment for hydrocyanic poisoning from fire smoke inhalation?', 'option_a': 'Hyperbaric oxygen therapy', 'option_b': 'IV administration of hydroxocobalamin', 'option_c': 'Bronchial fibroscopy', 'option_d': 'Protective mechanical ventilation', 'correct_option': 'B'}",Management,What is the recommended treatment for hydrocyanic poisoning from fire smoke inhalation?,Hyperbaric oxygen therapy,IV administration of hydroxocobalamin,Bronchial fibroscopy,Protective mechanical ventilation,b
OIC-334-31-A,"{'question': 'What combination of findings indicates the need for emergency surgical haemostasis in trauma victims?', 'option_a': 'Haemodynamic instability and a positive FAST scan with pelvic fracture.', 'option_b': 'Haemodynamic stability and a negative FAST scan.', 'option_c': 'Haemodynamic instability, a positive FAST scan, and no pelvic fracture.', 'option_d': 'Haemodynamic stability and a positive FAST scan with pelvic fracture.', 'correct_option': 'C'}",Emergency identification,What combination of findings indicates the need for emergency surgical haemostasis in trauma victims?,Haemodynamic instability and a positive FAST scan with pelvic fracture.,Haemodynamic stability and a negative FAST scan.,"Haemodynamic instability, a positive FAST scan, and no pelvic fracture.",Haemodynamic stability and a positive FAST scan with pelvic fracture.,c
OIC-334-50-B,"{'question': 'What is NOT recommended in the initial pre-hospital management of spinal trauma victims?', 'option_a': 'Stabilization of the spine', 'option_b': 'Early initiation of vasopressors', 'option_c': 'Use of corticosteroid therapy', 'option_d': 'Control of airway and ventilation', 'correct_option': 'C'}",Management,What is NOT recommended in the initial pre-hospital management of spinal trauma victims?,Stabilization of the spine,Early initiation of vasopressors,Use of corticosteroid therapy,Control of airway and ventilation,c
OIC-334-13-B,"{'question': 'What is a key systemic effect of smoke inhalation that requires screening for carbon monoxide and hydrogen cyanide poisoning?', 'option_a': 'Increased blood glucose levels', 'option_b': 'Major inflammatory syndrome', 'option_c': 'Enhanced immune response', 'option_d': 'Decreased blood pressure', 'correct_option': 'option_b'}",Physiopathology,What is a key systemic effect of smoke inhalation that requires screening for carbon monoxide and hydrogen cyanide poisoning?,Increased blood glucose levels,Major inflammatory syndrome,Enhanced immune response,Decreased blood pressure,option_b
OIC-334-28-B,"{'question': 'What is a common consequence of sudden deceleration in abdominal trauma?', 'option_a': 'Bursting of hollow organs due to hyperpressure.', 'option_b': 'Contusion of solid viscera between blunt object and spine.', 'option_c': 'Tearing of pedunculated organs leading to haemorrhagic lesions.', 'option_d': 'Immediate damage to all organs once the peritoneum is crossed.', 'correct_option': 'C'}",Physiopathology,What is a common consequence of sudden deceleration in abdominal trauma?,Bursting of hollow organs due to hyperpressure.,Contusion of solid viscera between blunt object and spine.,Tearing of pedunculated organs leading to haemorrhagic lesions.,Immediate damage to all organs once the peritoneum is crossed.,c
OIC-334-42-B,"{'question': 'What is the primary difference in the initial management of open versus closed fractures?', 'option_a': 'Open fractures require emergency antibiotic prophylaxis.', 'option_b': 'Closed fractures require vascular bypass immediately.', 'option_c': 'Open fractures do not need reduction and osteosynthesis.', 'option_d': 'Closed fractures are always treated surgically.', 'correct_option': 'A'}",Management,What is the primary difference in the initial management of open versus closed fractures?,Open fractures require emergency antibiotic prophylaxis.,Closed fractures require vascular bypass immediately.,Open fractures do not need reduction and osteosynthesis.,Closed fractures are always treated surgically.,a
OIC-334-40-A,"{'question': 'Which test is particularly important for diagnosing vascular complications in limb trauma?', 'option_a': 'Electrocardiogram (ECG)', 'option_b': 'Doppler ultrasound', 'option_c': 'Magnetic Resonance Imaging (MRI)', 'option_d': 'X-ray', 'correct_option': 'B'}",Additional tests,Which test is particularly important for diagnosing vascular complications in limb trauma?,Electrocardiogram (ECG),Doppler ultrasound,Magnetic Resonance Imaging (MRI),X-ray,b
OIC-334-38-B,"{'question': 'What is a key radiological feature that defines a fracture?', 'option_a': 'A continuous cortical line', 'option_b': 'A line interrupting the cortical line', 'option_c': 'An increase in bone density', 'option_d': 'A decrease in bone size', 'correct_option': 'B'}",Additional examinations,What is a key radiological feature that defines a fracture?,A continuous cortical line,A line interrupting the cortical line,An increase in bone density,A decrease in bone size,b
OIC-334-52-B,"{'question': 'What is the primary concern when managing traumatic brain injury in relation to cerebral perfusion pressure (CPP)?', 'option_a': 'Ensuring CPP remains high to prevent cerebral hemorrhage.', 'option_b': 'Maintaining CPP by balancing mean arterial pressure (MAP) and intracranial pressure (ICP).', 'option_c': 'Increasing ICP to enhance cerebral blood flow.', 'option_d': 'Decreasing MAP to reduce the risk of secondary lesions.', 'correct_option': 'B'}",Pathophysiological elements,What is the primary concern when managing traumatic brain injury in relation to cerebral perfusion pressure (CPP)?,Ensuring CPP remains high to prevent cerebral hemorrhage.,Maintaining CPP by balancing mean arterial pressure (MAP) and intracranial pressure (ICP).,Increasing ICP to enhance cerebral blood flow.,Decreasing MAP to reduce the risk of secondary lesions.,b
OIC-334-19-B,"{'question': 'What is the recommended initial fluid resuscitation for a burn patient with a burn surface area ≥ 20% in adults?', 'option_a': '40 ml/kg of crystalloids during the first hour', 'option_b': '20 ml/kg of crystalloids during the first hour', 'option_c': '10 ml/kg of crystalloids during the first hour', 'option_d': 'Fluid resuscitation is not necessary if the burn surface area is ≥ 20%', 'correct_option': 'B'}",,What is the recommended initial fluid resuscitation for a burn patient with a burn surface area ≥ 20% in adults?,40 ml/kg of crystalloids during the first hour,20 ml/kg of crystalloids during the first hour,10 ml/kg of crystalloids during the first hour,Fluid resuscitation is not necessary if the burn surface area is ≥ 20%,b
OIC-334-49-A,"{'question': 'What is the primary role of MRI in the assessment of spinal or vertebro-medullary trauma?', 'option_a': 'To diagnose fractures not visible on CT and assess neurological elements.', 'option_b': 'To replace CT scans as the first-line examination in trauma cases.', 'option_c': 'To immediately manage all neurological disorders before any other imaging.', 'option_d': 'To visualize bone deformities and provide information on bone quality.', 'correct_option': 'A'}",,What is the primary role of MRI in the assessment of spinal or vertebro-medullary trauma?,To diagnose fractures not visible on CT and assess neurological elements.,To replace CT scans as the first-line examination in trauma cases.,To immediately manage all neurological disorders before any other imaging.,To visualize bone deformities and provide information on bone quality.,a
OIC-334-11-B,"{'question': 'What are the key indicators of smoke inhalation syndrome?', 'option_a': 'Fire in an enclosed space and presence of soot in the oropharynx', 'option_b': 'Presence of respiratory symptoms and soot in sputum', 'option_c': 'Burning of the face and presence of soot around the mouth', 'option_d': 'All of the above', 'correct_option': 'd'}",Definition,What are the key indicators of smoke inhalation syndrome?,Fire in an enclosed space and presence of soot in the oropharynx,Presence of respiratory symptoms and soot in sputum,Burning of the face and presence of soot around the mouth,All of the above,d
OIC-334-07-B,"{'question': ""What does the 'B' in the ABCDE acronym for trauma management stand for?"", 'option_a': 'Breathing', 'option_b': 'Bleeding', 'option_c': 'Balance', 'option_d': 'Blood pressure', 'correct_option': 'A'}",Management,What does the 'B' in the ABCDE acronym for trauma management stand for?,Breathing,Bleeding,Balance,Blood pressure,a
OIC-334-18-A,"{'question': 'What is the primary purpose of cooling a burn area in the initial management of burns?', 'option_a': 'To reduce the risk of infection', 'option_b': 'To prevent hypothermia', 'option_c': 'To limit pain, edema, and burn deepening', 'option_d': 'To prepare the skin for antiseptic application', 'correct_option': 'C'}",Management,What is the primary purpose of cooling a burn area in the initial management of burns?,To reduce the risk of infection,To prevent hypothermia,"To limit pain, edema, and burn deepening",To prepare the skin for antiseptic application,c
OIC-334-58-B,"{'question': 'What is the primary principle in managing head trauma patients?', 'option_a': 'Time is brain, emphasizing prompt treatment.', 'option_b': 'Delaying treatment until all symptoms manifest.', 'option_c': 'Focusing solely on surgical intervention.', 'option_d': 'Prioritizing limb injuries over head trauma.', 'correct_option': 'A'}",Management,What is the primary principle in managing head trauma patients?,"Time is brain, emphasizing prompt treatment.",Delaying treatment until all symptoms manifest.,Focusing solely on surgical intervention.,Prioritizing limb injuries over head trauma.,a
OIC-334-36-A,"{'question': 'Which of the following symptoms is indicative of an ischaemic lesion in trauma victims?', 'option_a': 'Epicritic tactile sensitivity deficit', 'option_b': 'Pallor and increased skin recolouration time', 'option_c': 'Haemodynamic instability', 'option_d': 'Functional impotence', 'correct_option': 'B'}",Emergency identification,Which of the following symptoms is indicative of an ischaemic lesion in trauma victims?,Epicritic tactile sensitivity deficit,Pallor and increased skin recolouration time,Haemodynamic instability,Functional impotence,b
