id,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-124-16-B,,What contributes to decreased testosterone secretion during aging?,Testosterone production by Leydig cells remains constant.,GnRH secretion decreases while steroidogenesis is unaffected,Androgen receptors on target tissues become more abundant.,All of the above decrease.,d
OIC-124-06-B,Positive diagnosis,What type of hot flushes should be investigated for other causes?,Typical BVMs (perimenopausal or menopausal),"Atypical BVMs (nocturnal, premonitory signs, and high temperatures)",BVMs that occur without premonitory signs or are favored by emotions,BVMs that appear or reappear at a distance from menopause or are associated with other functional signs.,d
OIC-124-08-B,,What is the primary cause of osteoporosis in postmenopausal women?,Hormonal imbalance due to androgen deficiency,Accelerated bone loss due to estrogen deficiency,Increased bone density caused by higher calcium intake,Genetic predisposition to fragile bones,b
OIC-124-04-A,Positive diagnosis,What primary method is used to diagnose menopause in its typical form?,Biological confirmation,Association with climacteric symptoms and amenorrhoea after 12 months around age 50,FSH > 30 IU/ml and estradiol < 10-20 pg/ml assays for biological confirmation,Diagnosis based on the patient's medical history only,b
OIC-124-12-B,Management,What is the benefit/risk balance of HRT in cases of premature ovarian failure (POI)?,"Negative, with increased risks of cardiovascular mortality, osteoporosis, and cognitive degeneration.","Positive, with no increased risk of breast cancer compared to a woman who is still regulated.","Neutral, with no proven efficacy of HRT in women with POI.","Negative, with an increased risk of breast cancer and endometrial cancer if not mitigated by progestin.",b
OIC-124-07-A,Positive diagnosis,What is the primary functional symptom of hypoestrogenism during menopause?,Vaginal dryness,Bilateral mastodynia,Weight gain with a feeling of swelling,"Loss of attention, loss of memory",a
OIC-124-05-A,Positive diagnosis,What is the primary cause of climacteric syndrome symptoms?,Estrogen deficiency,Premature ovarian failure causes a sudden drop in estrogen levels.,Age-related decrease in testosterone leads to depression and sleep disorders.,Hormonal imbalance due to adrenal gland dysfunction.,a
OIC-124-11-B,,When is a non-oral route of HRT administration recommended?,In pregnant women.,"To treat women with hypertriglyceridaemia and hypertension, or those at high risk for venous thromboembolism.",For women over 65 years old.,During lactation.,b
OIC-124-18-B,,What is a potential cause of age-related atrogen deficiency that should be ruled out when interpreting clinical symptoms?,Cushing's disease,Haemochromatosis,Thyroid pathology (hypothyroidism),Prolactin adenoma,c
OIC-124-13-B,Management,What dietary measure is NOT recommended for menopausal women?,Increase energy expenditure through regular physical activity,Avoid cardiovascular risk factors such as tobacco and alcohol.,Maintain moderate carbohydrate and fat energy intake,Increase protein consumption to build muscle mass,d
OIC-124-10-B,,What additional examination should NOT be performed before prescribing HRT to a post-menopausal woman?,Bone densitometry (with no osteoporosis risk factors),Utero-ovarian ultrasound,Lipid profile analysis and mammogram every 2 years,Pap smear,b
OIC-124-15-A,Definition,What is the preferred term for the condition described in the educational content?,Andropause,Age-related androgen deficiency syndrome,Testosterone deficiency disorder,Premature ovarian failure syndrome,b
OIC-124-03-B,,What is the primary diagnostic criterion for premature ovarian failure (POI)?,<i>FSH > 25 IU/l and estradiol < 20 pg/ml</i>,<i>Primary or secondary amenorrhea lasting more than 4 months</i>,<i>A familial history of POI in a first-degree relative</i>,<i>A low follicle-stimulating hormone (FSH) level with normal estradiol levels</i>,a
OIC-124-19-B,Physiopathology,What is a common medium-term effect of untreated age-related androgen deficiency?,Increased cardiovascular risk only in men with severe symptoms,"Obesity or metabolic syndrome with no direct link to nutrition, gynecological symptoms, and increased cardiovascular risk",Neuropsychological disorders such as loss of memory and attention,Muscle wasting and reduced bone density similar to osteoporosis,b
OIC-124-17-A,Positive diagnosis,What is one key factor used to confirm the diagnosis of andropause?,Biochemical deficiency in total testosterone only,< 2.3 ng/ml (8 nmol/l) AND bioavailable testosterone < 0.7 ng/ml OR total testosterone between 2.3 and 3.5 ng/ml AND calculated free testosterone: < 0.07 ng/ml,A single blood test on a Tuesday morning,A physical examination of the patient's belly button,b
OIC-124-14-A,Positive diagnosis,A postmenopausal woman experiencing abnormal uterine bleeding should be investigated for what?,Endometritis,Endometrial cancer,Ovarian failure,Andropause,b
OIC-074-01-A,Definition,What is the definition of psychotropic drugs?,Chemical substances that modify physical activity,Substances with a psychological effect on mental activity,Medications that treat only physical disorders,Prescription medications for common colds and flu,b
OIC-074-24-A,Definition,What is the primary therapeutic use of psychostimulants in France?,To treat obesity,For treating attention deficit hyperactivity disorder (ADHD),As a treatment for narcolepsy,As an anxiolytic,b
OIC-074-03-A,Definition,What is the main common property of antipsychotics?,Antagonistic action on D1 dopamine receptors,Antagonistic action on D2 dopamine receptors,Antagonistic action on serotonin receptors,Antagonistic action on GABA receptors,b
OIC-074-04-B,Management,What is a common indication for the use of antipsychotics in elderly patients?,Schizophrenia,Refractory insomnia,Parkinson's disease,Severe manic episode with or without psychotic symptoms,d
OIC-074-11-A,,What is a potential side effect of certain psychotropic medications in the elderly?,Suicidal ideation in patients over 24,Natraemia and balance issues,Manic mood swings,Lifting of inhibition before thymic improvement,c
OIC-074-19-A,Management,"According to the educational content, what is the recommended treatment duration for hypnotics?",A few weeks,4 months,Limited to 4 weeks,No time limit prescribed.,c
OIC-074-13-A,Management,What is a main indication for prescribing benzodiazepine anxiolytics in elderly patients?,Treatment of psychiatric disorders,Preventive treatment for alcohol withdrawal and symptomatic treatment of intense anxiety,Neuropathic pain management unrelated to anxiety,Concomitant use with other CNS depressants without medical supervision,b
OIC-074-02-B,Epidemiology,"In France, what percentage of the population aged 80 and over were taking anxiolytics in 2015?",14%,17%,20%,25%,d
OIC-074-18-A,Management,What sleep disorder is hypnotics indicated to treat?,Chronic insomnia,Acute transient insomnia,Sleep apnoea syndrome,Restless leg syndrome,b
OIC-074-20-A,Management,Which of the following is a potential adverse effect of Zopiclone and Zolpidem?,Confusion,Hallucinations can occur in children taking these medications.,Rebound anxiety when stopped,Increased heart rate,c
OIC-074-12-A,Definition,Which class of anxiolytic drugs is characterized by a delayed action and a low risk of dependency?,Benzodiazepines,Azapirones,H1 Antihistamine,β-blockers,b
OIC-074-14-A,Management,What is the recommended duration for prescribing anxiolytic benzodiazepines?,4 weeks,12 weeks,6 months,1 year,b
OIC-074-22-B,Management,What is the primary indication for valproate treatment?,Prevent recurrence of mania or depression,"Curative treatment of a manic or depressive episode, particularly in patients with Alzheimer's disease",Treatment to prevent mania or depression in women of childbearing age,Treatment of bipolar disorder without curative intent,a
OIC-074-07-A,Emergency identification,When prescribing antipsychotics in emergency situations,Intramuscular injection is always the preferred route of administration.,Per os (oral) treatment is generally recommended for agitation during psychotic and bipolar disorders.,"Cyamemazine can cause severe hypertension, but it's not associated with arterial hypotension.",Intramuscular administration may be used if oral treatment is not possible.,b
OIC-074-15-A,Management,"Benzodiazepines can cause a paradoxical reaction when combined with alcohol, characterized by",Agitation and aggression,Sedation and relaxation,Anxiety and restlessness,Euphoria and increased alertness,a
OIC-074-10-B,Management,"When initiating treatment for obsessive-compulsive disorder or post-traumatic stress disorder, what is the typical dosage adjustment compared to treating a depressive episode?",No dosage adjustment needed.,Half the dose used in adults,Double the dose of antidepressant,The same dose as for treating a depressive episode.,c
OIC-074-17-A,Definition,What is the primary function of hypnotics?,To treat anxiety disorders,To induce sleep or a state similar to physiological sleep,To prevent insomnia by reducing symptoms of depression,To regulate appetite in patients with eating disorders,b
OIC-074-16-A,Management,"In emergency situations, where should benzodiazepines be administered if the patient is experiencing major agitation?",Oral route,Intramuscular (IM) route,Intravenous (IV),Subcutaneous route,c
OIC-074-05-B,Management,What is the primary rule for choosing a second-generation antipsychotic?,Prioritize drugs with the most side effects,Select the drug that has been used in the least number of patients,Choose the fewest-potential QT-prolonging medications,Use the first-generation antipsychotic if a second-generation one is not available,c
OIC-074-21-A,Definition,What is the main clinical action of thymoregulators?,"To increase the frequency, duration, and intensity of thymic episodes","To reduce the frequency, duration, and intensity of thymic episodes",To only treat depressive episodes,To only treat manic episodes,b
OIC-074-25-B,Management,What are the main indications for prescribing methylphenidate?,ADHD in children under 6 years old,"Attention deficit disorder with or without hyperactivity (ADHD) in children over 6 years of age, ADHD in adults, and alternative treatment of narcolepsy when modafinil fails",Narcolepsy in adults and idiopathic hypersomnia,Idiopathic hypersomnia in children under 12 years old,b
OIC-074-08-A,Definition,What is the primary classification of antidepressants based on their mechanism of action?,The presence of a specific serotonin receptor,The type of reuptake inhibition they cause,Their effect on mood through norepinephrine release,Their ability to affect the brain's reward system ,b
OIC-074-06-B,Management,What is a common adverse reaction associated with psychotropic drugs?,A state of hypomania,Post-psychotic depressive episode,Hyperkinetic syndrome,Late dyskinesias,b
OIC-074-23-B,Management,What is a common side effect of Lithium?,Trembling (frequent),Increased risk of hypertension,Weight loss,Diarrhoea,a
OIC-074-09-A,Management,What is a condition that has no indication for psychotropic drugs?,Adjustment disorder,Neuropathic pain,Recurrent depressive disorder,Stubborn headaches and migraines,a
OIC-074-26-B,,What is the primary mechanism of action for Modafinil?,Inhibition of dopamine reuptake,Blocking NMDA receptors,Increasing serotonin release,Activating adenosine receptors,b
OIC-332-13-A,,What type of intravenous line should be reserved for trained teams in the management of anaphylactic shock?,IV route,IM route,"No IV or IM route, as this is a medical emergency that requires immediate attention.",Central venous catheter,d
OIC-332-05-A,Positive diagnosis,What is the primary focus of etiological orientation in the initial phase of evaluating a state of shock?,Anamnestic elements,Clinical elements,Both anamnestic and clinical elements are equally important,Etiological investigation is only focused on anamnestic elements,b
OIC-332-11-B,,What is NOT a recommended initial symptomatic measure for cardiogenic shock?,Call the resuscitator for non-rapidly reversible symptoms,"If OAP (acute pulmonary edema): half-seated position, diuretics, +/- non-invasive ventilation, +/- dobutamine","Assess the indication for an inotropic drug: dobutamine, β2 mimetic, +/- noradrenaline",Administer beta-blockers,d
OIC-332-10-B,Management,What is a primary etiology of shock?,Anaphylactic,Cardiogenic,Septic (surgical),Hypovolemic,c
OIC-332-09-A,Management,What is the primary goal of blood transfusion in hemorrhagic shock?,To provide oxygenation,To correct coagulopathy directly,To restore fluid volume through crystalloids before blood transfusion,To rapidly achieve a ratio of 1:1 for packed red cells to fresh frozen plasma,c
OIC-332-07-B,Additional investigations,"What is the purpose of checking Haemostasis tests (Prothrombin Time (PT), Activated Partial Thromboplastin Time (APTT), fibrinogen, ionised calcium) in a patient suspected of experiencing haemorrhagic shock?",To confirm the presence of a blood clot,To assess the severity of the haemorrhage and check for bleeding disorders,To detect underlying infection or inflammation,To determine the patient's blood type,b
OIC-332-02-A,Etiologies,What is the primary cause of cardiogenic shock?,Hypovolemic shock,Pulmonary embolism,Myocarditis,Anaphylactic shock,c
OIC-332-06-B,Additional tests,What type of shock has a primary aetiology that can be characterized through specialist assessments in the intensive care sector?,Anaphylactic,Cardiogenic,Septic,Hypovolaemic,b
OIC-332-08-A,Management,What is the primary initial vascular filling measure in the management of shock?,100 ml/kg crystalloids,500 ml free-flow crystalloids via good-calibre venous access (unless contraindicated),"20 ml/kg in children, max 500 ml",IV vasopressors as needed,b
OIC-332-01-A,Definition,What is a key diagnostic criterion for shock?,Arterial hypotension < 90 mmHg,Lactataemia > 2 mmol/L is not a diagnostic criterion for Shock,Polypnoea > 22 cycles/min and Mottling are clinical signs of shock,"Mismatch between oxygen requirements and supply, leading to cellular energy suffering",d
OIC-332-03-B,Physiopathology,What is the typical cardiac preload profile in hypovolemic shock?,↑,Variable,↓↓,↓,c
OIC-332-12-B,,What is the primary management approach for obstructive shock due to pulmonary embolism?, Administer anticoagulant treatment without considering thrombolysis,Perform curative anticoagulation and use thrombolytics only in transportable patients,Exclude other diagnoses before deciding on anticoagulation or thrombolysis,Use angioscanner for immediate management,b
OIC-332-04-A,Positive diagnosis,"In shock, what is a key clinical point to note?",Tachycardia always accompanies arterial hypotension,Blood pressure may be normal in the initial phase of shock,Tachycardia precedes arterial hypotension in haemorrhagic and hypovolaemic shock,Signs of peripheral hypoperfusion are never observed in shock,c
OIC-127-02-A,Positive diagnosis,What is the primary condition suspected in men over 50 presenting with lower urinary tract symptoms (LUTS)?,Benign prostatic hyperplasia not syndrome,Prostate cancer syndrome,Urethral stricture disorder,Benign prostatic hypertrophy,d
OIC-127-03-A,Identifying the emergency,What is a common acute complication of Benign Prostatic Hypertrophy (BPH) that requires immediate therapeutic management?,Obstruction of urine flow,Severe pain in the rectum and external genitalia,Reduced diuresis or anuria due to renal failure,Painful swelling of the prostate gland,a
OIC-127-07-B,,"In the diagnostic workup for Benign Prostatic Hypertrophy (BPH), which of the following investigations is NOT typically carried out in the absence of bladder repercussions from BPH?",Creatinine Level and Measurement of Glomerular Filtration Rate,Bladder Ultrasound,Suprapubic Ultrasound of the Prostate,Voiding Schedule,c
OIC-127-09-A,,"According to the Association Française d'Urologie, what situation justifies specialist advice for a patient with benign prostatic hypertrophy (BPH)?",Patient over 50 years old and experiencing urinary symptoms,Patient under 50 years old with isolated urgency,Patient with severe obstruction or occurrence of a complication such as acute urine retention,Patient with increased PSA levels only,c
OIC-127-05-A,Positive diagnosis,What is a key clinical investigation for diagnosing Benign Prostatic Hyperplasia (BPH)?,Abdominal ultrasound,EEF score 5/15 assessment,Digital rectal examination to assess prostate volume,Voiding study to examine bladder emptying times,c
OIC-127-01-A,,What percentage of men experience Benign Prostatic Hyperplasia (BPH) by the age of 60?,What percentage of men develop BPH is unknown.,80%,50%,90%,b
OIC-127-04-B,,What is a common chronic complication of Benign Prostatic Hypertrophy (BPH)?,Obstructive renal failure,"Chronic urine retention and stasis lithiasis are both related to BPH, but they do not typically lead to obstructive renal failure.",Groin hernia is a common complication of BPH that requires surgical management,Obstructive renal failure is caused by the direct infiltration of prostate cancer into the kidneys.,a
OIC-127-06-B,Additional tests,What paraclinical investigation is NOT typically used to assess Benign Prostatic Hypertrophy (BPH)?,ECBU,Flowmetry,Post-micturition residue assessment,Higham score,d
OIC-127-08-B,Management,What is the primary mode of action of Alpha-receptor blockers?,Relaxing the smooth muscles in the prostate and bladder neck,Increasing prostate volume,Blocking the conversion of testosterone to dihydrotestosterone,Decreasing PSA levels,a
OIC-190-07-B,Complementary examinations,At what stage should a CBC with blood smear analysis be performed in a child with prolonged fever?,During the first 24 hours of illness,Within the first week of illness (at Day 7),"After the second cycle of complementary examinations (i.e., at the pediatric specialist opinion stage)",Before any antibiotic treatment is started,b
OIC-190-04-A,Etiologies,What are some common causes of prolonged fever in children?,Only bacterial infections like tuberculosis and urinary tract infections,"Viral infections like Epstein Barr virus (EBV) and Cytomegalovirus (CMV), as well as parasites like Toxoplasmosis and malaria","Parasites like malaria, but no viruses are commonly associated with prolonged fever in children",Bacteria are never a cause of prolonged fever in children,b
OIC-190-05-A,Etiologies,What are some common causes of prolonged fever in children?,Primary infections like pneumonia and otitis media,"Cancers, inflammatory or autoimmune diseases, and drug reactions",Only cancers can cause prolonged fever,Infections that spread to the brain or bones,b
OIC-190-02-A,Etiologies,What are the three main categories of causes of prolonged fever?,"Infectious, Genetic, and Hormonal.","Neoplastic, Autoimmune, and Allergic.","Endocrine, Neurological, and Environmental.","Malignant, Inflammatory, and Infectious.",d
OIC-190-03-A,Etiologies,What is the primary reason for performing a complete physical examination in patients with prolonged fever?,To gather additional information about the patient's medical history,To identify signs of endocarditis or pericarditis,To rule out underlying conditions such as tuberculosis or chronic illness,To determine the exact cause of the fever,c
OIC-190-01-A,,"According to the definition, what characterizes a subject with 'no particular medical condition'?",Having a chronic illness,Not being immunocompromised and not hospitalized,Experiencing recurring fever episodes,Having a pre-existing medical condition,b
OIC-190-06-B,Additional examinations,What is typically done as a first-line examination in cases of prolonged fever?,"Chest X-ray, abdominal ultrasound, and cardiac ultrasound","CT scan of the sinuses, dental panoramic, and mammography",Brain MRI and PET scan,Bone scan and CAT scan,a
OIC-312-01-B,Epidemiology,What is the approximate incidence of breast cancer in women in France?,1 in 10,1 in 8 to 10,1 in 6,1 in 5,b
OIC-312-05-A,Positive diagnosis,Who should have a clinical breast examination every year?,Women aged 50 to 74 with no risk factors,Women at high or very high risk,All women from the age of 25,Men over 40,c
OIC-312-04-A,Physiopathology,What is the primary location where breast cancer cells initially develop before spreading?,Lobules,Milk ducts,Bone marrow,Liver,f
OIC-312-02-B,,What is a known risk factor for breast cancer?,Being underweight,Having a high body mass index (BMI),Sedentary lifestyle after menopause,Nulliparity,b
OIC-312-03-B,Physiopathology,What is the mode of transmission of hereditary breast and ovarian cancer syndrome (HBOC)?,Autosomal dominant,Germline mutations in BRCA1/2 genes are autosomal recessive.,X-linked inheritance,Mimicking sporadic cancers,b
OIC-312-06-A,Positive diagnosis,What is the primary purpose of inspecting skin changes on the breast during a clinical examination?,To identify nodules,To diagnose inflammatory breast cancer through nipple appearance and skin texture,"To assess general condition (asthenia, weight loss) through self-exploration",To palpate axillary lymph nodes,b
OIC-312-12-A,Management,What is the primary goal of systemic treatments in the metastatic stage of breast cancer?,To increase patients' survival,To reduce the risk of relapse by destroying distant micro-metastases,To improve quality of life and alleviate symptoms,To treat only the visible tumors,b
OIC-312-11-B,Additional examinations,What is the primary purpose of a Remote Extension Assessment?,To assess for lymph node invasion or large breast lesions,To look for visceral or bone metastases in high-risk patients only,"To determine the extent of potential cancer spread, and to choose between two imaging options: thoracoabdomino-pelvic CT and 18FDG PET-CT",To confirm breast lesions less than 5cm with sentinel lymph node analysis,c
OIC-312-09-B,Additional examinations,The Bi-Rad Classification indicates that which of the following lesions must be biopsied?,Lesions classified as Bi-rads 2 and 3,Lesions classified as Bi-rads 4 and 5 (imaging classification) or Lesions classified as Bi-rads 3 in BRCA mutated patients or those who carry a malignant biopsied lesion.,Only lesions that are visible on mammography,"None, cytology samples can be used for all breast lesions",b
OIC-312-08-A,Additional examinations,Who is not an ideal candidate for first-line screening mammography?,Women between 30 and 40 years of age,Very young women under 30 years of age,Postmenopausal women,Breast cancer survivors with a history of invasive breast cancer,b
OIC-312-10-B,Definition,What is a characteristic of adenofibroma?,it's generally larger than 30 mm in size,it presents as a painful swelling that is fixed to the skin and mammary gland,it has metastatic potential due to cell invasion beyond the basement membrane,it typically occurs in women under 35 years old,a
OIC-263-07-B,Positive diagnosis,What are the two main causes of renal artery stenosis?,"Atheromatous Renal Artery Stenosis is responsible for severe hypertension, while Fibrodysplasia of the Renal Artery causes hypokalemia.",Fibrodysplasia of the Renal Artery occurs in elderly subjects with cardiovascular risk factors and leads to chronic renal failure.,"Atheromatous Renal Artery Stenosis is characterized by deterioration in renal function, while Fibrodysplasia of the Renal Artery causes secondary hyperaldosteronism.",Both atheromatous and fibrodysplastic renal artery stenosis occur in elderly subjects with pre-existing hypertension.,d
OIC-263-04-B,Definition,What is Haemolytic uraemic syndrome (HUS)?,A form of acute renal failure with no connection to diarrhoea.,"A type of anaemia that occurs in response to bloody diarrhoea, leading to acute renal failure.",An acute myelosuppression syndrome associated with acute renal failure and typically caused by Shigatoxin-secreting enterobacteria.,An infection caused by E. Coli or Shigella that leads to anaemia but not acute renal failure.,c
OIC-263-10-B,Positive diagnosis,What is the main characteristic of renal infarction that distinguishes it from benign nephroangiosclerosis?,The presence of haematuria and proteinuria,The progressive nature and association with cardiovascular risk factors,The acute onset and severe symptoms,The absence of inflammatory signs and kidney size normalization,c
OIC-263-05-B,Positive diagnosis,What are the primary characteristics of typical HUS?,"Acute renal failure, immune thrombocytopenia, and anaemia","Haemolytic anaemia, acute kidney injury, and increased platelet count","Thrombotic microangiopathy, haemoglobinuria, and abdominal pain","Acute renal failure, thrombocytopenia, and normal platelet count",a
OIC-263-03-B,Etiologies,What is a common cause of Thrombotic Microangiopathy (MAT) Syndrome?,Viral infections like HIV and influenza,Genetic mutations in the complement proteins,Cancer and dysimmune diseases,Typical bacterial infections producing Shiga-like toxins.,d
OIC-263-02-A,Definition,What is the core definition of Thrombotic Microangiopathy Syndrome (MAT syndrome)?,A blood disorder that causes anemia and low platelet counts.,"A condition characterized by hemolytic anemia, thrombocytopenia, and associated organ dysfunction.",A rare lung disease caused by abnormal haptoglobin levels.,An autoimmune disorder affecting the blood vessels only.,b
OIC-263-08-B,Positive diagnosis,What is the primary interest of Renal Artery Doppler in diagnosing renal artery stenosis?,Visualizing calcifications,Flow analysis and measurement of resistance indexes,Direct visualization of renal arteries without iodinated contrast,Assessing kidney size asymmetry,b
OIC-263-06-A,Positive diagnosis,What is the most common demographic characteristic associated with atheromatous renal artery stenosis?,Female > 40 years,Male < 25 years,"Male > 45 years, female > 40 years",Women < 30 years,c
OIC-263-09-A,Definition,What is the primary cause of acute occlusion of a renal artery or its branches?,An abnormality in the vascular wall,Chronic high blood pressure causing fibrous endarteritis,Atrial fibrillation or valvulopathy leading to arterial embolism,Atherosclerosis causing cholesterol crystal emboli disease,c
OIC-263-01-A,Definition,What type of vascular nephropathy involves the large vessels?,Nephroangiosclerosis,Macroscopic periarteritis nodosa,"Acute occlusion of one or more renal arteries, causing renal infarction",Renal artery stenosis,d
OIC-134-07-A,Positive diagnosis,What is the primary function of nociceptive pain?,To provide information about an injury or threat to tissue integrity,"To mask other types of pain, such as neuropathic pain",To create chronic joint damage and arthritis flare-ups,To prevent traumatic and intra-operative pain,a
OIC-134-10-A,Positive diagnosis,"In elderly patients with chronic pain, what is the primary consideration before prescribing analgesics?",Renal function monitoring,Adverse effects and contraindications due to comorbidities and polymedication,Cognitive and emotional state of the patient,Reducing multi-medication,b
OIC-134-01-A,Definition,"According to the WHO definition of pain, what is the primary way that pain is expressed?",Only through verbal description,Through physical signs and symptoms only,Through both verbal description and non-verbal cues such as facial expressions and body language,"Not at all, pain can be completely internal",c
OIC-134-09-A,Positive diagnosis,What are the main types of cancer pain?,Only nociceptive,Only neuropathic,"Nociceptive, neuropathic, mixed (neuropathic and nociceptive), and nociplastic",Only bone-related pain,c
OIC-134-02-B,Physiopathology,What type of pain is characterized by the absence of an identifiable lesion and is often linked to alterations in pain control and modulation systems?,Nociceptive Pain,Neuropathic Pain,Nociplastic (or Dysfunctional) Pain,Visceral Pain,c
OIC-134-06-A,Positive diagnosis,"When assessing a patient's pain, what is the importance of using the same scale for the same patient unless there are changes in cognitive ability?",The same scale should be used for each painful site,It is compulsory to use the same scale for the same patient unless there are changes in cognitive ability,This principle does not apply when using a behavioral scale for hetero-assessment,The scales can be changed at any time based on the healthcare professional's discretion,b
OIC-134-08-A,Positive diagnosis,What are the main characteristics of neuropathic pain?,Continuous spontaneous pain and paroxysmal pain,"Located only on one side of the body, with no association to hypoesthesia or allodynia","Associated with motor deficit, reflex abnormality, and spasticity",Requires additional tests for diagnosis,a
OIC-134-11-A,Positive diagnosis,What is the main pathophysiological mechanism underlying non-disciplinary pain syndromes such as fibromyalgia?,A tissue lesion activating nociceptors or a disease affecting the somato-sensory system,"An alteration in pain control and modulation systems, with a reduction in inhibitory mechanisms and/or an increase in facilitatory mechanisms","A central neurological disorder of the pain pathways, caused by physical or psychological trauma on a pre-existing genetic or psychological background",A defect in the nervous system's ability to detect painful stimuli,b
OIC-134-04-A,Positive diagnosis,What is the primary objective of assessing acute pain?,"To evaluate the efficacy, tolerance, and compliance with analgesic treatment",To diagnose and treat the underlying cause of the pain,"To assess the intensity of pain using validated scales such as EN 0-10 oral or visual and VAS: pain intensity mild if <4, moderate between 4 and 6, severe if > 6",To determine the patient's level of anxiety and depression,c
OIC-134-03-A,,The primary objective in assessing chronic pain is:,"To evaluate the efficacy, tolerance, and compliance with analgesic treatment",To conduct a thorough interview and assessment to identify etiological factors and develop symptomatic treatment plans,To use validated self-assessment scales for communicating patients only,To record pain intensity on a 0-10 scale without considering the patient's overall condition,b
OIC-134-05-B,,What proportion of patients who undergo surgery experience painful after-effects?,Less than 10%,Almost 1 in 5,More than 60%,More than 90%,c
OIC-109-07-B,Etiologies,What is the primary cause of secondary astasia-abasia?,Psychogenic factors are the main contributors to secondary astasia-abasia.,Apraxia of walking or frontal ataxia are the most common causes of secondary astasia-abasia.,"Secondary astasia-abasia is primarily caused by an underlying psychological condition, such as depression or anxiety disorders.",Secondary astasia-abasia occurs in individuals with neurological disorders affecting motor control and coordination.,b
OIC-109-03-B,Positive diagnosis,Which of the following balance tests assesses a patient's ability to walk safely in an open space?,Berg Equilibrium Scale,6-Minute Walk Test,Romberg test,Get Up and Go test,c
OIC-109-06-A,Definition,What is Abasia Astasia?,Fear of falling,Panic fear of walking and clinging to support for balance,Condition characterized by a lack of motivation to walk,Psychological disorder related to mobility,b
OIC-109-10-B,Etiologies,What is characteristic of a gait disorder in patients with a conversive (psychogenic) origin?,A slow and labored walking pattern,A 'bouncing' or robotic-looking gait,An inconsistent gait pattern that worsens with stress,A gait disorder with a predictable onset and consistent progression,b
OIC-109-08-B,Etiologies,What is a common cause of a waddling gait?,Muscle cramping in the trunk and head,Muscle weakness in the roots of the lower limbs and pelvic girdle,Neurological disorders affecting the brain and spinal cord,Orthopedic conditions such as scoliosis or spina bifida,b
OIC-109-05-A,Positive diagnosis,What type of lameness is supported by clinical and video evidence?,Running,Crouching,Swinging,Hopping,d
OIC-109-01-A,Positive diagnosis,"When interviewing a patient with a gait disorder, what information is MOST important to assess?",Medications they are currently taking,Their cognitive abilities and daily activities,The severity of their falls or near-falls in everyday life,"Only the type of main complaint (pain, weakness, instability)",c
OIC-109-09-A,Etiologies,What is a characteristic of Post-Fall Syndrome when standing?,Gait is heel-toe walking,Heeling gait with widening support polygon and bending knees,Patient takes long strides to compensate for loss of balance,Increased risk of tripping due to altered muscle tone,b
OIC-109-13-A,Complementary examinations,"What is a complementary examination to imaging in the presence of a walking or balance disorder, besides injection-free brain scans?",Hypoglycemia,ECG,PR for pulmonary embolism,Blood gas analysis,a
OIC-109-02-A,,"When examining a patient with a gait disorder, what is the best way to assess their balance?",Testing balance while wearing shoes and with full coverage of lower limbs,Assessing balance by having the patient walk in tandem without support or assistance,"Evaluating balance while the patient has eyes closed, standing bipedally on one foot",Examining balance during a transfer from a wheelchair to a bed,c
OIC-109-04-A,Positive diagnosis,"Which type of gait disorder is characterized by a hemiplegic effect resulting in mowing, where the homolateral upper limb is fixed in adduction?",Walking Disorder of Ataxic Origin - Cerebellar ataxia,Gait Disorder of Central Origin due to cerebrovascular accident sequelae,Peripheral Gait Disorder affecting the extremities (steppage),Dystonia with pseudo-stepping and painful varus equinus foot,b
OIC-109-12-A,Complementary examinations,"When determining whether to perform imaging for a patient with gait and balance disorders, what is one specific symptom that would warrant an urgent cerebral MRI with diffusion sequence?",Chronic subdural hematoma,Acute ischemic stroke,Chronic hydrocephalus in adults,Parkinsonian syndromes plus,b
OIC-351-06-A,Positive diagnosis,What is the main cause of acute delirium?,Depressive symptoms,Sepsis,"Non-psychiatric pathologies, intoxication or withdrawal of a psychoactive substance",Manic symptoms,c
OIC-351-04-A,,What is a common cause of agitation in older adults?,Acute intoxication with cannabis,Stroke or subdural haematoma,Hyperthyroidism as an endocrinopathy,Hypoglycaemia as a metabolic disorder,b
OIC-351-02-A,Definition,What are the key characteristics of delusions and hallucinations?,"Delusions involve altered perceptions, while hallucinations involve impaired judgment.","Delusions are shared by a socio-cultural group, whereas hallucinations occur only in individuals with mental illness.","Delusional ideas involve the presence of an object, whereas hallucinations lack sensory input.","Both delusions and hallucinations result from a loss of contact with reality, characterized by altered content of thought.",d
OIC-351-11-A,Management,A patient requires physical restraint due to severe agitation. What should be done in addition to the restraint?,Immediately sedate the patient with a short-acting benzodiazepine,"Ensure clear and repeated information on the objectives of the restraint, its duration, and regular monitoring of vitals",Administer antipsychotics before applying physical restraint,Ignore the patient's agitation and hope it resolves on its own,b
OIC-351-10-A,Management,What is the primary purpose of conducting a cerebral imaging in the context of agitation and acute delirium?,To assess for potential intracranial hemorrhage,To evaluate for cardiac conditions such as long QT syndrome,To investigate for thyroid disorders,To rule out chronic gout as a cause of agitation,a
