id,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-099-14-A,Management,What is the primary goal of background treatment for migraines?,To relieve individual attacks immediately,To reduce headache days by 50% or 30%,To provide long-term medication management only,To treat rebound headaches and residual seizures,b
OIC-242-13-B,Management,What is a key consideration when treating hyperthyroidism?,Treatment should always be done on an outpatient basis.,Treatment can only be done on an outpatient basis if there are no emergency situations requiring hospitalization.,Treatment may require hospitalization for rare emergency situations such as acute thyrotoxic crisis or malignant orbitopathy.,Hospitalization is never necessary for treating hyperthyroidism.,c
OIC-242-07-B,Positive diagnosis,What is a non-specific biological sign of Graves' disease?,High cholesterol levels,Elevated liver enzymes and leukocyte neutropenia,Low triglycerides and discreet hyperglycaemia,High TSH receptor antibody titre,c
OIC-242-12-B,Positive diagnosis,How do amiodarone-based drugs cause thyrotoxicosis?,By releasing pre-existing thyroid hormones,Through the inhibition of T4 deiodase,By inducing a prolonged saturation of the thyroid with iodine,By directly stimulating the thyroid gland,c
OIC-242-02-B,Epidemiology,What is the estimated range of prevalence of hyperthyroidism worldwide?,0.5%–1.2%,1%–2.5%,0.2%–1.9%,10%–3%,c
OIC-242-03-A,Positive diagnosis,What is a common ophthalmological sign associated with Graves' disease in adults?,Tremors,"Diarrhea,","Muscular weakness leading to muscular fatigability, ","Retraction of the upper eyelid uncovering the iris,",d
OIC-242-05-B,Positive diagnosis,What is a possible complication of Dysthyroid Ophthalmopathy?,Corneal damage due to dry eye,Blindness caused by optic nerve compression,Muscle weakness leading to facial asymmetry,Vision loss from glaucoma,b
OIC-242-08-B,,What is a key role of thyroid scintigraphy in diagnosing hyperthyroidism?,To rule out thyroid cancer,To confirm the presence of a goiter,To determine if the hyperthyroidism is due to Graves' disease or another cause,To assess thyroid function through hormone levels,c
OIC-242-10-A,Positive diagnosis,What is the primary diagnostic criterion for Graves' disease when orbitopathy is absent?,High levels of anti-TSH receptor antibodies,Presence of hyperthyroidism without high TSH receptor antibody levels,Thyroid ultrasound-doppler showing hypoechoic gland with hypervascularisation,Thyroid scintigraphy demonstrating diffuse and homogeneous hyperfixation,b
OIC-242-11-A,Positive diagnosis,What type of nodule is typically associated with hyperthyroidism in the elderly?,Toxic adenoma,Toxic multinodular goitre,Thyroiditis-related nodule,Nontoxic adenoma,a
OIC-242-01-A,Definition,What is the main difference between hyperthyroidism and thyrotoxicosis?,Hyperthyroidism refers only to a problem with the thyroid gland's production of hormones.,"Thyrotoxicosis describes the symptoms caused by excess thyroid hormones in target tissues, regardless of the cause.","Hyperthyroidism is a disease that can be treated with medication, while thyrotoxicosis has no cure.",Thyrotoxicosis only occurs when the thyroid gland produces too many hormones.,b
OIC-242-09-A,Etiologies,What is the most common etiology of hyperthyroidism in young women?,Toxic multinodular goitre,Graves' disease (autoimmune),Toxic adenoma,Subclinical hypothyroidism,b
OIC-242-04-A,Identification of the emergency,What is a characteristic of an acute thyrotoxic crisis?,It occurs frequently in the general population with hyperthyroidism.,It is typically triggered by thyroid medications.,It can cause life-threatening cardiovascular and neuropsychological disorders.,It only affects patients who have undergone radioactive iodine treatment.,c
OIC-242-06-A,Positive diagnosis,"In cases of peripheral hyperthyroidism, what happens to the TSH level?",It always rises.,It remains unchanged.,It is suppressed,It collapses.,d
OIC-070-03-B,,What percentage of patients with Alzheimer's disease or other dementias exhibit negative symptomatology?,20%,50%,80%,90%,b
OIC-070-10-B,Management,"When prescribing psychotropic drugs to elderly patients, what should be the initial dose for antipsychotics?",Double the standard adult dose,Start at half the dose of a young adult,Increase by 50% over a short period,Use the maximum allowed dose,b
OIC-070-02-B,Epidemiology,What is a characteristic of mood disorders in individuals over 65?,Affecting more than 10% of the population,"Being extremely rare, occurring less than 1% of the time",Including depressive episodes that are frequent (1 to 4%),Being a leading cause of death among elderly individuals,c
OIC-070-07-B,Positive diagnosis,"When diagnosing a psychiatric disorder in an elderly individual, what should be eliminated from the differential diagnosis?",Mood disorders with psychotic features,Non-psychiatric medical pathologies such as neurological and cardiovascular disorders,Psychobehavioural symptoms of dementia,All of the above,a
OIC-070-09-A,Management,"When prescribing anxiolytics and hypnotics to elderly patients, what should be considered?",Polymedication and frequent drug interactions,Short half-life molecules for extended treatment periods,Benzodiazepine-like hypnotics for chronic insomnia,Long-term use without monitoring tolerance,a
OIC-070-05-A,Positive diagnosis,What type of depressive episode in the elderly is characterized by non-psychiatric symptoms such as complaints of pain and gastrointestinal problems?,Atypical depression,Characterized depressive episode,Schizophrenia,Mood disorder,a
OIC-070-06-A,Positive diagnosis,What is the primary goal of assessing psycho-behavioural symptoms (BPSD) in elderly dementia patients?,Only to identify the type of BPSD,To determine the cause of BPSD through aetiological investigation,To assess the severity and impact of BPSD on the patient's daily life,To provide a general medical examination for the patient,c
OIC-070-01-A,Definition,What is the primary focus of psychiatry in the elderly?,Diagnosing mental health issues only after age 65,"Assessing and treating all types of psychiatric disorders in older adults, regardless of age at onset",Only focusing on dementia-related symptoms,Providing general medical treatment for elderly patients without addressing mental health concerns,b
OIC-070-08-B,Additional examinations,What is a key aspect of clinical assessment in elderly patients with psychiatric disorders?,Focusing solely on psychiatric symptoms,Assessing for non-psychiatric co-morbidities such as pain and cardiovascular pathologies,Using only laboratory tests to diagnose conditions,Ruling out medical conditions before addressing psychiatric concerns,b
OIC-070-04-B,Epidemiology,"In elderly patients, what is the primary treatment approach for mood disorders?",Serotonin-norepinephrine reuptake inhibitors (SNRIs),Thymoregulators,Second-generation antipsychotics,Monoamine oxidase inhibitors (MAOIs),b
OIC-124-02-B,Epidemiology,What is the approximate median age range for natural menopause in the European population?,48-49,50-51.5,52-53,55-56,b
OIC-124-01-A,Definition,What is the defining characteristic of menopause?,A 12-month period of amenorrhoea,"The presence of hot flushes, vaginal dryness, and night sweats",The permanent cessation of menstruation resulting from a loss of ovarian follicular activity,A woman being over the age of 45,c
OIC-124-09-B,,What is the primary purpose of Menopausal Hormone Therapy (MHT) in treating menopause?,To treat breast cancer,To correct functional symptoms and prevent long-term tissue consequences of estrogen deficiency,To improve cardiovascular health through oral estrogens,To induce labor in postmenopausal women,b
OIC-124-16-B,,What happens to testosterone secretion by Leydig cells during aging?,Increases,Decreases due to a reduction in steroidogenesis overall,Remains unchanged,Is increased by GnRH secretion,b
OIC-124-06-B,Positive diagnosis,What is a key difference between typical hot flushes and atypical hot flushes?,Typical hot flushes occur only during the day,Atypical hot flushes are associated with other functional signs such as headaches or malaise,Typical hot flushes can be triggered by low temperatures,Hot flushes only affect women who have not gone through menopause,b
OIC-124-08-B,,What is the primary effect of estrogen deficiency on bone density during menopause?,Osteoblastic activity increases,Bone remodeling slows down,"Estrogen deficiency causes osteoclastic hyperactivity, leading to accelerated bone loss",Bone mineral density remains unchanged,c
OIC-124-04-A,Positive diagnosis,What are the primary criteria used for a positive diagnosis of menopause in its typical form?,"Age over 40, amenorrhea for more than 2 years, and symptoms such as hot flashes","Amenorrhea for at least 12 months around age 50, associated with climacteric symptoms","Elevated FSH levels above 30 IU/ml and estradiol below 10-20 pg/ml, confirmed by hormonal contraception use","Hysterectomy, presence of menopause symptoms, and patient's age over 60",b
OIC-124-12-B,Management,"In natural menopause, what is the recommended age limit for starting HRT to minimize the risk of breast cancer?",More than 10 years after menopause,Between 5-7 years before menopause,At least 12 days a month with progestin,After the theoretical age of physiological menopause,d
OIC-124-07-A,Positive diagnosis,What is the primary symptom directly attributable to estrogen deficiency in menopause?,Vulvovaginal dryness,Night sweats,Weight gain,"Arthralgia, myalgia",a
OIC-124-05-A,Positive diagnosis,What is the primary cause of climacteric symptoms in women?,Hormonal imbalance,Estrogen deficiency,Low testosterone levels,Adrenal gland dysfunction,b
OIC-124-11-B,,What is a common reason for choosing a non-oral route of administration for Hormone Replacement Therapy (HRT)?,To improve oral health,For women with high blood pressure or venous thrombo-embolic risk factors,To enhance fertility in menopausal women,To reduce the risk of osteoporosis,b
OIC-124-18-B,,What is a common differential diagnosis for age-related androgen deficiency?,Pituitary adenoma,Haemochromatosis,Natural ageing,Thyroid pathology,c
OIC-124-13-B,Management,What dietary measure is most relevant for menopausal women to reduce the risk of osteoporosis?,Increase protein consumption,Avoid excessive sugar intake,Ensure adequate calcium and vitamin D intake,Reduce fat content in meals,c
OIC-124-10-B,,What additional examination should be limited before prescribing HRT to post-menopausal women?,Bone densitometry,Utero-ovarian ultrasound,Lipid profile analysis,Mammogram,d
OIC-124-15-A,Definition,What term should be used to describe age-related testosterone deficiency?,Andropause,Age-related hormone deficiency,Testosterone decline syndrome,Late-onset hypogonadism,d
OIC-124-03-B,,What is the primary criterion used to diagnose premature ovarian failure (POI)?,<25 IU/l,> 25 IU/l,FSH <20 pg/ml,Estradiol >20 pg/ml,b
OIC-124-19-B,Physiopathology,What are some notable long-term effects of untreated age-related androgen deficiency?,Reduced bone density leading to osteoporosis,Increased risk of cardiovascular disease due to high cholesterol levels,"Muscle wasting and weakness, potentially leading to a decrease in quality of life",Enhanced libido and erectile function due to increased testosterone levels,a
OIC-124-17-A,Positive diagnosis,What is the primary indicator used to diagnose andropause from a clinical point of view?,The Higham score,"Obesity, metabolic syndrome, and increased visceral fat.",ADAM Score,Biochemical deficiency defined by total testosterone < 2.3 ng/ml,c
OIC-124-14-A,Positive diagnosis,A postmenopausal woman presents with abnormal uterine bleeding. What should be done first?,Perform diagnostic hysteroscopy immediately.,Conduct a pelvic ultrasound to measure the thickness of the endometrium and look for risk factors for endometrial cancer.,Carry out an endometrial biopsy using the Cornier pipelle if the patient has taken HRT or tamoxifen treatment in the past year.,Perform a clinical examination to rule out vaginal or cervical causes.,b
OIC-074-01-A,Definition,What is the definition of psychotropic drugs?,Chemical substances that affect only one part of the brain,All chemical substances of natural or artificial origin which have a psychological effect on mental activity,Only medications used to treat anxiety disorders,Prescription-only treatments for depression,b
OIC-074-24-A,Definition,Which of the following is a type of psychostimulant commonly used therapeutically in France?,Amphetamine,Non-amphetamine psychostimulants,Stimulants,Cocaine,b
OIC-074-03-A,Definition,What is the main difference between first-generation and second-generation antipsychotics?,First-generation antipsychotics have a better neurological safety profile than second-generation antipsychotics.,Second-generation antipsychotics are more likely to cause extrapyramidal syndrome than first-generation antipsychotics.,First-generation antipsychotics have a higher risk of adverse metabolic effects than second-generation antipsychotics.,The main difference between the two generations is their effectiveness in treating schizophrenia.,c
OIC-074-04-B,Management,Which of the following is NOT an indication for antipsychotic medication?,Severe manic episode with or without psychotic symptoms,Bipolar depressive episode (quetiapine only),Short-term symptomatic treatment of anxiety in adults when standard sedative treatments such as cyamemazine fail,Antipsychotics are effective for treating insomnia,d
OIC-074-11-A,,What is a common side effect of psychotropic drugs that is dose-dependent and typically transient?,Persistent sexual disorders,Manic mood swings in the elderly,"Digestive effects, tremors, etc.",Suicidal ideation in patients over 24,c
OIC-074-19-A,Management,What is the recommended duration for prescribing hypnotics?,4 weeks,1 month,6 months,as needed,a
OIC-074-13-A,Management,What is a main indication for benzodiazepine anxiolytics in elderly patients?,Treatment of severe depression,Preventive treatment for alcohol withdrawal: prevention of withdrawal syndrome (delirium tremens),Neuropathic pain management,Generalized anxiety disorder treatment,b
OIC-074-02-B,Epidemiology,"According to the health barometer, what percentage of people aged 80 and over in France take anxiolytics?",6%,10%,15%,25%,d
OIC-074-18-A,Management,What is an indication for the use of hypnotics?,Chronic insomnia,Acute transient insomnia,Sleep apnea syndrome,Genetic intolerance to galactose,b
OIC-074-20-A,Management,What is a potential risk of stopping zopiclone or zolpidem?,Physical dependence,"Pharmacological tolerance and use disorders can occur with long-term use, but this is not a risk when stopped.",Only benzodiazepines can lead to rebound anxiety when stopped.,These medications can cause physical dependence.,b
OIC-074-12-A,Definition,What is the primary chemical class among anxiolytics?,Azapirones,Benzodiazepines,H1 Antihistamine,β-blockers,b
OIC-074-14-A,Management,"When prescribing anxiolytics for elderly patients, what should be done to minimize the risk of dependence?",Gradually discontinue over several weeks,Implement drug replacement therapy immediately after discontinuing benzodiazepines,Prescribe at higher doses than recommended,Stop treatment abruptly without reassessment and support measures,a
OIC-074-22-B,Management,What is the primary indication for valproate in bipolar disorder?,Lithium,Carbamazepine,Valpromide,Bipolar disorder,d
OIC-074-07-A,Emergency identification,"In emergency situations where a patient is experiencing agitation or suicidal crisis, what route of administration is preferred?",Intramuscularly,Oral treatment if possible,Both intramuscular and oral treatments are equally effective in emergency situations,Parenteral administration only,b
OIC-074-15-A,Management,What is a potential consequence of combining benzodiazepines with alcohol?,Increased risk of QT prolongation,Respiratory depression,Potentiation of sedative effects and increased risk of paradoxical reactions,Reduced risk of anxiety,c
OIC-074-10-B,Management,"When treating a patient with an anxiety disorder and a depressive episode, what type of antidepressant should be chosen?",An SRI or SNRI,A tricyclic antidepressant like imipramine,An antidepressant specifically approved for both disorders,Any antidepressant with marketing authorization for the anxiety disorder,a
OIC-074-17-A,Definition,What is the primary effect of hypnotics?,To induce anxiety,To cause alertness,Induce sleep or a state close to physiological sleep,To increase appetite,c
OIC-074-16-A,Management,What is the preferred route of administration for benzodiazepines in emergency situations?,Intramuscular (IM) injection,"Oral administration, but only in cases of severe alcohol withdrawal syndrome",Intravenous (IV) administration only for major agitation,All of the above are equally effective routes,b
OIC-074-05-B,Management,What is a key consideration when choosing an antipsychotic medication?,Only consider second-generation antipsychotics as first-line treatment.,"Choose the drug with the fewest side effects, regardless of prior treatment response or patient preferences.",Combine two QT-prolonging drugs to maximize efficacy and minimize side effects.,Use the minimum effective dose of a single antipsychotic medication to minimize side effects.,d
OIC-074-21-A,Definition,What is the primary clinical action of thymoregulators?,To increase the frequency and duration of manic episodes,To regulate mood swings in bipolar disorder patients,To treat anxiety disorders by reducing stress levels,"To reduce the frequency, duration, and intensity of thymic episodes (manic and depressive)",d
OIC-074-25-B,Management,What is a main indication for prescribing methylphenidate?,Adults with narcolepsy,Attention deficit disorder in children over 6 years of age and ADHD in adults,Treatment of high blood pressure,Sleep disorders,b
OIC-074-08-A,Definition,What is the primary classification method for antidepressants?,Pharmacological potency,Genetic predisposition,Supposed mechanism of action,Clinical efficacy,c
OIC-074-06-B,Management,What is a common adverse reaction associated with the use of psychotropic drugs?,Increased heart rate,Excessive sweating and rigidity,Weight loss and allergy,Low blood pressure,b
OIC-074-23-B,Management,Which of the following is a common adverse reaction to Lithium?,Trembling,Confusion,Anaphylaxis,Cholecystitis,a
OIC-074-09-A,Management,What is a correct indication for the use of psychotropic drugs?, Adjustment disorder, Neuropathic pain, Recurrent depressive disorder, Known hypersensitivity to antidepressants,c
OIC-074-26-B,,What is a common side effect of prescribing modafinil?,Ciclosporin,Nausea,Headaches and tics,Urticaria or angioedema,c
OIC-332-13-A,,What is the recommended location for administering intramuscular (IM) adrenaline in anaphylactic shock?,Anterior surface of the middle third of the thigh,Lateral surface of the middle third of the thigh,Posterior surface of the middle third of the thigh,Medial surface of the middle third of the thigh,b
OIC-332-05-A,Positive diagnosis,What is the primary focus of etiological orientation in the initial phase of evaluating a state of shock?,Laboratory tests,Anamnestic and clinical elements,Imaging studies,Pathological examination,b
OIC-332-11-B,,What is NOT a recommended initial symptomatic measure for cardiogenic shock?,"Administering nitrates, calcium antagonists, or beta-blockers",Using half-seated position to help with acute pulmonary edema,Prescribing dobutamine for isolated right heart failure,Performing thrombolysis in the case of a pulmonary embolism,a
OIC-332-10-B,Management,What are the main etiologies of shock?,"Hypertensive, cardiogenic, anaphylactic","Septic (item 158), hypovolemic, cardiogenic","Anaphylactic, septic, hypertensive","Cardiogenic, septic, anaphylactic",b
OIC-332-09-A,Management,What is the primary goal of initial symptomatic measures in managing haemorrhagic shock?,To correct coagulopathy,To stabilize blood pressure through vasopressors,To restore vascular filling with crystalloids and packed red blood cells,To perform endoscopy to control bleeding,c
OIC-332-07-B,Additional investigations,What is the primary aim of biological tests in investigating haemorrhagic shock?,To diagnose sepsis,To confirm haemorrhage and quantify blood loss,To assess cardiovascular function,To determine the cause of anaemia,b
OIC-332-02-A,Etiologies,What is a main etiology of cardiogenic shock?,Hemorrhage,Myocardial infarction,Pulmonary embolism,Septic shock,b
OIC-332-06-B,Additional tests,What type of shock is characterized by a hypovolaemic state?,Anaphylactic,Cardiogenic,Septic,Hypovolaemic,d
OIC-332-08-A,Management,What is the primary action to take when managing a state of shock?,Administer oxygen therapy,Apply a tourniquet or compression on bleeding sites immediately,Assess and manage circulation first,Call for help from colleagues and the resuscitator before taking any other action,d
OIC-332-01-A,Definition,What defines shock physiopathologically?,Oxygen debt and cellular energy suffering,Organ failure due to circulatory insufficiency,"Mismatch between oxygen requirements and supply, plus organ failure",Arterial hypotension alone,a
OIC-332-03-B,Physiopathology,What is the main haemodynamic profile of distributive shock?,"Decreased cardiac output, increased preload, decreased afterload","Variable cardiac output, decreased preload, decreased afterload","Increased cardiac output, decreased preload, increased afterload","Decreased cardiac output, increased preload, increased afterload",b
OIC-332-12-B,,What is the primary management approach for obstructive shock caused by pulmonary embolism?,Immediate thrombolysis without anticoagulation,Anticoagulant treatment with curative thrombolysis in transportable patients,"No treatment, as it may be a non-transportable condition",Exsufflation if the patient is in shock,b
OIC-332-04-A,Positive diagnosis,What is a defining characteristic of shock that may not be immediately apparent from blood pressure readings?,Blood pressure will always be low in cases of shock.,"Blood pressure can be normal initially, even with cellular damage present.",Tachycardia will always occur before arterial hypotension.,Signs of peripheral hypoperfusion are only visible on the face.,b
OIC-127-02-A,Positive diagnosis,What is a key factor in making a positive diagnosis of benign prostatic hypertrophy (BPH)?,The presence of haematuria.,The absence of other potential causes for lower urinary tract symptoms.,A history of urethritis and trauma to the urethra.,Diabetes mellitus as a risk factor for urethral stricture.,b
OIC-127-03-A,Identifying the emergency,What is the immediate therapeutic management for suspected Acute Urinary Retention in Benign Prostatic Hypertrophy (BPH)?,Alpha-blocker treatment should be started immediately.,"Urgent urine diversion through bladder catheterisation or suprapubic catheterisation is required, but alpha-blockers can wait.",Surgical management should be performed before starting any medical treatment.,Hospitalization for urinary tract infection is the priority over treating Acute Urinary Retention.,a
OIC-127-07-B,,What type of ultrasound is used to assess prostatic volume?,Renal Ultrasound,Bladder Ultrasound,Suprapubic Ultrasound of the Prostate,Urethro-cystoscopy,c
OIC-127-09-A,,A 65-year-old man presents with urinary frequency and nocturia. What is the most appropriate situation to seek specialist advice for benign prostatic hypertrophy (BPH)?,He has a family history of BPH,His PSA level is elevated at 15 ng/mL,He experiences severe urinary obstruction and acute urine retention,He is taking anticholinergic medication for his symptoms,c
OIC-127-05-A,Positive diagnosis,What is the primary purpose of a clinical investigation for diagnosing benign prostatic hyperplasia (BPH)?,To check for signs of acute kidney failure.,"To evaluate symptoms and perform a digital rectal examination to assess prostate size and check for cancer, pain, and other abnormalities.",To measure the prostate's volume using imaging techniques only.,To diagnose urinary tract infections.,b
OIC-127-01-A,,At what age does benign prostatic hypertrophy typically start developing?,Age 30,Age 60,After age 70,"Never, as it's an acute condition",a
OIC-127-04-B,,What is the primary consequence of chronic urine retention in Benign Prostatic Hypertrophy (BPH)?,Obstructive renal failure,Overflow micturition with urine leakage due to bladder emptying,Stasis lithiasis and urinary tract infections,Groin hernia resulting from chronic abdominal thrusts,b
OIC-127-06-B,Additional tests,What is the primary purpose of flowmetry in assessing Benign Prostatic Hypertrophy (BPH)?,To measure urine volume,To identify urinary disorders and incontinence in adults and the elderly by assessing maximum flow rate and curve shape,To diagnose haematuria and urinary tract infections using ECBU,To assess menorrhagia severity using the Higham score,b
OIC-127-08-B,Management,What is the recommended treatment approach for patients with uncomplicated Benign Prostatic Hypertrophy (BPH) and minimal or moderate symptoms?,Pharmacological treatments with alpha-receptor blockers,Ablative treatments such as transurethral resection of the prostate (TURP),Surgical treatment to relieve BPH obstruction in patients with complicated BPH,Hygienic dietary advice and abstention-surveillance for all patients with BPH,a
OIC-190-07-B,Complementary examinations,What is the primary purpose of performing blood cultures (x3) before any antibiotic treatment in the case of a prolonged fever?,To detect and treat bacterial infections,To rule out viral causes of fever,To monitor the patient's response to treatment,To assess the patient's nutritional status,a
OIC-190-04-A,Etiologies,What are the main infections responsible for prolonged fever in children?,"Viral: EBV, CMV","Bacterial: Tuberculosis, urinary tract infections, Bartonellosis (systemic form more common than in adults)",Rarer Infections include HIV and Mycobacterial infections excluding tuberculosis,"Parasites: Toxoplasmosis, malaria (recurrence)",b
OIC-190-05-A,Etiologies,What is a common cause of prolonged fever in children?,Auto-inflammatory syndromes,Neuroblastoma and lymphoma,Crohn's disease (in older children),"Cancer, primarily haemopathy",d
OIC-190-02-A,Etiologies,What are the three main categories of causes of prolonged fever?,"Infectious, Genetic, and Non-infectious","Neoplastic, Autoimmune, and Inflammatory","Viral, Tumor-related, and Hormonal Disruptions","Bacterial, Cancerous, and Immune System Disorders",b
OIC-190-03-A,Etiologies,What is the primary purpose of a thorough physical examination in the investigation of prolonged fever?,To gather specific information about the patient's medical history,To assess the presence of signs that suggest an underlying infection or illness,To confirm the diagnosis through laboratory tests only,"To determine the cause of the fever, which is usually related to the immune system",b
OIC-190-01-A,,What defines a 'classic' prolonged fever?,A temperature ≥ 38.3°C on several occasions for at least 3 days in hospital.,A temperature ≥ 38.3°C on several occasions for ≥ 3 weeks without diagnosis after three consultations.,"No cause identified after appropriate investigations carried out during three days in hospital or after three consultations, regardless of the patient's medical condition.",A non-temperature related symptom (e.g. headache) on several occasions for at least 3 weeks without diagnosis.,b
OIC-190-06-B,Additional examinations,"In cases of prolonged fever, what is an appropriate second-line imaging examination?",Chest X-ray,Brain MRI,Bone scan,Dental panoramic,b
OIC-312-01-B,Epidemiology,"According to the information, what is the approximate median age at diagnosis of breast cancer in France?",55,61,67,72,b
OIC-312-05-A,Positive diagnosis,What is recommended for annual breast cancer screening for all women?,Every 2 years,Clinical breast examination by a health professional every year from the age of 25.,Mammography and ultrasound at high risk level,Breast MRI only,b
OIC-312-04-A,Physiopathology,Where does breast cancer typically arise from?,The breast's connective tissue,The lobules and milk ducts,The lymph nodes of the axillary fossa,The skin over the breast,b
OIC-312-02-B,,What is a risk factor for breast cancer?,Having a family history of ovarian cancer,Being sedentary after menopause,Using hormonal treatments during menopause,Having a high body mass index (BMI),c
OIC-312-03-B,Physiopathology,What is the mode of transmission of hereditary breast and ovarian cancer syndrome (HBOC)?,Autosomal dominant,Autosomal recessive,X-linked,Mitochondrial,b
OIC-312-06-A,Positive diagnosis,What is the primary purpose of inspecting the skin of the breast during a clinical examination for breast tumors?,To check for nipple discharge,To look for signs of inflammation and edema,"To identify changes in skin texture, such as orange peel skin",To assess overall breast size,c
OIC-312-12-A,Management,What is the primary treatment goal in localized stages of breast cancer?,To increase patients' survival,To reduce the risk of relapse by destroying distant micro-metastases,To improve quality of life through palliative care,To achieve curative surgery and lymph node removal only,b
OIC-312-11-B,Additional examinations,"When performing a remote extension assessment for breast cancer, what are the preferred metastatic sites to look for?",Visceral or brain,"Bone, lung, liver, skin, distant adenopathy, and brain","Skin, distant adenopathy, and bone","Brain, viscera, and distant adenopathy",b
OIC-312-09-B,Additional examinations,What are the indications for performing a breast biopsy?,Only Bi-rads 4 and 5 lesions require biopsy,Biopsies are only recommended for BRCA mutated patients or those with a malignant biopsied lesion,"Lesions classified as Bi-rads 3 must be biopsied, regardless of the patient's genetic status","Breast biopsies are performed on all lesions classified as Bi-rads 4 or 5, including BRCA mutated patients and those with a malignant biopsied lesion",d
OIC-312-08-A,Additional examinations,At what age is mammography recommended as first-line screening?,Under 25 years,30-40 years,Over 50 years,Any age under 30 years,d
OIC-312-10-B,Definition,What is a characteristic of Adenofibroma?,It occurs in postmenopausal women.,"It presents as a swelling that is usually painless, well-limited, and mobile in relation to the skin and the rest of the mammary gland.",It is generally associated with nipple discharge,It has a high rate of metastasis.,b
OIC-263-07-B,Positive diagnosis,What are the two main causes of renal artery stenosis?,Atherosclerosis and fibromuscular dysplasia,Atherosclerosis and fibrovascular disease,Fibromuscular dysplasia and cardiac hypertrophy,Atherosclerosis and primary aldosteronism,a
OIC-263-04-B,Definition,What is Haemolytic Uraemic Syndrome (HUS)?,A type of kidney cancer.,An acute renal failure associated with an acute myelosuppression syndrome (AMS).,A blood disorder caused by a viral infection.,A condition where the kidneys produce too much urine.,b
OIC-263-10-B,Positive diagnosis,What is the primary diagnostic test for Cholesterol Crystal Embolism Disease?,Fundus examination,Skin biopsy of a livedo,Renal biopsy to identify cholesterol crystal emboli,MRI angiography or arteriography,c
OIC-263-05-B,Positive diagnosis,What are the primary signs of Typical Hemolytic Uremic Syndrome (HUS) in children?,"Fatigue, anemia, and seizures","Bloody diarrhea, fatigue, and thrombocytopenia","Seizures, coma, and chronic kidney disease","Chronic diarrhea, abdominal pain, and weight loss",b
OIC-263-03-B,Etiologies,What is a common cause of thrombotic microangiopathy?,Typical enterobacteria producing Shiga-like toxins,Genetic mutations in the complement system and anti-factor H antibodies,Malignant hypertension caused by cancer treatment,Infections with HIV virus and H1N1 influenza,b
OIC-263-02-A,Definition,What is the primary characteristic of Thrombotic Microangiopathy Syndrome (MAT) in vascular nephropathy?,"It is a condition characterized by elevated LDH and schizocytes, but no organ dysfunction.",It is a type of hemolytic anemia with thrombocytopenia and associated organ dysfunctions.,It is only visible under histological examination and does not affect the patient's symptoms.,"It is a condition where haptoglobin levels are low, LDH is normal, and there are no schizocytes present.",b
OIC-263-08-B,Positive diagnosis,What is the primary interest of Renal Artery Doppler in diagnosing renal artery stenosis?,Easily available and good sensitivity,Direct visualization of the renal arteries without iodine injection,Kidney size asymmetry detection by ultrasound,Demonstration of calcifications through spiral CT,a
OIC-263-06-A,Positive diagnosis,What is the most common type of renal artery stenosis?,Fibrodysplasia of the Media,Atheromatous Stenosis,Both types have equal incidence,Renal Artery Stenosis only occurs in women under 25,b
OIC-263-09-A,Definition,What is a common cause of renal infarction?,Abnormality in the vascular wall,Atrial fibrillation or valvulopathy leading to arterial embolism,Thrombosis due to hypercoagulability,Arterial stenosis caused by atherosclerosis,b
OIC-263-01-A,Definition,What type of vascular nephropathy involves damage to the small vessels?,Acute or Rapidly Progressive Vascular Nephropathies,Vascular Nephropathies with a Chronic Course,"Thrombotic microangiopathy syndrome (HUS, PTT)",Benign nephroangiosclerosis (intrarenal vessels of all calibres),c
OIC-134-07-A,Positive diagnosis,What is the primary function of nociceptive pain?,To provide information about tissue integrity and serve as an alarm signal in the acute phase.,To perpetuate chronic inflammation and joint damage.,"To mask other types of pain, such as neuropathic pain.",To induce long-term tissue remodeling.,a
OIC-134-10-A,Positive diagnosis,"When assessing pain in an elderly patient, what type of scale should be used if a simple numerical or verbal scale fails?",A standardized geriatric assessment tool,"Algoplus®, Doloplus®, ECPA® hetero-evaluation scale",Geriatric pain questionnaire,Pain intensity rating scale for children,b
OIC-134-01-A,Definition,What is the primary aspect of pain according to the International Association for the Study of Pain definition?,A purely physical phenomenon,A sensory and emotional experience associated with or resembling tissue damage,A strictly biological process,An adaptive response only,b
OIC-134-09-A,Positive diagnosis,"What type of pain are paroxysmal pain attacks (PPA), also known as 'breakthrough pain', typically characterized by?",Continuous background pain,"Paroxysmal, throbbing, stabbing, or electric shock-like pain",Pain that occurs only at the end of a morphine dose,Severe pain that lasts for more than 30 minutes,b
OIC-134-02-B,Physiopathology,What is the primary mechanism by which nociceptors are activated?,Transduction of molecules on their surface,Activation of large diameter fibers in the spinal cord,Release of stress hormones from the brainstem,Ectopic discharges at nerve lesions,a
OIC-134-06-A,Positive diagnosis,What is the primary objective when assessing acute pain in adults?,"To evaluate the efficacy, tolerance, and compliance with analgesic treatment",To identify the etiological treatment for chronic pain,"To assess the intensity of pain using validated scales such as EN 0-10 oral or visual and VAS: pain intensity mild if <4, moderate between 4 and 6, severe if >6",To perform a clinical examination and additional tests for chronic pain diagnosis,c
