id,mcq_json,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-206-06-B,"{'question': 'Which of the following is a criterion for the positive diagnosis of purulent pleurisy?', 'option_a': 'Presence of a viral infection', 'option_b': 'Detected germ on direct examination of pleural fluid', 'option_c': 'Normal pleural fluid cytology', 'option_d': 'Absence of pleural effusion on X-ray', 'correct_option': 'B'}",Positive diagnosis,Which of the following is a criterion for the positive diagnosis of purulent pleurisy?,Presence of a viral infection,Detected germ on direct examination of pleural fluid,Normal pleural fluid cytology,Absence of pleural effusion on X-ray,b
OIC-206-02-A,"{'question': 'Which of the following clinical signs indicates the severity of a pleural effusion?', 'option_a': 'Polypnoea > 30/min', 'option_b': 'Mediastinum deviation on X-ray', 'option_c': 'Increased appetite', 'option_d': 'Normal respiratory rate', 'correct_option': 'A'}",Positive diagnosis,Which of the following clinical signs indicates the severity of a pleural effusion?,Polypnoea > 30/min,Mediastinum deviation on X-ray,Increased appetite,Normal respiratory rate,a
OIC-206-03-A,"{'question': 'What is the primary purpose of pleural puncture in the context of pleural effusion investigation?', 'option_a': 'To routinely perform chest CT scans', 'option_b': 'To investigate pulmonary embolism directly', 'option_c': 'To analyze pleural fluid for specific etiologies', 'option_d': 'To identify the exact cause of all pleural effusions immediately', 'correct_option': 'C'}",Etiologies,What is the primary purpose of pleural puncture in the context of pleural effusion investigation?,To routinely perform chest CT scans,To investigate pulmonary embolism directly,To analyze pleural fluid for specific etiologies,To identify the exact cause of all pleural effusions immediately,c
OIC-206-05-A,"{'question': 'What factors should lead to the suspicion of pleurisy during a lower respiratory infection?', 'option_a': 'Intense pleural pain and pleural syndrome', 'option_b': 'Chronic cough and sore throat', 'option_c': 'Mild fever and general fatigue', 'option_d': 'Nasal congestion and sneezing', 'correct_option': 'A'}",Positive diagnosis,What factors should lead to the suspicion of pleurisy during a lower respiratory infection?,Intense pleural pain and pleural syndrome,Chronic cough and sore throat,Mild fever and general fatigue,Nasal congestion and sneezing,a
OIC-321-01-A,"{'question': 'What is the purpose of the marketing authorisation (MA) for medicinal products?', 'option_a': 'To ensure that a drug is cost-effective.', 'option_b': 'To provide a regulatory qualification of pharmaceutical quality, efficacy, and safety.', 'option_c': 'To allow drugs to be marketed before clinical trials are completed.', 'option_d': 'To ensure drugs are available for compassionate use.', 'correct_option': 'B'}",Definition,What is the purpose of the marketing authorisation (MA) for medicinal products?,To ensure that a drug is cost-effective.,"To provide a regulatory qualification of pharmaceutical quality, efficacy, and safety.",To allow drugs to be marketed before clinical trials are completed.,To ensure drugs are available for compassionate use.,b
OIC-321-04-A,"{'question': 'What is the primary goal of pharmacovigilance?', 'option_a': 'To promote the sale of new drugs.', 'option_b': 'To ensure all medicines are cost-effective.', 'option_c': 'To detect, assess, and prevent adverse drug reactions.', 'option_d': 'To track the distribution of medicinal products.', 'correct_option': 'C'}",Management,What is the primary goal of pharmacovigilance?,To promote the sale of new drugs.,To ensure all medicines are cost-effective.,"To detect, assess, and prevent adverse drug reactions.",To track the distribution of medicinal products.,c
OIC-321-03-B,"{'question': 'What is the primary role of pharmacists in the dispensing stage of medication management?', 'option_a': 'Prescribing medication for patients.', 'option_b': 'Providing the drug and advising on its correct use.', 'option_c': 'Transporting medication to healthcare units.', 'option_d': 'Monitoring patient responses to medication.', 'correct_option': 'B'}",Management,What is the primary role of pharmacists in the dispensing stage of medication management?,Prescribing medication for patients.,Providing the drug and advising on its correct use.,Transporting medication to healthcare units.,Monitoring patient responses to medication.,b
OIC-321-02-A,"{'question': 'What is the primary parameter measured in Pharmacological Therapeutic Monitoring (STP) for most drugs?', 'option_a': 'Maximum blood concentration (Cmax)', 'option_b': 'Minimum blood concentration (Cmin)', 'option_c': 'Average blood concentration', 'option_d': 'Total drug dosage administered', 'correct_option': 'B'}",Management,What is the primary parameter measured in Pharmacological Therapeutic Monitoring (STP) for most drugs?,Maximum blood concentration (Cmax),Minimum blood concentration (Cmin),Average blood concentration,Total drug dosage administered,b
OIC-018-02-A,"{'question': 'What is one of the main goals of the Haute Autorité de Santé (HAS) regarding digital technology integration in health and social care?', 'option_a': 'To create a centralized global health database.', 'option_b': 'To improve care quality using interoperable systems and real-life data.', 'option_c': 'To replace healthcare professionals with AI algorithms.', 'option_d': 'To eliminate the need for patient-doctor interactions.', 'correct_option': 'B'}",Definition,What is one of the main goals of the Haute Autorité de Santé (HAS) regarding digital technology integration in health and social care?,To create a centralized global health database.,To improve care quality using interoperable systems and real-life data.,To replace healthcare professionals with AI algorithms.,To eliminate the need for patient-doctor interactions.,b
OIC-018-01-B,"{'question': 'What is the role of HONcode certification for health websites?', 'option_a': 'To ensure the site is financially supported by pharmaceutical companies.', 'option_b': 'To verify the site publishes quality, transparent health information.', 'option_c': 'To certify that the site offers moderated public health forums.', 'option_d': 'To guarantee the site provides personalized medical advice.', 'correct_option': 'B'}",Definition,What is the role of HONcode certification for health websites?,To ensure the site is financially supported by pharmaceutical companies.,"To verify the site publishes quality, transparent health information.",To certify that the site offers moderated public health forums.,To guarantee the site provides personalized medical advice.,b
OIC-018-07-B,"{'question': 'Which of the following is a correct application of algorithmic health data processing methods for individual health?', 'option_a': 'Decision support and telemedicine', 'option_b': 'Optimization of care delivery', 'option_c': 'Collective monitoring and surveillance', 'option_d': 'Detection of risk factors', 'correct_option': 'A'}",Management,Which of the following is a correct application of algorithmic health data processing methods for individual health?,Decision support and telemedicine,Optimization of care delivery,Collective monitoring and surveillance,Detection of risk factors,a
OIC-018-04-B,"{'question': 'What is one major impact of digital health technologies on healthcare systems?', 'option_a': 'They primarily focus on curing diseases rather than preventing them.', 'option_b': 'They increase the administrative burden on healthcare professionals.', 'option_c': 'They improve access to healthcare services and enhance care quality.', 'option_d': 'They limit the use of mobile applications in healthcare management.', 'correct_option': 'C'}",Definition,What is one major impact of digital health technologies on healthcare systems?,They primarily focus on curing diseases rather than preventing them.,They increase the administrative burden on healthcare professionals.,They improve access to healthcare services and enhance care quality.,They limit the use of mobile applications in healthcare management.,c
OIC-018-10-B,"{'question': 'What is the purpose of Prescription Assistance Software (PAS) in healthcare?', 'option_a': 'To limit the choice of medicines to defined lists in hospitals.', 'option_b': 'To analyze and dispense medicines in pharmacies.', 'option_c': 'To certify software compliance with safety standards.', 'option_d': 'To collect and store patient-specific data for research.', 'correct_option': 'A'}",,What is the purpose of Prescription Assistance Software (PAS) in healthcare?,To limit the choice of medicines to defined lists in hospitals.,To analyze and dispense medicines in pharmacies.,To certify software compliance with safety standards.,To collect and store patient-specific data for research.,a
OIC-018-08-A,"{'question': 'What is a primary benefit of digital self-measurement in healthcare?', 'option_a': 'It guarantees complete accuracy in all health metrics.', 'option_b': 'It allows for patient autonomy and empowerment in managing health.', 'option_c': 'It eliminates the need for professional medical advice entirely.', 'option_d': 'It ensures all data is automatically integrated into healthcare systems.', 'correct_option': 'B'}",Management,What is a primary benefit of digital self-measurement in healthcare?,It guarantees complete accuracy in all health metrics.,It allows for patient autonomy and empowerment in managing health.,It eliminates the need for professional medical advice entirely.,It ensures all data is automatically integrated into healthcare systems.,b
OIC-018-03-A,"{'question': 'What is one of the main ethical challenges of digital health identified by the National Consultative Ethics Committee for Life Sciences and Health (CCNE)?', 'option_a': 'Ensuring equitable access to digital health technologies to reduce inequalities.', 'option_b': 'Focusing solely on the creation of new bioethics laws.', 'option_c': 'Avoiding the use of digital technologies in patient care.', 'option_d': 'Prioritizing traditional channels over digital to maintain care quality.', 'correct_option': 'A'}",Definition,What is one of the main ethical challenges of digital health identified by the National Consultative Ethics Committee for Life Sciences and Health (CCNE)?,Ensuring equitable access to digital health technologies to reduce inequalities.,Focusing solely on the creation of new bioethics laws.,Avoiding the use of digital technologies in patient care.,Prioritizing traditional channels over digital to maintain care quality.,a
OIC-018-05-B,"{'question': 'Which statement correctly defines pseudonymisation in the context of personal data protection?', 'option_a': 'Pseudonymisation involves encrypting data so only authorized users can access it.', 'option_b': 'Pseudonymisation is the complete anonymization of personal data, making it impossible to identify individuals.', 'option_c': 'Pseudonymisation involves replacing identifying information with non-identifying information, making it harder to link data to individuals.', 'option_d': 'Pseudonymisation allows sharing of personal data without any restrictions.', 'correct_option': 'C'}",Definition,Which statement correctly defines pseudonymisation in the context of personal data protection?,Pseudonymisation involves encrypting data so only authorized users can access it.,"Pseudonymisation is the complete anonymization of personal data, making it impossible to identify individuals.","Pseudonymisation involves replacing identifying information with non-identifying information, making it harder to link data to individuals.",Pseudonymisation allows sharing of personal data without any restrictions.,c
OIC-018-09-A,"{'question': 'What is the primary distinction between a mobile medical device and an Apps/OCS in the context of mHealth?', 'option_a': 'Mobile medical devices are required to have CE marking, while Apps/OCS are not.', 'option_b': 'Apps/OCS can only be used for communication between patients.', 'option_c': 'Mobile medical devices cannot collect or store data.', 'option_d': 'Apps/OCS are always connected to the internet.', 'correct_option': 'A'}",Taking charge,What is the primary distinction between a mobile medical device and an Apps/OCS in the context of mHealth?,"Mobile medical devices are required to have CE marking, while Apps/OCS are not.",Apps/OCS can only be used for communication between patients.,Mobile medical devices cannot collect or store data.,Apps/OCS are always connected to the internet.,a
OIC-018-11-B,"{'question': 'What is a primary goal of digital transformation in healthcare according to the content?', 'option_a': 'To replace all traditional healthcare methods with digital ones.', 'option_b': 'To make users more active participants in their own care.', 'option_c': 'To increase the profits of healthcare technology companies.', 'option_d': 'To ensure all healthcare data is stored in the cloud.', 'correct_option': 'B'}",,What is a primary goal of digital transformation in healthcare according to the content?,To replace all traditional healthcare methods with digital ones.,To make users more active participants in their own care.,To increase the profits of healthcare technology companies.,To ensure all healthcare data is stored in the cloud.,b
OIC-018-06-A,"{'question': 'What is the primary reason health information needs to be coded and structured for use in Information Systems?', 'option_a': 'To ensure data privacy and security.', 'option_b': 'To automatically process data and facilitate interoperability.', 'option_c': 'To reduce the workload of healthcare professionals.', 'option_d': 'To increase data redundancy in health records.', 'correct_option': 'B'}",Definition,What is the primary reason health information needs to be coded and structured for use in Information Systems?,To ensure data privacy and security.,To automatically process data and facilitate interoperability.,To reduce the workload of healthcare professionals.,To increase data redundancy in health records.,b
OIC-302-03-B,"{'question': 'What is the most common risk factor for the development of cutaneous carcinomas?', 'option_a': 'Genetic predisposition', 'option_b': 'Chronic sun exposure', 'option_c': 'High number of nevi', 'option_d': 'Family history of skin cancer', 'correct_option': 'B'}",Epidemiology,What is the most common risk factor for the development of cutaneous carcinomas?,Genetic predisposition,Chronic sun exposure,High number of nevi,Family history of skin cancer,b
OIC-302-07-A,"{'question': 'What is a primary prevention method for squamous cell and basal cell carcinomas?', 'option_a': 'Regular use of sunscreen', 'option_b': 'Annual skin screenings', 'option_c': 'Chemotherapy', 'option_d': 'Surgical removal of tumors', 'correct_option': 'A'}",Management,What is a primary prevention method for squamous cell and basal cell carcinomas?,Regular use of sunscreen,Annual skin screenings,Chemotherapy,Surgical removal of tumors,a
OIC-302-04-A,"{'question': 'What is the recommended safety margin for surgical excision of a melanoma with a Breslow index greater than 2 mm?', 'option_a': '0.5 cm', 'option_b': '1 cm', 'option_c': '2 cm', 'option_d': '4 cm', 'correct_option': 'C'}",Management,What is the recommended safety margin for surgical excision of a melanoma with a Breslow index greater than 2 mm?,0.5 cm,1 cm,2 cm,4 cm,c
OIC-302-09-B,"{'question': 'What is the primary concern when examining a pigmented lesion in the differential diagnosis of nevi?', 'option_a': 'Determining if it is a seborrheic keratosis', 'option_b': 'Determining if it is an incipient melanoma', 'option_c': 'Identifying a plantar hematic lesion', 'option_d': 'Identifying a histiocytofibroma', 'correct_option': 'B'}",Positive diagnosis,What is the primary concern when examining a pigmented lesion in the differential diagnosis of nevi?,Determining if it is a seborrheic keratosis,Determining if it is an incipient melanoma,Identifying a plantar hematic lesion,Identifying a histiocytofibroma,b
OIC-302-02-A,"{'question': 'Which statement about plantar warts is correct?', 'option_a': 'Mosaic warts are characterized by deep, painful lesions.', 'option_b': 'Myrmecia warts are painless and form keratotic plaques.', 'option_c': 'Myrmecia warts are deep and painful with a keratotic ring.', 'option_d': 'Plantar warts are primarily found on the face and limbs.', 'correct_option': 'C'}",Positive diagnosis,Which statement about plantar warts is correct?,"Mosaic warts are characterized by deep, painful lesions.",Myrmecia warts are painless and form keratotic plaques.,Myrmecia warts are deep and painful with a keratotic ring.,Plantar warts are primarily found on the face and limbs.,c
OIC-302-11-A,"{'question': 'Which of the following is NOT a characteristic of a suspicious melanoma lesion according to the ABCDE rule?', 'option_a': 'Asymmetry', 'option_b': 'Borders irregular', 'option_c': 'Diameter < 6 mm', 'option_d': 'Color inhomogeneous', 'correct_option': 'C'}",Positive diagnosis,Which of the following is NOT a characteristic of a suspicious melanoma lesion according to the ABCDE rule?,Asymmetry,Borders irregular,Diameter < 6 mm,Color inhomogeneous,c
OIC-302-08-A,"{'question': 'Which of the following is a primary intrinsic factor in the development of nevi?', 'option_a': 'Genetic susceptibility', 'option_b': 'Sun exposure', 'option_c': 'Immunodepression', 'option_d': 'Tuberous structure', 'correct_option': 'A'}",Definition,Which of the following is a primary intrinsic factor in the development of nevi?,Genetic susceptibility,Sun exposure,Immunodepression,Tuberous structure,a
OIC-302-01-A,"{'question': 'What is the main characteristic of melanoma among skin tumors?', 'option_a': 'It develops from keratinocytes.', 'option_b': 'It is induced by HPV.', 'option_c': 'It develops from melanocytes.', 'option_d': 'It is the most common skin tumor.', 'correct_option': 'C'}",Definition,What is the main characteristic of melanoma among skin tumors?,It develops from keratinocytes.,It is induced by HPV.,It develops from melanocytes.,It is the most common skin tumor.,c
OIC-302-12-B,"{'question': 'Which histological type of melanoma is characterized by an initial vertical spread and has a poor prognosis?', 'option_a': 'Superficial spreading melanoma', 'option_b': 'Nodular melanoma', 'option_c': 'Lentiginous acral melanoma', 'option_d': 'Dubreuilh melanoma', 'correct_option': 'B'}",Follow-up and/or prognosis,Which histological type of melanoma is characterized by an initial vertical spread and has a poor prognosis?,Superficial spreading melanoma,Nodular melanoma,Lentiginous acral melanoma,Dubreuilh melanoma,b
OIC-302-13-A,"{'question': 'What is the primary method of preventing melanoma?', 'option_a': 'Training doctors to detect suspicious lesions early.', 'option_b': 'Encouraging photoprotection and reducing UV exposure.', 'option_c': 'Educating the general population on melanoma risks.', 'option_d': 'Conducting regular skin screenings for all individuals.', 'correct_option': 'B'}",Management,What is the primary method of preventing melanoma?,Training doctors to detect suspicious lesions early.,Encouraging photoprotection and reducing UV exposure.,Educating the general population on melanoma risks.,Conducting regular skin screenings for all individuals.,b
OIC-302-10-B,"{'question': 'What is the risk of a common nevus transforming into melanoma?', 'option_a': 'Very high, especially with repeated microtrauma', 'option_b': 'Low, with a probability of less than 1 in 100,000', 'option_c': 'High, if the nevus appears after age 30', 'option_d': 'Dependent on the presence of satellite lesions', 'correct_option': 'B'}",Physiopathology,What is the risk of a common nevus transforming into melanoma?,"Very high, especially with repeated microtrauma","Low, with a probability of less than 1 in 100,000","High, if the nevus appears after age 30",Dependent on the presence of satellite lesions,b
OIC-302-05-A,"{'question': 'Which of the following is a common feature of Basal Cell Carcinoma (BCC)?', 'option_a': 'Translucent pearly papules with telangiectasias', 'option_b': 'Red keratotic patches that bleed after removal', 'option_c': 'Single, fixed lesion with squamous crusting', 'option_d': 'Yellowish-white, hard, poorly limited plaque', 'correct_option': 'A'}",Positive diagnosis,Which of the following is a common feature of Basal Cell Carcinoma (BCC)?,Translucent pearly papules with telangiectasias,Red keratotic patches that bleed after removal,"Single, fixed lesion with squamous crusting","Yellowish-white, hard, poorly limited plaque",a
OIC-302-06-B,"{'question': 'Which of the following is a poor prognostic factor for squamous cell carcinoma?', 'option_a': 'Lesion size less than 2 cm', 'option_b': 'Location on the temple, ear, or lip', 'option_c': 'High level of histological differentiation', 'option_d': 'No perinuclear invasion', 'correct_option': 'B'}",,Which of the following is a poor prognostic factor for squamous cell carcinoma?,Lesion size less than 2 cm,"Location on the temple, ear, or lip",High level of histological differentiation,No perinuclear invasion,b
OIC-198-15-A,"{'question': 'Which of the following tests are essential for diagnosing gout?', 'option_a': 'Uricemia and Serum creatinine with eGFR', 'option_b': 'Blood count and Serum creatinine', 'option_c': 'Uricemia and Blood count', 'option_d': 'MDRD formula and Blood count', 'correct_option': 'A'}",,Which of the following tests are essential for diagnosing gout?,Uricemia and Serum creatinine with eGFR,Blood count and Serum creatinine,Uricemia and Blood count,MDRD formula and Blood count,a
OIC-198-10-A,"{'question': 'Which diagnostic test is most important for confirming a gout attack?', 'option_a': 'Joint radiography showing epiphyseal geodes', 'option_b': 'Detection of UMS microcrystals in joint fluid', 'option_c': 'Measurement of uricemia during an attack', 'option_d': 'Joint ultrasound showing a double contour', 'correct_option': 'B'}",Positive diagnosis,Which diagnostic test is most important for confirming a gout attack?,Joint radiography showing epiphyseal geodes,Detection of UMS microcrystals in joint fluid,Measurement of uricemia during an attack,Joint ultrasound showing a double contour,b
OIC-198-19-A,"{'question': 'What is a key dietary recommendation for patients with gout to help manage uricemia levels?', 'option_a': 'Increase consumption of spirits and beer.', 'option_b': 'Encourage consumption of skimmed milk.', 'option_c': 'Consume more sugary soft drinks.', 'option_d': 'Increase intake of fruit juices rich in fructose.', 'correct_option': 'B'}",,What is a key dietary recommendation for patients with gout to help manage uricemia levels?,Increase consumption of spirits and beer.,Encourage consumption of skimmed milk.,Consume more sugary soft drinks.,Increase intake of fruit juices rich in fructose.,b
OIC-198-23-B,"{'question': 'What is the recommended initial treatment approach for an acute hydroxyapatite crystal attack?', 'option_a': 'Start with local cortisone injections.', 'option_b': 'Use oral corticosteroids for 3 to 5 days.', 'option_c': 'Begin with antibiotics to reduce inflammation.', 'option_d': 'Apply heat packs to the affected area.', 'correct_option': 'B'}",,What is the recommended initial treatment approach for an acute hydroxyapatite crystal attack?,Start with local cortisone injections.,Use oral corticosteroids for 3 to 5 days.,Begin with antibiotics to reduce inflammation.,Apply heat packs to the affected area.,b
OIC-198-12-B,"{'question': 'After several years, which areas of the body can gout affect in a known sufferer?', 'option_a': 'Only the lower limbs', 'option_b': 'Upper limbs, spine, hip, and shoulder', 'option_c': 'Only the spine', 'option_d': 'Only the hip and shoulder', 'correct_option': 'B'}",Positive diagnosis,"After several years, which areas of the body can gout affect in a known sufferer?",Only the lower limbs,"Upper limbs, spine, hip, and shoulder",Only the spine,Only the hip and shoulder,b
OIC-198-01-A,"{'question': 'Which type of microcrystal is responsible for gout in human pathology?', 'option_a': 'Calcium pyrophosphate', 'option_b': 'Calcium phosphate', 'option_c': 'Sodium urate', 'option_d': 'Apatite', 'correct_option': 'C'}",Definition,Which type of microcrystal is responsible for gout in human pathology?,Calcium pyrophosphate,Calcium phosphate,Sodium urate,Apatite,c
OIC-198-22-A,"{'question': 'What is a key consideration when treating acute calcium pyrophosphate crystal attacks in older patients?', 'option_a': 'Use NSAIDs and colchicine without dosage adjustment.', 'option_b': 'Treat similarly to gout, with adjusted dosages for age.', 'option_c': 'Avoid corticosteroids under any circumstances.', 'option_d': 'Antibiotics are the primary treatment.', 'correct_option': 'B'}",,What is a key consideration when treating acute calcium pyrophosphate crystal attacks in older patients?,Use NSAIDs and colchicine without dosage adjustment.,"Treat similarly to gout, with adjusted dosages for age.",Avoid corticosteroids under any circumstances.,Antibiotics are the primary treatment.,b
OIC-198-07-B,"{'question': 'What is the prevalence of gout in adults in France, making it the most common intermittent inflammatory rheumatic disease in industrialized countries?', 'option_a': '0.9%', 'option_b': '5%', 'option_c': '2.5%', 'option_d': '1.5%', 'correct_option': 'A'}",Epidemiology,"What is the prevalence of gout in adults in France, making it the most common intermittent inflammatory rheumatic disease in industrialized countries?",0.9%,5%,2.5%,1.5%,a
OIC-198-09-B,"{'question': 'Which of the following is a known trigger for a gout attack?', 'option_a': 'Low-protein diet', 'option_b': 'Dehydration', 'option_c': 'High water intake', 'option_d': 'Weight loss', 'correct_option': 'B'}",Epidemiology,Which of the following is a known trigger for a gout attack?,Low-protein diet,Dehydration,High water intake,Weight loss,b
OIC-198-18-A,"{'question': 'What is the primary reason for informing patients about the importance of treating a gout attack at the earliest signs?', 'option_a': 'Early treatment ensures complete cure of gout.', 'option_b': 'Early treatment helps prevent hypouricemic treatment.', 'option_c': 'Early treatment can relieve symptoms quickly and prevent worsening.', 'option_d': 'Early treatment eliminates the need for lifestyle changes.', 'correct_option': 'C'}",Management,What is the primary reason for informing patients about the importance of treating a gout attack at the earliest signs?,Early treatment ensures complete cure of gout.,Early treatment helps prevent hypouricemic treatment.,Early treatment can relieve symptoms quickly and prevent worsening.,Early treatment eliminates the need for lifestyle changes.,c
OIC-198-16-B,"{'question': 'What is the relationship between gout and mortality risk?', 'option_a': 'Untreated gout reduces cardiovascular mortality risk.', 'option_b': 'Both untreated gout and hypouricaemia can increase mortality risk.', 'option_c': 'Hypouricaemia decreases mortality risk.', 'option_d': 'Gout has no association with cardiovascular mortality.', 'correct_option': 'B'}",,What is the relationship between gout and mortality risk?,Untreated gout reduces cardiovascular mortality risk.,Both untreated gout and hypouricaemia can increase mortality risk.,Hypouricaemia decreases mortality risk.,Gout has no association with cardiovascular mortality.,b
OIC-198-20-B,"{'question': 'What characterizes chronic arthropathy in severe forms of gout?', 'option_a': 'Frequent attacks in the absence of hypouricemic treatment', 'option_b': 'Development of tophi visible under the skin', 'option_c': 'Exclusive involvement of lower limb joints', 'option_d': 'Immediate resolution without treatment', 'correct_option': 'b'}",,What characterizes chronic arthropathy in severe forms of gout?,Frequent attacks in the absence of hypouricemic treatment,Development of tophi visible under the skin,Exclusive involvement of lower limb joints,Immediate resolution without treatment,b
OIC-198-21-B,"{'question': 'Which two conditions are primarily associated with calcium pyrophosphate crystal deposits in microcrystalline arthropathies?', 'option_a': 'Haemochromatosis and Primary Hyperparathyroidism', 'option_b': 'Rheumatoid Arthritis and Osteoarthritis', 'option_c': 'Gout and Pseudogout', 'option_d': ""Lupus and Sjögren's Syndrome"", 'correct_option': 'A'}",Etiologies,Which two conditions are primarily associated with calcium pyrophosphate crystal deposits in microcrystalline arthropathies?,Haemochromatosis and Primary Hyperparathyroidism,Rheumatoid Arthritis and Osteoarthritis,Gout and Pseudogout,Lupus and Sjögren's Syndrome,a
OIC-198-13-B,"{'question': 'Which of the following is a key indicator of microcrystalline arthropathies based on synovial fluid analysis?', 'option_a': 'High neutrophil count in joint fluid', 'option_b': 'Positive bacteriological test results', 'option_c': 'Presence of crystals in all cases', 'option_d': 'Low cellularity in joint fluid', 'correct_option': 'A'}",Positive diagnosis,Which of the following is a key indicator of microcrystalline arthropathies based on synovial fluid analysis?,High neutrophil count in joint fluid,Positive bacteriological test results,Presence of crystals in all cases,Low cellularity in joint fluid,a
OIC-198-02-A,"{'question': 'What is the solubility threshold for urates in the context of hyperuricemia?', 'option_a': '360 µmol/l or 60 mg/l', 'option_b': '180 µmol/l or 30 mg/l', 'option_c': '500 µmol/l or 85 mg/l', 'option_d': '250 µmol/l or 40 mg/l', 'correct_option': 'A'}",Definition,What is the solubility threshold for urates in the context of hyperuricemia?,360 µmol/l or 60 mg/l,180 µmol/l or 30 mg/l,500 µmol/l or 85 mg/l,250 µmol/l or 40 mg/l,a
OIC-198-11-A,"{'question': 'What is a necessary step when acute inflammation with fever and chills is observed in a joint?', 'option_a': 'Immediately start antibiotic treatment.', 'option_b': 'Rule out joint infection through joint fluid analysis.', 'option_c': ""Assume it's a typical gout attack and monitor."", 'option_d': 'Prescribe anti-inflammatory medication without further tests.', 'correct_option': 'B'}",Identification of the emergency,What is a necessary step when acute inflammation with fever and chills is observed in a joint?,Immediately start antibiotic treatment.,Rule out joint infection through joint fluid analysis.,Assume it's a typical gout attack and monitor.,Prescribe anti-inflammatory medication without further tests.,b
OIC-198-03-B,"{'question': 'What is the primary cause of sodium urate crystal formation in joints?', 'option_a': 'High intake of dietary sodium', 'option_b': 'Excessive production of uric acid', 'option_c': 'Chronic hyperuricaemia above 360 µmol/l', 'option_d': 'Genetic mutations in joint tissue', 'correct_option': 'C'}",Physiopathology,What is the primary cause of sodium urate crystal formation in joints?,High intake of dietary sodium,Excessive production of uric acid,Chronic hyperuricaemia above 360 µmol/l,Genetic mutations in joint tissue,c
OIC-198-08-A,"{'question': 'Which characteristic is typical of microcrystalline arthropathy attacks?', 'option_a': 'Gradual onset over several days', 'option_b': 'Maximum symptoms in less than 24 hours', 'option_c': 'Persistent joint damage after resolution', 'option_d': 'Mild pain with no local inflammation', 'correct_option': 'B'}",Positive diagnosis,Which characteristic is typical of microcrystalline arthropathy attacks?,Gradual onset over several days,Maximum symptoms in less than 24 hours,Persistent joint damage after resolution,Mild pain with no local inflammation,b
OIC-198-17-B,"{'question': 'Which condition is most commonly associated with acute arthritis of the knee or wrist in elderly subjects?', 'option_a': 'Gout', 'option_b': 'Pyrophosphate Rheumatism', 'option_c': 'Apatitic Calcium Attacks', 'option_d': 'Rheumatoid Arthritis', 'correct_option': 'B'}",,Which condition is most commonly associated with acute arthritis of the knee or wrist in elderly subjects?,Gout,Pyrophosphate Rheumatism,Apatitic Calcium Attacks,Rheumatoid Arthritis,b
OIC-089-07-A,"{'question': 'What is a characteristic feature of conductive hearing loss?', 'option_a': 'Total hearing loss with distortion.', 'option_b': 'Weber test lateralized to the deaf side.', 'option_c': 'Tonal audiogram showing high CA and low CO.', 'option_d': 'No surgical treatment available.', 'correct_option': 'B'}",Positive diagnosis,What is a characteristic feature of conductive hearing loss?,Total hearing loss with distortion.,Weber test lateralized to the deaf side.,Tonal audiogram showing high CA and low CO.,No surgical treatment available.,b
OIC-089-01-A,"{'question': 'What is the main purpose of Pure Tone Audiometry?', 'option_a': 'To measure the threshold of pure tones and determine the type of hearing loss.', 'option_b': 'To assess the hearing ability using noise environments.', 'option_c': 'To measure the hearing capacity for frequencies above 8000 Hz.', 'option_d': 'To diagnose only sensorineural hearing loss.', 'correct_option': 'A'}",Definition,What is the main purpose of Pure Tone Audiometry?,To measure the threshold of pure tones and determine the type of hearing loss.,To assess the hearing ability using noise environments.,To measure the hearing capacity for frequencies above 8000 Hz.,To diagnose only sensorineural hearing loss.,a
OIC-089-04-B,"{'question': 'What is the primary purpose of pure-tone audiometry in hearing tests?', 'option_a': 'To evaluate the percentage of words correctly repeated', 'option_b': 'To find detection thresholds for specific frequencies', 'option_c': 'To assess hearing aid performance', 'option_d': 'To measure understanding of speech in noisy environments', 'correct_option': 'B'}",Complementary examinations,What is the primary purpose of pure-tone audiometry in hearing tests?,To evaluate the percentage of words correctly repeated,To find detection thresholds for specific frequencies,To assess hearing aid performance,To measure understanding of speech in noisy environments,b
OIC-089-12-A,"{'question': 'Which imaging test is preferred for initial evaluation of sudden unilateral sensorineural hearing loss?', 'option_a': 'MRI of the cerebellopontine angles', 'option_b': 'CT scan of the inner ear', 'option_c': 'Ultrasound of the ear', 'option_d': 'X-ray of the skull', 'correct_option': 'A'}",Additional examinations,Which imaging test is preferred for initial evaluation of sudden unilateral sensorineural hearing loss?,MRI of the cerebellopontine angles,CT scan of the inner ear,Ultrasound of the ear,X-ray of the skull,a
OIC-089-08-B,"{'question': 'Which imaging examination is the preferred choice for exploring conductive hearing loss (CHD)?', 'option_a': 'MRI of the temporal bones', 'option_b': 'Ultrasound of the middle ear', 'option_c': 'Thin-section CT scan of the temporal bones', 'option_d': 'X-ray of the skull', 'correct_option': 'C'}",Additional examinations,Which imaging examination is the preferred choice for exploring conductive hearing loss (CHD)?,MRI of the temporal bones,Ultrasound of the middle ear,Thin-section CT scan of the temporal bones,X-ray of the skull,c
