id,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-045-18-A,Positive diagnosis,Which of the following clinical signs is most commonly associated with boys/men who are carriers of a complete mutation for Fragile X syndrome?,Cognitive difficulties with IQ between 50 and 70,Anxiety and shyness with eye avoidance,Psychomotor retardation and language delay,Post-pubertal macro-orchidism,C
OIC-045-02-B,Definition,What is an appropriate approach for parents when their child is diagnosed with a genetic disease?,Focus solely on the child's disabilities and predict their future with certainty.,"Prioritize the child's well-being over the disease, offer support, and set short-term objectives.",Immediately consider adoption as the only viable option for the child's future.,Avoid discussing the child's condition with other parents to prevent emotional distress.,B
OIC-045-12-B,Positive diagnosis,How is antenatal diagnosis of cystic fibrosis conducted when one parent is known to be a carrier of a CFTR gene mutation?,Ultrasound monitoring only,Chorionic villus sampling at 11 weeks of amenorrhea,Amniocentesis at 16 weeks of amenorrhea,Both B and C,D
OIC-045-19-B,Positive diagnosis,Which of the following best describes the genetic mechanism of Fragile X Syndrome in terms of CGG trinucleotide repeat expansion?,Full mutations occur when there are fewer than 45 CGG repeats with 1 to 4 AGG interruptions.,Premutations are characterized by 55 to 200 CGG repeats without hypermethylation and can expand to full mutations during maternal transmission.,Intermediate alleles are stable and do not expand to full mutations in any generation.,Complete mutations are associated with fewer than 45 CGG repeats and are always inherited from the father.,B
OIC-045-13-A,Positive diagnosis,What combination of tests is used in the newborn screening process for cystic fibrosis to confirm a positive diagnosis?,Elevated IRT and one causal mutation in the CFTR gene,Elevated IRT and two causal mutations in the CFTR gene,Normal IRT and two causal mutations in the CFTR gene,Elevated IRT and no mutations in the CFTR gene,B
OIC-045-16-B,Management,Which of the following is NOT a main principle of clinical management for Cystic Fibrosis (CF)?,Regular supplementation to combat salt loss,High-dose antibiotics to manage chronic respiratory infection,Use of modulators to correct the defective CFTR protein,"Administration of high-sugar, high-fat diet to improve lung function",D
OIC-045-15-A,Positive diagnosis,"Which of the following is NOT a common symptom of cystic fibrosis in children, adolescents, and adults?",Recurrent sinusitis,Nasal polyps,Frequent urinary tract infections,Chronic respiratory disease,C
OIC-045-06-B,Positive diagnosis,Which of the following is NOT a sign used for the antenatal diagnosis of trisomy 21?,Neck greater than 3.5 mm in the 1st Trimester,Heart disease in the 3rd Trimester,Short femurs in the 2nd Trimester,Intrauterine growth acceleration with placental cause in the 3rd Trimester,D
OIC-045-11-B,Management,"What is the average age range for walking acquisition in individuals with trisomy 21, and how does it compare to children without Down's syndrome?","2-3 years for trisomy 21, 9-18 months for children without Down's syndrome","9-18 months for trisomy 21, 2-3 years for children without Down's syndrome",2-3 years for both trisomy 21 and children without Down's syndrome,9-18 months for both trisomy 21 and children without Down's syndrome,A
OIC-045-14-A,Positive diagnosis,How is a positive diagnosis of cystic fibrosis confirmed?,Blood test measuring chloride levels,Genetic sequencing of the CFTR gene,Sweat test measuring chloride content,Lung function test assessing breathing capacity,C
OIC-045-03-A,Definition,"In the context of genetic counselling for trisomy 21, which ethical principle is primarily emphasized to ensure that patients maintain control over their reproductive decisions?",Non-maleficence,Justice,Respect for autonomy,Eugenics,C
OIC-045-04-B,Positive diagnosis,What is the estimated risk of miscarriage following a Foetal Karyotype procedure using Chorionic Villus Sampling (CVS)?,0.5%,1-2%,0.2%,2-3%,A
OIC-045-05-A,Positive diagnosis,"During antenatal screening for trisomy 21, if the combined test risk is between 1/51 and 1/1000, what is the recommended course of action?",Immediate termination of pregnancy,Non-invasive prenatal screening (DPNI) followed by a foetal karyotype if DPNI is positive,Continuation of the usual ultrasound monitoring of the pregnancy if DPNI is negative,Immediate foetal karyotype without further testing,C
OIC-045-07-B,Management,"In the context of genetic counselling for a family with a history of trisomy 21, which of the following statements is correct regarding the risk of recurrence in a new pregnancy?",The risk of recurrence is approximately 100% if the trisomy 21 is due to a Robertsonian translocation (21;21) inherited from a healthy parent.,"The risk of recurrence is approximately 1% for free, complete, and homogeneous trisomy 21, regardless of the mother's age.","Men with Down's syndrome have a higher fertility rate, increasing the risk of trisomy 21 in offspring.","If a balanced Robertsonian translocation (14;21) is inherited from the father, the risk of recurrence is 2-5%.",D
OIC-022-02-B,,Which of the following best describes the structure of the national organization for rare diseases in France according to the National Plan for Rare Diseases 3 (PNMR3)?,A single centralized hospital that handles all rare disease cases.,"A network of 23 Rare Disease Health Networks (FSMR) and 109 Centres of Reference Maladies Rares (CRMR), including over 1,800 centres of expertise.",A system where each patient is directly managed by a specialist without the need for referral to any network.,An organization that relies solely on patient associations for the coordination and management of rare diseases.,B
OIC-022-06-B,,Which of the following is NOT a recommended resource for non-specialist doctors and paramedical professionals when managing patients with rare diseases?,Centers of reference and competence for rare diseases,Orphanet,Alliance Maladies Rares,National Protocols for Diagnosis and Care (PNDS),B
OIC-022-04-B,,Which of the following statements accurately reflects the epidemiology of rare diseases in France?,Rare diseases affect approximately 1 million people in France.,80% of rare diseases in France are not genetic in origin.,"There are around 7,000 different rare diseases affecting more than 3 million people in France.",95% of patients with rare diseases in France have a precise diagnosis.,C
OIC-022-03-B,Etiologies,"Which of the following diseases is characterized by a deficiency in the production of hepcidin, leading to iron overload and potential organ damage?",Sickle Cell Anaemia,Thalassaemias,Duchenne Muscular Dystrophy,Haemochromatosis,D
OIC-022-05-A,,What is the primary difference between diagnostic wandering and diagnostic impasse?,"Diagnostic wandering occurs when a precise diagnosis is made immediately after symptoms appear, while diagnostic impasse is when symptoms persist without a diagnosis.","Diagnostic wandering is the period between the appearance of the first symptoms and the date on which a precise diagnosis is made, while diagnostic impasse results from the failure to define the precise cause of the disease after all investigations have been conducted.","Diagnostic wandering refers to the process of choosing the wrong diagnostic examination, whereas diagnostic impasse is when a patient refuses to undergo any diagnostic tests.","Diagnostic wandering is when a patient's symptoms are caused by a misdiagnosis, while diagnostic impasse occurs when a patient's symptoms are caused by an undiagnosed condition.",B
OIC-022-01-A,Definition,What is the definition of a rare disease according to the European Regulation on Orphan Medicinal Products?,"A disease that affects more than one person in 2,000 in the general population.","A disease that affects less than one person in 2,000 in the general population.","A disease that affects exactly one person in 2,000 in the general population.",A disease that affects less than 80% of the population and is genetic in origin.,B
OIC-132-14-B,Positive diagnosis,Which of the following is NOT a typical clinical presentation of Frontotemporal Degeneration (FTD)?,Behavioral disorders due to behavioral executive impairment,Dysexecutive syndrome,Bilateral anterior frontal and temporal atrophy on brain MRI,Rapidly progressing muscle weakness and paralysis,D
OIC-132-02-A,Positive diagnosis,Which of the following is NOT a characteristic pathological feature of Alzheimer's disease in the elderly?,Amyloid plaques composed of abnormal cleavage products of the amyloid precursor protein (APP).,Neurofibrillary degeneration characterized by hyperphosphorylated tau protein disrupting microtubule function.,"Activation of neuroinflammation, including astrogliosis and microgliosis.",Presence of diffuse or lacunar ischemic vascular lesions and microhemorrhages.,D
OIC-132-01-A,Definition,"According to the DSM-5 definition, which of the following best describes a minor neuro-cognitive disorder in the elderly?",Cognitive decline significantly affects daily activities and requires full assistance.,Cognitive deficits interfere with autonomy in daily life but can be managed with compensatory strategies.,Cognitive deficits do not interfere with daily life autonomy and are not better explained by another mental disorder.,Cognitive deficits occur exclusively in the context of delirium and are better explained by another mental disorder.,C
OIC-132-05-A,Positive diagnosis,Which of the following conditions is NOT considered a potentially reversible cause of neuro-cognitive disorders in the elderly?,Vitamin B12 deficiency,Subdural haematoma,Alzheimer's disease,Chronic adrenal insufficiency,C
OIC-132-12-B,Management,Which of the following is the recommended initial approach for managing agitation or aggression in elderly patients with neuro-cognitive disorders?,Immediately administer long-term benzodiazepines to ensure patient calmness.,"Use calm, soothing words, avoid contradicting the patient, and engage in occupational activities.",Isolate the patient to prevent harm to others and self-aggression.,Increase environmental stimuli to distract the patient from aggressive behavior.,B
OIC-132-06-A,Etiologies,Which of the following is NOT listed as a possible etiology for major or mild neurocognitive disorders according to the DSM-5?,Alzheimer's disease,Frontotemporal degeneration,Chronic stress,Secondary to HIV infection,C
OIC-132-07-A,,Which of the following tools is primarily used for assessing executive functions in the elderly to identify neurocognitive disorders?,Mini Mental State Evaluation,Dubois 5-word test,BREF,Clock,C
OIC-132-11-B,Positive diagnosis,"Which of the following symptoms is NOT typically associated with neuro-cognitive disorders in the elderly, according to the Neuro-Psychiatric Inventory?",Enhanced memory recall,Depression/dysphoria,Irritability/stability,Agitation/aggression,A
OIC-132-08-A,,Which of the following biological tests is NOT typically used to identify factors that could aggravate cognitive disorders in the elderly according to the HAS 2011 Criteria?,Blood count to check for anemia,TPHA-VDRL for HIV serology,Electroencephalogram (EEG) to measure brain activity,Vitamins B12 and B9 levels,C
OIC-132-09-A,Management,Which of the following is NOT part of the initial management and aetiological investigation for a patient with a neuro-cognitive disorder?,Conducting a neuropsychological assessment,Prescribing immediate pharmaceutical intervention,Performing biological and imaging tests,Involving a general practitioner in the ongoing communication process,B
OIC-132-03-A,Positive diagnosis,Which of the following is NOT a typical clinical sign of vascular encephalopathy in the elderly?,Sudden onset of cognitive impairment,Focal neurological sequelae such as pyramidal syndrome,Progressive onset of cognitive disorders,Extra-pyramidal rigidity due to basal ganglia vascular damage,A
OIC-132-10-A,Management,Which of the following is NOT a recommended strategy for managing a patient with a neurocognitive disorder?,Implementing legal protection measures and assigning a case manager when necessary.,Providing therapeutic education to carers to better understand and adapt to the disease.,Encouraging the patient to engage in high-risk activities to improve their cognitive function.,Offering non-drug therapies such as memory stimulation groups and physical rehabilitation activities.,C
OIC-132-13-B,Physiopathology,Which of the following is NOT a pathophysiological feature of Alzheimer's disease in the elderly?,Amyloid plaques composed of abnormal cleavage of the amyloid precursor protein (APP),Neurofibrillary degeneration due to hyperphosphorylated tau protein,Activation of neuroinflammation,Increased production of myelin sheaths,D
OIC-132-15-B,,"When using MRI to investigate neurocognitive disorders in the elderly, which of the following objectives is NOT a primary goal according to the HAS 2011 criteria?","To identify curable causes of cognitive impairment, such as subdural haematoma or tumour.",To detect localized atrophy in the hippocampal region.,To assess for vascular lesions using FLAIR sequences.,To evaluate the patient's cognitive function through standardized IQ tests.,D
OIC-132-04-B,Positive diagnosis,"Which combination of symptoms is most indicative of a positive diagnosis for Lewy body disease (LBD) in the elderly, according to McKeith 2017 clinical criteria?","Memory loss, muscle weakness, and insomnia","Progressive cognitive disorders, Parkinsonian syndrome, and visual hallucinations","Frequent headaches, loss of appetite, and tremors","Sudden onset of confusion, seizures, and hyperactivity",B
OIC-265-09-B,Positive diagnosis,Which of the following is NOT a symptom associated with urinary calculi (kidney stones) aside from renal colic?,Asymptomatic stone discovered by chance,"Haematuria, either macroscopic or microscopic",Acute appendicitis,Urinary infections such as pyelonephritis,C
OIC-265-04-B,Physiopathology,Which of the following is NOT a main lithogenic factor contributing to urinary lithiasis?,High intake of dairy products and animal proteins,Consumption of oxalate-rich foods like spinach and chocolate,"Family history of urinary problems, specifically cystinuria",Regular intake of high-fiber foods,D
OIC-265-02-B,Epidemiology,"What factors influence the incidence of urinary lithiasis, and what is the estimated prevalence in France?",Genetic factors only; 5% in France,"Geographical, climatic, ethnic, dietary, and genetic factors; almost 10% in France",Dietary factors only; 15% in France,Climatic factors only; 20% in France,B
OIC-265-12-B,Additional tests,Which of the following is NOT part of the first-line metabolic work-up recommended by the Lithiasis Committee for the aetiological diagnosis of urinary lithiasis?,Infrared Spectrophotometry (SPIR) of the stone,"24-hour urine analysis for total volume, creatinine, and uricemia","Blood analysis for creatinine, calcium, and fasting blood sugar",Electrocardiogram (ECG) to assess heart function,D
OIC-265-01-A,Definition,What is the primary cause of urinary lithiasis and urinary calculi according to the provided educational content?,Dehydration leading to concentrated urine,Renal obstruction or pyelonephritis,Excessive intake of vitamin C,High sugar diet,B
OIC-265-06-A,Positive diagnosis,Which of the following factors is known to contribute to the development of renal colic by potentially facilitating the migration of a kidney stone into the ureter?,Cold weather,Increased fluid intake,Sedentary lifestyle,Dietary changes,D
OIC-265-08-A,Positive diagnosis,Which of the following is the recommended initial pain management strategy for nephritic colic in pregnant women during the 3rd trimester?,NSAIDs,Paracetamol,Morphine,Opioids,B
OIC-265-10-B,Complementary examinations,Which imaging examination is recommended for confirming the diagnosis of urinary lithiasis within 24 hours in an uncomplicated case?,High-dose abdominal-pelvic CT scan with contrast,Renal-vesical ultrasound/ASP,MRI of the abdomen,X-ray of the abdomen,B
OIC-265-03-B,Epidemiology,Which type of urinary stone has the highest prevalence according to the provided table?,Calcium Phosphate,Calcium Oxalate,Ammonium Magnesium Phosphate,Cystine,B
OIC-265-14-A,Management,"Which of the following is NOT an indication for emergency bypass (JJ, Nephrostomy) in the management of urinary lithiasis?",Fever with a high probability of multi-resistant bacteria,Pain relief unresponsive to standard analgesics after multiple doses,Acute renal failure in a patient with bilateral renal colic,A stone size of less than 10 mm in the proximal ureter,D
OIC-265-05-A,Positive diagnosis,What is the correct definition of renal colic based on the provided educational content?,A chronic lumbar pain syndrome resulting from gradual tension in the lower urinary tract.,An acute lumbar pain syndrome caused by sudden tension in the excretory tract of the upper urinary tract upstream of an obstruction.,A mild discomfort in the abdominal area due to minor blockages in the urinary tract.,A persistent pain in the external genitalia unrelated to urinary tract issues.,B
OIC-265-07-A,Positive diagnosis,Which of the following best describes the clinical aspects of a simple renal colic?,It is accompanied by high fever and requires immediate dialysis.,It includes symptoms of renal failure and persistent oligo-anuria.,"It presents with pain and radiation, subsides with NSAIDs, and lacks fever, chills, renal failure, or oligo-anuria.",It is characterized by chronic pain that does not respond to analgesic treatment.,C
OIC-265-13-B,Etiologies,Which of the following is NOT a main metabolic abnormality associated with calcium lithiasis?,Hyperparathyroidism,Hypercalciuria,Hyperoxaluria,Hypocalcemia,D
OIC-265-11-A,Additional tests,Which of the following tests is NOT typically performed in the emergency department for a patient presenting with renal colic?,Urine dipstick,Cytobacteriological examination of urine,Serum glucose measurement,Serum creatinine measurement,C
OIC-099-09-A,Positive diagnosis,"Which of the following conditions is characterized by sharp, stabbing pain with general infectious signs and sometimes spectacular local signs such as edema, vestibular filling, reddening of the skin opposite the causal tooth, trismus, and cervical adenopathy?",Dental Abscess,Acute Arthritis of the TMJ,Osteitis,Post-Radiation Osteoradionecrosis,A
OIC-099-10-A,Positive diagnosis,Which of the following best describes the clinical features associated with Auricular Headaches (SD-118)?,Headache caused by visual strain and linked to eye pathology.,Headache associated with ear pain due to pathology of the external or middle ear.,Headache resulting from auditory nerve damage and unrelated to ear pathology.,Headache caused by sinus infection and not linked to ear pain.,B
OIC-099-04-A,Positive diagnosis,Which of the following is NOT a characteristic of a Migraine With Typical Aura (ICHD-3 Code 1.2.1)?,"Aura includes visual, sensory, and/or speech or language disturbances that are fully reversible.","Motor, basilar, or retinal symptoms are present during the aura.",At least two aura symptoms develop progressively over 5 minutes or more.,The aura is accompanied or followed within 60 minutes by a headache.,B
OIC-099-06-A,Positive diagnosis,Which of the following is NOT a characteristic of essential trigeminal neuralgia (idiopathic)?,"Pain is intense and of short duration, often described as searing or electric.",The pain is triggered by touch in the specific area of the face known as the trigger zone.,The patient experiences continuous burning pain without any electric discharges.,"The clinical examination is normal, but an MRI scan is necessary to rule out secondary causes.",C
OIC-099-07-A,Positive diagnosis,"When diagnosing a patient with more than 15 days per month of headaches, which of the following is the correct approach if the patient experiences both migraines and episodic tension headaches?",Diagnose episodic tension headache as it is less severe.,Diagnose migraine only if the patient experiences aura.,Prioritize the diagnosis of chronic migraine if there are 8 days per month of headache of a migrainous nature.,Treat both conditions as separate and unrelated.,C
OIC-099-16-A,,"When prescribing contraception for a patient with migraine, which of the following is the most appropriate course of action if the patient has migraine with aura and presents one or more arterial risk factors?",Prescribe oestroprogestogenic oral contraceptives.,Prescribe pure progestogens or other methods of contraception.,Prescribe no form of contraception.,"Recommend lifestyle changes only, without prescribing contraception.",B
OIC-099-08-A,Positive diagnosis,Which of the following is NOT a common cause of secondary facial pain in adults over 50?,Carotid dissection,Temporal arteritis,Idiopathic facialalgia,Chin nerve neuropathy: investigations often reveal a malignant tumor,C
OIC-099-01-B,Epidemiology,"According to the provided educational content, which of the following statements accurately reflects the epidemiology of primary headaches?",Tension headaches affect 2-3% of adults and are more disabling than migraines.,"Migraines affect 12% of adults, with a higher prevalence in women aged 35-39.","Algie Vasculaire de la Face (AVF) affects 1 in 100 adults, with a higher prevalence in men.",Drug-Induced Headache affects 5-10% of adults and is the most common primary headache.,B
OIC-099-15-B,Management,Which of the following is NOT a recommended treatment for migraine attacks during pregnancy?,Paracetamol,Sumatriptan,Rizatriptan,Ibuprofen,D
OIC-099-02-B,Physiopathology,Which of the following statements accurately describes the pathophysiology of migraine?,Migraine is primarily a genetic disorder with no influence from environmental factors.,"Migraine attacks are evenly distributed across all age groups, with no significant prevalence in young people or females.","Migraine is a neurovascular pathology influenced by genetic and environmental factors, with a higher prevalence in young people and females, and involves a cyclical process with distinct phases.","Migraine is caused solely by hormonal changes during the menstrual cycle, affecting only females.",C
OIC-099-03-A,Positive diagnosis,"When diagnosing a primary headache, which of the following characteristics is NOT typically associated with a normal clinical examination in primary headaches?",Duration of attacks without treatment,Presence of dysautonomic signs during an attack,Frequency of headache days per month,Normal temporal profile of headache,B
OIC-099-11-B,Complementary examinations,Which of the following is considered a first-line investigation for facial pain according to the provided educational content?,MRI of the brain,Dental panoramic,Blood tests for infection,Electromyography (EMG),B
OIC-099-12-A,Etiologies,Which of the following is NOT a modifiable risk factor for the progression from episodic migraine to chronic migraine?,High frequency of headaches at the base,Depression,Overuse of crisis treatment,Sedentary lifestyle,D
OIC-099-13-A,Etiologies,Which of the following criteria must be met for a diagnosis of Medication-Abuse Headache (MAC) according to ICHD-3?,Headache occurring ≥ 15 days/month in a patient with no pre-existing headache.,"Regular overuse for > 3 months of one or more headache crisis treatments, taken ≥ 15 days/month.","Headache occurring ≥ 15 days/month in a patient with pre-existing headache, but only if opiates are used.","Headache occurring ≥ 15 days/month in a patient with pre-existing headache, with regular overuse of crisis treatments for > 3 months, regardless of the type of medication.",D
OIC-099-05-A,Positive diagnosis,Which of the following is NOT part of the ICHD-3 Diagnostic Criteria for Facial Vascular Pain?,At least five attacks lasting 15 to 180 minutes,"Severe to very severe unilateral orbital, supraorbital, and/or temporal pain",Presence of dysautonomic signs such as conjunctival injection and/or lacrimation,Seizure frequency of 1 every 2 days to 8/day in the active period,E
OIC-099-14-A,Management,"Which medication is considered first-line treatment for Trigeminal Neuralgia and should be taken 2 or 3 times a day, 1/2 hour before meals?",Oxcarbamazepine,Lamotrigine,Carbamazepine,Gabapentin,C
OIC-242-13-B,Management,"Which of the following is NOT a recommended treatment option for hyperthyroidism, according to the provided educational content?",Total thyroidectomy with subsequent hormone replacement therapy,Radioactive iodine therapy in the absence of contraindications,High-dose synthetic antithyroid drugs without monitoring for side effects,Beta-blockers to manage symptoms like tachycardia and tremors,C
OIC-242-07-B,Positive diagnosis,Which of the following is a specific biological sign used in the positive diagnosis of Graves' disease?,Elevated liver enzymes,Leukopenia with relative lymphocytosis,Lower cholesterol and triglyceride levels,High titre of TSH receptor antibodies,D
OIC-242-12-B,Positive diagnosis,Which of the following statements accurately describes the diagnostic criteria for iatrogenic hyperthyroidism caused by amiodarone?,"Patients exhibit elevated TSH and T4L concentrations, with no pre-existing thyroid pathology.","Patients show a slightly elevated T4L concentration due to inhibition of T4 deiodase, normal TSH and T3L concentrations, and may have pre-existing nodular thyroid pathology.","Patients experience a prolonged saturation of the thyroid with iodine, leading to hypothyroidism in 10% of cases.",Patients treated with amiodarone will always exhibit symptoms of hyperthyroidism regardless of TSH receptor antibodies presence.,B
OIC-242-02-B,Epidemiology,"What is the prevalence range of hyperthyroidism worldwide, and which gender is more affected by it?","0.1% to 1.5% for all causes combined, men are more affected","0.2% to 1.9% for all causes combined, women are more affected","0.5% to 2.0% for all causes combined, men and women are equally affected","1.0% to 2.5% for all causes combined, women are less affected",B
OIC-242-03-A,Positive diagnosis,Which of the following is NOT a clinical sign associated with hyperthyroidism in adults?,Exophthalmos,Muscular hypertrophy,Tachycardia at rest,Weight loss with preserved appetite,B
OIC-242-05-B,Positive diagnosis,Which of the following is a serious complication of Basedowian Ophthalmopathy that can potentially lead to blindness?,Corneal abrasion,Optic nerve neuropathy,Retinal detachment,Glaucoma,B
OIC-242-08-B,,Which imaging technique is considered crucial for the etiological diagnosis of hyperthyroidism?,MRI of the brain,Ultrasound of the thyroid,X-ray of the chest,CT scan of the abdomen,B
OIC-242-10-A,Positive diagnosis,Which of the following is the primary diagnostic criterion for Graves' disease when orbitopathy is not present?,High concentration of TSH receptor antibodies in plasma,Diffuse and homogeneous hyperfixation of the isotope on thyroid scintigraphy,Hypoechoic gland with diffuse hypervascularisation on thyroid ultrasound-doppler,Presence of orbitopathy,A
OIC-242-11-A,Positive diagnosis,Which of the following is a correct diagnostic criterion for a hypersecreting nodule or toxic multinodular goitre?,High TSH levels with decreased T4 and T3 levels.,"Presence of a single hyperfixing area on scintigraphy, indicating a toxic adenoma.",Absence of nodules on thyroid ultrasound.,"Checkerboard pattern on scintigraphy, indicating multiple toxic nodules.",D
OIC-242-01-A,Definition,What does hyperthyroidism specifically refer to?,The deficiency of thyroid hormones due to underactive thyroid gland.,The excess production of thyroid hormones linked to the hyperfunction of the thyroid gland.,The normal production of thyroid hormones with no impact on the body.,The excess release of thyroid hormones due to thyroid gland removal.,B
OIC-242-09-A,Etiologies,What are the three most common etiologies of hyperthyroidism?,"Graves' disease, Hashimoto's thyroiditis, and thyroid cancer","Graves' disease, toxic multinodular goitre, and toxic adenoma","Graves' disease, thyroid nodules, and iodine deficiency","Graves' disease, thyroiditis, and thyroid hormone resistance",B
OIC-242-04-A,Identification of the emergency,Which of the following best describes the clinical signs of an acute thyrotoxic crisis?,"Mild symptoms of hyperthyroidism, such as weight gain and fatigue, that resolve without intervention.","A sudden onset of symptoms like fever, dehydration, cardiovascular, and neuropsychological disorders, potentially life-threatening.","A gradual worsening of hypothyroidism symptoms, such as cold intolerance and lethargy, requiring long-term medication.",A stable state of hyperthyroidism with no significant changes in symptoms or health status.,B
OIC-242-06-A,Positive diagnosis,"When interpreting hormone assays for hyperthyroidism, which of the following steps is appropriate if TSH levels are low?",Conduct a second-line T3L assay immediately.,Assume peripheral hyperthyroidism and proceed with no further testing.,Conduct a second-line T4L assay to assess the severity of thyrotoxicosis.,Increase TSH levels artificially to confirm hyperthyroidism.,C
OIC-070-03-B,,"What is the prevalence of negative symptomatology, such as withdrawal and apathy, in elderly patients with dementia?",25%,50%,75%,90%,B
OIC-070-10-B,Management,"When prescribing psychotropic drugs to elderly patients, which of the following is the recommended approach to minimize risks and ensure tolerance?",Start with full doses and increase rapidly as needed.,Use multiple drugs from different classes to cover all possible symptoms.,"Begin with half the dose of a young adult, increase gradually, and avoid combining drugs.",Prescribe tricyclic antidepressants as they are the most effective.,C
OIC-070-02-B,Epidemiology,What is the prevalence of depressive episodes in individuals over the age of 65?,0.6%,1 to 4%,1%,More than 10%,B
OIC-070-07-B,Positive diagnosis,"When diagnosing psychological disorders in the elderly, which of the following conditions should be eliminated from differential diagnosis according to the provided educational content?",Mood disorders with psychotic features,Psychobehavioural symptoms of dementia,Neurodegenerative pathologies with BPSD,All of the above,D
OIC-070-09-A,Management,"When prescribing anxiolytics and hypnotics to elderly patients, which of the following guidelines should be followed to minimize iatrogenic risks?",Prescribe high doses for extended periods to ensure efficacy.,Use benzodiazepine-like hypnotics as a first-line treatment for chronic insomnia.,"Prescribe low doses, limit prescription duration to 4 weeks, and use drugs with short or intermediate half-lives.",Avoid setting an end date for treatment and do not monitor for tolerance or adverse effects.,C
OIC-070-05-A,Positive diagnosis,Which of the following is a characteristic feature of atypical depression in the elderly?,Increased psychotic symptoms compared to young adults,"General, non-psychiatric symptoms such as pain and cognitive complaints",Less frequent disorganization and negative symptoms,Higher tolerance to alcohol use disorder,B
OIC-070-06-A,Positive diagnosis,Which of the following is NOT considered a common symptom of Behavioral and Psychological Symptoms of Dementia (BPSD) in elderly dementia patients?,Delusions of persecution,Frequent visual hallucinations,Increased physical strength,Agitation and inversion of the nycthemeral rhythm,C
OIC-070-01-A,Definition,What is the primary focus of psychiatry for the elderly according to the WHO definition?,Treatment of physical ailments associated with aging,"Detection, treatment, assessment, and prevention of all types of psychiatric disorders in the elderly",Management of late-onset psychiatric disorders exclusively,"Psychological support for individuals over the age of 65, regardless of psychiatric conditions",B
OIC-070-08-B,Additional examinations,"Which of the following is NOT a recommended additional examination for assessing psychological disorders in the elderly, according to the provided educational content?",CBC (Complete Blood Count),ECG (Electrocardiogram),MRI (Magnetic Resonance Imaging),Urine dipstick,C
OIC-070-04-B,Epidemiology,"Which of the following is considered the first-line treatment for mood disorders in the elderly, according to the provided educational content?",Serotonergic antidepressants,Thymoregulators,Second-generation antipsychotics,Non-drug approaches,A
OIC-124-02-B,Epidemiology,"What is the median age range for natural menopause in the European population, and what percentage of women experience menopause before the age of 45?",Median age 40-45 years; 20-30% before age 45,Median age 50-51.5 years; 10-15% before age 45,Median age 55-60 years; 5-10% before age 45,Median age 60-65 years; 25-30% before age 45,B
OIC-124-01-A,Definition,What is the primary definition of menopause according to the WHO 1996 definition?,A temporary cessation of menstruation due to lifestyle changes.,A permanent cessation of menstruation resulting from a loss of ovarian follicular activity.,A period of one year of amenorrhoea with no physiological or pathological cause in a woman under 45.,A reversible condition characterized by irregular menstrual cycles and hot flushes.,B
OIC-124-09-B,,Which of the following statements accurately describes the administration of hormonal treatment for menopause (THM)?,Estrogens should be administered orally exclusively to avoid the first-pass hepatic effect.,Progestogens are not necessary in hormone replacement therapy (HRT) for non-hysterectomized women.,Estrogens can be administered parenterally to reduce the risk of venous thromboembolism and stroke.,The progestogen sequence in treatment regimens should be less than 7 days per cycle to prevent endometrial hyperplasia.,C
OIC-124-16-B,,How does testicular function change with age according to the provided educational content?,Testosterone secretion increases due to enhanced steroidogenesis.,Testosterone secretion decreases due to reduced steroidogenesis and GnRH secretion.,"Testosterone secretion remains constant, but androgen receptors increase on target tissues.","Testosterone secretion decreases, but androgen receptors are unaffected.",B
OIC-124-06-B,Positive diagnosis,Which of the following scenarios is most indicative of atypical hot flushes (BVMs) rather than typical hot flushes associated with menopause?,A woman experiences hot flushes that subside after starting menopausal hormone treatment.,A woman has hot flushes that occur mainly at night and have been present since she entered peri-menopause.,A woman experiences hot flushes that reappear several years after menopause and are accompanied by headaches and palpitations.,A woman has hot flushes that occur during the day and are triggered by high temperatures or emotional stress.,C
OIC-124-08-B,,What is the primary method used to diagnose postmenopausal osteoporosis?,Measurement of bone mineral density using dual-energy X-ray absorptiometry (DEXA) with a T-score < -2.5.,Blood tests for estrogen levels.,Genetic testing for bone density-related genes.,Physical strength tests to assess muscle mass.,A
OIC-124-04-A,Positive diagnosis,Which of the following is a key clinical element for the positive diagnosis of menopause?,Amenorrhea for at least 6 months,Amenorrhea for at least 12 months,Presence of climacteric symptoms for at least 6 months,Amenorrhea occurring before the age of 40,B
OIC-124-12-B,Management,What is the recommended duration of HRT for women with Premature Ovarian Failure (POI) to minimize the risk of breast cancer?,Until the age of 50,Until the age of 60,"Indefinitely, without a specified age limit",Only during the first year after diagnosis,B
OIC-124-07-A,Positive diagnosis,Which of the following symptoms is directly attributable to estrogen deficiency during menopause?,Irritability,Weight gain with a feeling of swelling,Sleep disorders,Abnormal vaginal discharge,C
OIC-124-05-A,Positive diagnosis,Which of the following is NOT a symptom directly associated with estrogen deficiency during climacteric syndrome?,Vasomotor flushing,Insomnia,Increased muscle mass,Vulvovaginal dryness,C
OIC-124-11-B,,In which of the following situations is the non-oral route of administration for Hormone Replacement Therapy (HRT) considered necessary?,A) A woman with a history of migraines,B) A man experiencing andropause,C) A woman with hypertriglyceridaemia,D) A man with low testosterone levels,C
