id,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-265-11-A,Additional tests,What biological test is NOT typically performed as an initial step in diagnosing renal colic?,Urine dipstick,CBC,Ionogram,Blood cultures,d
OIC-099-09-A,Positive diagnosis,What type of pain is typically associated with acute pulpitis?,"Pulsating, violent, long-lasting pain radiating throughout the oral cavity","Sharp, radiating, homolateral pain, initially provoked and then spontaneous","Stabbing, sometimes intense pain, aggravated by lying down and heat","Continuous pain, sometimes sleepless, exacerbated by eating certain foods",b
OIC-099-10-A,Positive diagnosis,What is a positive clinical feature that can help diagnose auricular headaches?,Ear infections are directly linked to auricular headaches.,Auricular headaches are always caused by external or middle ear pathology.,"Reflex otalgia, which is pain in the ear without an actual infection, can be a sign of ENT cancer.",Auricular headaches only occur on one side of the head.,c
OIC-099-04-A,Positive diagnosis,What are the diagnostic criteria for Migraine Without Aura (MSA) according to the ICHD-3?,At least 5 attacks meeting criteria B-D,"Headache attacks lasting 4-72 hours and at least two of the following characteristics: unilateral topography, pulsatile type, moderate or severe intensity, aggravated by or leading to avoidance of routine physical activities","During the headache, at least one of the following: nausea and/or vomiting, photophobia and phonophobia",Is not better explained by another ICHD-3 diagnosis,b
OIC-099-06-A,Positive diagnosis,What type of pain is typically associated with essential or idiopathic trigeminal neuralgia?,Continuous burning pain,Electric discharge pain triggered by specific areas of skin,Painful neuropathy with paresthesia and hypoesthesia,"Severe, intense pain that can be triggered by speech or laughter",d
OIC-099-07-A,Positive diagnosis,"What happens when a patient has both migraines and episodic tension headaches, with more than 15 days of headaches per month?",The diagnosis of tension headache takes precedence.,Migraine diagnosis is made regardless of the number of days of headaches.,Chronic migraine diagnosis requires only 8 days of migrainous headaches per month.,Tension headache diagnosis is made if migraines occur less than 15 days per month.,b
OIC-099-16-A,,What is the recommended approach to prescribing oral contraception for a woman with migraine?,Prescribe oestroprogestogenic oral contraceptives regardless of migraine type,Check for migraine and determine whether it's without aura or with aura before assessing arterial risk factors,Contraindicate all types of contraception due to the increased risk of cerebral infarction,Prescribe pure progestogens only if the woman has a family history of stroke or myocardial infarction,b
OIC-099-08-A,Positive diagnosis,What is idiopathic facial pain?,Chronic pain with local causes,"Pain without a known cause, often associated with anxiety and depression",A type of migraine with facial expression,Trigeminal neuralgia caused by an ENT tumor,b
OIC-099-01-B,Epidemiology,What percentage of adults worldwide have had at least one headache in the previous twelve months?,10-20%,50-75%,80-90%,95-100%,b
OIC-099-15-B,Management,What is the recommended dosage for triptans during a migraine attack?,1 unit at the start of an attack,"2 units at the start of an attack, repeatable if necessary (maximum 3 per day)","3 units at the start of an attack, repeatable if necessary (maximum 4 per day)","4 units at the start of an attack, repeatable if necessary (maximum 5 per day)",a
OIC-099-02-B,Physiopathology,What percentage of the population experiences migraine without aura?,3-6%,90%,6-10%,50%,c
OIC-099-03-A,Positive diagnosis,What is the primary characteristic that distinguishes a chronic daily headache (CCQ) from episodic headaches?,< 15 days/month,> 4 hours,Episodic vs. continuous pain,Age of onset < 50 years,c
OIC-099-11-B,Complementary examinations,What is a first-line investigation for facial pain if dental pain is present?,Full ENT examination,CT scan of the face and sinuses without injection,Dental panoramic,Biopsy of buccal mucosa,c
OIC-099-12-A,Etiologies,What is a common trigger for migraines?,Only hormonal changes,"Alcohol, catamenial period, and intense physical effort are examples of triggers that can cause migraines.",Hormonal changes are the only real triggers for migraines.,None of the above,b
OIC-099-13-A,Etiologies,What is the primary criterion for diagnosing Medication-Abuse Headache (MAC) in patients with pre-existing headaches?,Headache occurring ≥ 15 days/month,Regular overuse of crisis treatments for > 3 months,Is not better explained by another diagnosis of ICHD-3,Patient's age and sex,b
OIC-099-05-A,Positive diagnosis,What is a characteristic feature of Algie vasculaire de la face (AVF) seizures?,Lasting more than 3 hours,"Strictly unilateral periorbital seizures, very intense but short",Occurring at fixed times every day,Recurring over the long term with no remission of more than three months,b
OIC-099-14-A,Management,What is the primary goal of background treatment for migraines?,To relieve headache symptoms immediately,To reduce frequency and severity of seizures by 50% for episodic migraine and 30% for chronic migraine,To manage rebound headache and residual seizures in patients with drug abuse,To provide long-term pain relief through medication,b
OIC-242-13-B,Management,What is a key consideration when treating hyperthyroidism?,Treatment should always be done on an inpatient basis.,Symptomatic treatment can be used for all types of hyperthyroidism.,The choice of treatment depends on the cause and context of the hyperthyroidism.,Graves' disease is never treatable during pregnancy.,c
OIC-242-07-B,Positive diagnosis,What is a non-specific biological sign of Graves' disease?,High cholesterol levels,Elevated liver enzymes and leukoneutropenia,Low TSH receptor antibody titre,Aggravation of associated diabetes,b
OIC-242-12-B,Positive diagnosis,What is the primary mechanism by which amiodarone causes thyrotoxicosis?,Amiodarone induces a very prolonged saturation (9 to 12 months) of the thyroid with iodine.,"Amiodarone inhibits T4 deiodase, leading to increased T4L concentration.",Amiodarone causes thyroiditis and releases preformed thyroid hormones.,Amiodarone increases TSH receptor antibodies.,a
OIC-242-02-B,Epidemiology,What is the estimated range of prevalence of hyperthyroidism worldwide?,0.5-3%,0.2%-1.9%,1%-4%,5%-10%,b
OIC-242-03-A,Positive diagnosis,What is a common symptom of hyperthyroidism in adults?,Muscular weakness leading to muscular fatigability,Weight gain with increased appetite,Dyspnea on exertion due to cardiac issues,Agitation and sleep disorders are not typically associated with hyperthyroidism,a
OIC-242-05-B,Positive diagnosis,What is a possible complication of Dysthyroid Ophthalmopathy?,Blindness due to compression of the optic nerve,Muscle weakness in one or more periorbital muscles,Corneal damage and exposure keratitis from non-reducible exophthalmos,Vision loss due to inflammation of the eye muscles,c
OIC-242-08-B,,What is a key role of thyroid scintigraphy in diagnosing hyperthyroidism?,To measure TSH levels,To visualize the thyroid gland's structure,To identify the source of excess thyroid hormone production,To rule out other endocrine disorders,c
OIC-242-10-A,Positive diagnosis,What is the primary basis for diagnosing Graves' disease when there is no orbitopathy?,High levels of anti-TSH receptor antibodies,Low levels of TSH receptor antibodies,Presence of thyroid nodules,Absence of thyroid nodules,a
OIC-242-11-A,Positive diagnosis,What type of thyroid condition is characterized by the presence of a single hypersecreting nodule?,Toxic multinodular goitre,Hyperthyroidism due to a toxic adenoma,Graves' disease with multiple nodules,Subclinical hypothyroidism,b
OIC-242-01-A,Definition,What is the primary focus of hyperthyroidism?,The consequences of excess thyroid hormones on target tissues,The release of thyroid hormones due to inflammation or injury,Hyperproduction of thyroid hormones by the thyroid gland,Exogenous supply of thyroid hormones,c
OIC-242-09-A,Etiologies,What is the most common etiology of hyperthyroidism?,Toxic multinodular goitre,Graves' disease (autoimmune),Toxic adenoma,Thyroiditis,b
OIC-242-04-A,Identification of the emergency,What is a characteristic of an acute thyrotoxic crisis?,It occurs only in patients with hypothyroidism.,"It is characterized by worsening hyperthyroid symptoms, including fever and dehydration.",It is rare and typically occurs after thyroid hormone replacement therapy.,It is a normal response to thyroid surgery.,b
OIC-242-06-A,Positive diagnosis,What happens to the TSH level in cases of peripheral hyperthyroidism?,TSH increases,TSH decreases,TSH remains unchanged,TSH is always collapsed,d
OIC-070-03-B,,What percentage of patients with Alzheimer's disease or other dementias experience negative symptomatology?,20%,50%,80%,90%,b
OIC-070-10-B,Management,"When prescribing psychotropic drugs to elderly patients, what should be the initial dose adjustment?",Double the dose of a young adult,Start at half the dose of a young adult and increase gradually when necessary,Increase the dose by 50% every week,Use the same dose as for adults,b
OIC-070-02-B,Epidemiology,What percentage of individuals over 65 experience depressive episodes?,5-10%,1-4%,10-15%,20-25%,b
OIC-070-07-B,Positive diagnosis,"When diagnosing psychiatric disorders in the elderly, what should be eliminated from consideration?",Mood disorders with psychotic features,Non-psychiatric medical pathologies such as neurological or cardiovascular disorders,Psychobehavioural symptoms of dementia and non-psychotic substance-induced symptoms,All the above,c
OIC-070-09-A,Management,How should anxiolytics and hypnotics be prescribed for elderly patients?,Prescribe high doses.,Limit prescription duration to 4 weeks and use short/intermediate half-life molecules.,Avoid benzodiazepine-like hypnotics altogether due to the risk of falls and fractures.,Use continuous prescriptions for chronic conditions.,b
OIC-070-05-A,Positive diagnosis,What type of depressive episode in the elderly should be suspected if non-psychiatric symptoms are present?,Atypical depression,Characterized depressive episode,Bipolar disorder,Schizophrenia,b
OIC-070-06-A,Positive diagnosis,What are the primary components of a systematic assessment of psycho-behavioural symptoms in dementia (BPSD)?,"Type of BPSD, context, severity, and impact only.","Aetiological investigation, general medical examination, and consideration of stress factors.","Diagnostic approach, type of BPSD, context, severity, and impact, as well as aetiological investigation and general medical examination.","Type of BPSD, context, severity, and impact, along with pain, bladder globe, faecal impaction, infection, change of environment, and stress factors.",c
OIC-070-01-A,Definition,What is the primary focus of psychiatry in the elderly?,Diagnosing and treating only dementia-related symptoms,Assessing and preventing all types of psychiatric disorders in the elderly,Treating late-onset psychiatric disorders that began at age 65 or older,Providing only medical treatment for physical health issues,b
OIC-070-08-B,Additional examinations,What is a key aspect of clinical assessment in the elderly?,Only psychiatric conditions,Non-psychiatric co-morbidities such as pain and cardiovascular pathologies,Only anxiety disorders and addictions,Only neurological diseases,b
OIC-070-04-B,Epidemiology,What is a primary consideration when treating mood disorders in elderly patients?,Serotonergic antidepressants as first-line treatment,Thymoregulators for bipolar disorder only,Second-generation antipsychotics for psychotic disorders only,Non-drug approaches for all psychiatric conditions,a
OIC-124-02-B,Epidemiology,What is the typical age range for natural menopause in the European population?,40-44 years,50-51.5 years,55-57 years,65-67 years,b
OIC-124-01-A,Definition,What is the primary definition of menopause?,A temporary cessation of menstruation,A period of consecutive amenorrhoea lasting 12 months with no obvious cause,The onset of hot flushes and vaginal dryness in a woman over 45,"The end of perimenopause, marked by one year of amenorrhoea",b
OIC-124-09-B,,What is the primary purpose of combining estrogens with a progestogen in menopausal hormone therapy (MHT)?,To treat osteoporosis,To prevent endometrial cancer induced by estrogen treatments alone,To reduce the risk of venous thromboembolism and stroke associated with oral estrogens,"To alleviate symptoms of hot flushes, vaginal dryness, mood, and sleep disorders",b
OIC-124-16-B,,What happens to testosterone secretion by Leydig cells during aging?,Increases due to improved GnRH secretion,Decreases due to reduced steroidogenesis overall,Remains stable as androgen receptors are not affected,Is restored through increased LH secretion,b
OIC-124-06-B,Positive diagnosis,"What type of hot flushes are characterized by a sudden onset of heat accompanied by sweating, interfering with sleep?",Atypical Hot Flushes,Typical Motor Flushes,Premature Ovarian Failure (POF) related Flushing,Age-related Androgen Deficiency (AAD) related Flushing,b
OIC-124-08-B,,What is the primary effect of estrogen deficiency on bone density during menopause?,"Osteoclastic activity increases, leading to accelerated bone loss","Bone formation outpaces bone resorption, resulting in increased bone density",There is no significant change in bone density due to estrogen deficiency,Estrogen deficiency leads to an increase in bone mass and strength,a
OIC-124-04-A,Positive diagnosis,What is the primary basis for a positive diagnosis of menopause?,Biological confirmation through hormone assays,Clinical symptoms and age around 50,Hysterectomy and climacteric symptoms,FSH levels above 30 IU/ml,b
OIC-124-12-B,Management,What is the recommended duration for starting HRT in women with natural menopause or premature ovarian failure to minimize cardiovascular risks?,More than 10 years after menopause,Within 10 years of menopause,At any age before menopause,After the age of 60,b
OIC-124-07-A,Positive diagnosis,What is the primary symptom directly attributable to estrogen deficiency in menopause?,Vasomotor flushing,**Sleep disorders**,Weight gain,Irritability,b
OIC-124-05-A,Positive diagnosis,What is the primary cause of climacteric symptoms?,Hormonal imbalance,Estrogen deficiency only,Premature ovarian failure or andropause,Age-related testosterone decline,b
OIC-124-11-B,,Why is HRT often administered via a non-oral route?,To increase absorption of hormones,Due to metabolic conditions such as hypertriglyceridaemia or hypertension,To enhance the effectiveness of hormone replacement therapy,Because it's more convenient for patients,b
OIC-124-18-B,,What is a common differential diagnosis for age-related androgen deficiency?,Pituitary adenoma,Haemochromatosis,Natural ageing,Hypothyroidism,c
OIC-124-13-B,Management,What is a recommended dietary measure for menopausal women?,Increase protein intake,Maintain moderate carbohydrate and fat energy intake,Avoid all types of sugar,Follow a low-carb diet,b
OIC-124-10-B,,What additional examination should NOT be performed before prescribing HRT to a post-menopausal woman?,Bone densitometry,Lipid profile analysis (SD-195),Utero-ovarian ultrasound,Mammogram,c
OIC-124-15-A,Definition,What is the preferred term for age-related androgen deficiency?,Andropause,Age-related testosterone deficiency syndrome,Premature ovarian failure,Menopause,b
OIC-124-03-B,,What is the primary diagnostic criterion for premature ovarian failure (POI)?,<25 IU/l,> 25 IU/l,FSH < 20 pg/ml,Estradiol > 20 pg/ml,b
OIC-124-19-B,Physiopathology,What is a common short-term symptom of untreated age-related androgen deficiency (ALAD)?,Increased risk of cardiovascular disease.,Reduced libido and erectile dysfunction.,Weight gain and metabolic syndrome.,Improved bone density and muscle strength.,b
OIC-124-17-A,Positive diagnosis,What is the primary indicator used to diagnose andropause?,Total testosterone < 2.3 ng/ml,Bioavailable testosterone < 0.7 ng/ml,"SHBG, albumin, FSH/LH, and Prolactin levels",Higham score for menorrhagia severity,a
OIC-124-14-A,Positive diagnosis,A postmenopausal woman with metrorrhagia should be investigated for,HRT overdose or resumption of ovarian activity,Endometrial cancer due to obesity,Tamoxifen treatment and family history,Pelvic ultrasound alone to measure endometrium thickness,d
OIC-074-01-A,Definition,What is the definition of psychotropic drugs?,Chemical substances that affect the body's physical functions,Substances that modify mental activity and have a psychological effect,Medications used to treat specific medical conditions such as diabetes or hypertension,Natural substances found in plants and animals with no known effects on humans,b
OIC-074-24-A,Definition,What is the primary classification of psychostimulants used therapeutically in France?,Amphetamine-based,Non-amphetamine psychostimulants,Stimulant antidepressants,Sedative hypnotics,b
OIC-074-03-A,Definition,What is the main property of antipsychotics?,Antagonistic action on D1 dopamine receptors,Antagonistic action on D2 dopamine receptors,Agonistic action on serotonin receptors,Selective inhibition of acetylcholine release,b
OIC-074-04-B,Management,What is a common indication for the use of antipsychotics in elderly patients?,Severe manic episode with or without psychotic symptoms,Bipolar depressive episode (quetiapine only),Short-term symptomatic treatment of anxiety in adults when standard sedative treatments such as cyamemazine fail,Refractory insomnia for sedative products such as alimemazine,a
OIC-074-11-A,,What is a common side effect of psychotropic drugs that tends to occur early in treatment and is dose-dependent?,Persistent sexual disorders,Transient digestive effects,Severe psychiatric reactions,Long-term thymic improvement,b
OIC-074-19-A,Management,What is the recommended duration for prescribing hypnotics?,4 weeks,2 months,until symptoms resolve,as needed,a
OIC-074-13-A,Management,What is a main indication for prescribing benzodiazepine anxiolytics to elderly patients?,Treatment of severe depression,Symptomatic treatment of intense and/or incapacitating anxiety,Prevention of withdrawal syndrome in alcoholics only,Treatment of chronic pain in the elderly,b
OIC-074-02-B,Epidemiology,"According to the health barometer, what percentage of people aged 80 and over use anxiolytics?",10%,25%,17%,20%,b
OIC-074-18-A,Management,What sleep disorder is hypnotics indicated for?,Chronic insomnia,Acute transient insomnia,Sleep apnea syndrome,Narcolepsy,b
OIC-074-20-A,Management,What is a potential risk of stopping zopiclone or zolpidem?,Increased risk of overdose,Pharmacological tolerance and use disorders may occur with long-term use but are unlikely when stopped,Rebound anxiety is less likely to occur compared to benzodiazepines,No adverse effects are associated with stopping zopiclone or zolpidem,b
OIC-074-12-A,Definition,What is the primary chemical class of anxiolytics?,H1 Antihistamines,Non-benzodiazepine anxiolytics,B-blockers,Azapirones,b
OIC-074-14-A,Management,What is the recommended duration for prescribing anxiolytics?,12 weeks,4 weeks,6 months,1 year,a
OIC-074-22-B,Management,What is the primary indication for valproate in patients with bipolar disorder?,Curative treatment of a manic or depressive episode,Treatment to prevent recurrence of mania or depression,Lithium salts are more effective than valproate for treating manic episodes,Valproate is contraindicated in women of childbearing age due to its teratogenic effects,a
OIC-074-07-A,Emergency identification,"In emergency situations, where should antipsychotics be administered?",Intravenously,Orally whenever possible,Intramuscularly is preferred for agitation cases,Per rectum,c
OIC-074-15-A,Management,What is a common adverse reaction to benzodiazepines?,Increased anxiety,"Sedation, daytime sleepiness, asthenia, dizziness, impaired alertness",Nausea and headache at the start of treatment (azapirones),QT prolongation (H1 antihistamine),b
OIC-074-10-B,Management,"When initiating treatment for a patient with an anxiety disorder and a depressive episode, what type of antidepressant may be chosen?",An SSRI,A tricyclic antidepressant (TCA) like imipramine,An SRI or SNRI as first-line treatment due to better tolerability,A monoamine oxidase inhibitor (MAOI),c
OIC-074-17-A,Definition,What is the primary function of hypnotics?,To treat anxiety disorders,To induce sleep or a state close to physiological sleep,To relieve pain and inflammation,To stimulate appetite and digestion,b
OIC-074-16-A,Management,"In emergency situations, what is the preferred route of administration for benzodiazepines?",Intramuscular (IM),Oral,Intravenous (IV) only in severe cases,Subcutaneous injection,b
OIC-074-05-B,Management,What is the primary consideration when choosing an antipsychotic medication?,The drug with the most side effects,The patient's previous treatment response,The presence of metabolic disorders,The patient's age and dementia status,b
OIC-074-21-A,Definition,What is the primary clinical action of thymoregulators?,To increase the frequency and duration of manic episodes,"To reduce the frequency, duration, and intensity of thymic episodes (manic and depressive)",To treat anxiety disorders only,To induce sedation in patients,b
OIC-074-25-B,Management,What is the primary indication for prescribing methylphenidate?,Narcolepsy,Attention deficit disorder with or without hyperactivity (ADHD) in children over 6 years of age,Idiopathic hypersomnia,Alternative treatment for depression,b
OIC-074-08-A,Definition,What is the primary classification of antidepressants based on their mechanism of action?,The most commonly used classes and molecules are based on their chemical structure.,"Selective Serotonin Reuptake Inhibitors (SSRIs) primarily target serotonin receptors, while Serotonin and Norepinephrine Reuptake Inhibitors (SNRIs) target both serotonin and norepinephrine receptors.",Imipraminics are a type of antidepressant that targets the brain's reward system.,"The classification is based on their supposed mechanism of action, with different classes targeting different neurotransmitters.",d
OIC-074-06-B,Management,What is a common adverse reaction associated with psychotropic drugs?,Weight gain,Sedation and confusion in the elderly,Allergic reactions to new medications,Increased risk of stroke in elderly subjects with dementia,b
OIC-074-23-B,Management,What is a common side effect of Lithium?,Trembling (frequent),Dizziness,Weight loss,Headache,a
OIC-074-09-A,Management,What is a correct indication for prescribing psychotropic drugs?,Adjustment disorder,Neuropathic pain,Recurrent depressive disorder,Pregnancy and breastfeeding,c
OIC-074-26-B,,What is a common side effect of the psychotropic medication Modafinil?,Confusion,Anorexia (weight loss),Visual disturbances,Eosinophilia,c
OIC-332-13-A,,What is the recommended location for injecting adrenaline in a patient experiencing anaphylactic shock?,Anterior surface of the middle third of the thigh,"Lateral surface of the middle third of the thigh, in the vastus lateralis",Posterior surface of the middle third of the thigh,Medial surface of the middle third of the thigh,b
OIC-332-05-A,Positive diagnosis,What is the primary focus of etiological orientation in the initial phase of evaluating a state of shock?,Laboratory tests,Anamnestic elements and clinical findings,Imaging studies,Pathological examination,b
OIC-332-11-B,,What is the primary goal of initial symptomatic measures in cardiogenic shock?,To administer hypotensive drugs used in acute heart failure,To call the resuscitator for non-rapidly reversible symptoms and use diuretics to manage OAP (acute pulmonary edema),To perform surgical management of valvulopathy or aortic dissection immediately,To prescribe beta-blockers without shock in acute heart failure,b
OIC-332-10-B,Management,What is a primary etiology of septic shock?,Hypovolemic,Cardiogenic,Anaphylactic,All of the above,a
OIC-332-09-A,Management,What is the primary goal of blood transfusion in haemorrhagic shock?,To correct hypothermia,To restore normal coagulation factors,To expand intravascular volume and prevent organ failure,To treat viral infections,c
OIC-332-07-B,Additional investigations,What is the primary aim of Biological Tests in investigating Haemorrhagic Shock?,To determine the cause of shock,To confirm the haemorrhage and quantify blood loss,To assess cardiac function,To evaluate liver function,b
OIC-332-02-A,Etiologies,What is the main cause of cardiogenic shock?,Hypovolemic shock,Anaphylactic shock,Pulmonary embolism,Myocardial infarction,d
OIC-332-06-B,Additional tests,What type of shock is characterized by a low venous arterial lactate level?,Cardiogenic,Anaphylactic,Hypovolaemic,Septic,a
OIC-332-08-A,Management,What is the primary goal of immediate management of a state of shock?,To provide oxygenation and ensure circulation,To stop the causal mechanism and call for help,To conduct paraclinical assessments only,To administer inotropic and/or vasoactive support immediately,a
OIC-332-01-A,Definition,What is a key indicator of shock?,A. Lactataemia > 2 mmol/L,B. Polypnoea > 22 cycles/min,C. Mottling,D. Arterial hypotension,d
OIC-332-03-B,Physiopathology,What is the primary cause of cardiac output in septic shock?,Decreased due to vasoplegia,Increased due to cardiac hyperkinesia resulting from vasoplegia,Variable due to microcirculatory shunts,Decreased due to vasoconstriction,b
OIC-332-12-B,,What is the primary management approach for a patient with obstructive shock due to pulmonary embolism?,Administer anticoagulant treatment immediately,Perform thrombolysis if the patient is stable and transportable,Use an angioscanner to diagnose and treat the condition,Exclude other diagnoses before considering treatment,b
OIC-332-04-A,Positive diagnosis,What is a key characteristic of shock that may not be immediately apparent?,Blood pressure remains normal even in the presence of cellular damage.,Tachycardia always precedes arterial hypotension in all types of shock.,Signs of peripheral hypoperfusion are only visible on the face and extremities.,Arterial hypotension is defined as a systolic pressure < 90 mmHg.,a
OIC-127-02-A,Positive diagnosis,What is the primary factor in making a positive diagnosis of benign prostatic hypertrophy (BPH)?,The presence of haematuria.,A history of urethritis and trauma to the urethra.,Lower urinary tract symptoms (LUTS) and absence of other causes.,Diabetes mellitus.,c
OIC-127-03-A,Identifying the emergency,What should be suspected in the presence of hypogastric pain and an inability to micturate in a patient with Benign Prostatic Hypertrophy (BPH)?,Acute urinary retention is unlikely.,Urinary tract infection may be present but does not require immediate management.,Macroscopic haematuria can occur but requires further investigation before treatment.,Acute renal failure is a common complication of BPH.,d
OIC-127-07-B,,What is the primary purpose of a Total PSA test?,To diagnose BPH,To detect prostate cancer and screen for BPH on an individual basis,To measure glomerular filtration rate in patients with chronic renal failure,To assess the post-micturition residue in patients with bladder complications,b
OIC-127-09-A,,A 65-year-old man presents with urinary frequency and nocturia. What is the most appropriate situation to seek specialist advice for benign prostatic hypertrophy (BPH)?,"He has a family history of BPH, so it's likely he'll develop symptoms too.","His PSA level is 10 ng/mL, indicating possible prostate cancer.",He has isolated urgency and nocturia without other urinary symptoms or risk factors.,He is taking anticholinergic medication for his BPH symptoms.,c
OIC-127-05-A,Positive diagnosis,What is the primary clinical investigation used to diagnose Benign Prostatic Hyperplasia (BPH)?,Only a physical examination of the external genital organs.,A digital rectal examination (DRE) and assessment of lower urinary tract symptoms (LUTS),"Sexual function testing, such as IEEF score 5/15",Abdominal palpation to check for acute retention of urine,b
OIC-127-01-A,,What is the primary cause of Benign Prostatic Hyperplasia (BPH)?,Inflammation of the prostate gland,Overactive bladder muscles,Continuous growth of stromal and epithelial cells in the transitional and periurethral zone of the prostate,Blockage of urine flow due to enlarged prostate,c
OIC-127-04-B,,What is a common complication of Benign Prostatic Hypertrophy (BPH) that requires surgical treatment?,Chronic urine retention,Stasis lithiasis,Obstructive renal failure,Groin hernia,a
OIC-127-06-B,Additional tests,What is the primary purpose of flowmetry in assessing Benign Prostatic Hypertrophy (BPH)?,To test for urinary tract infections and haematuria.,"To identify urinary disorders and incontinence, with a maximum flow rate < 15ml/s indicating pathology.",To assess bladder capacity and post-micturition residue using ultrasound or Bladder Scan.,To evaluate menorrhagia severity using the Higham score.,b
OIC-127-08-B,Management,What is the primary mode of action of alpha-receptor blockers in treating Benign Prostatic Hypertrophy (BPH)?,Improves urinary flow by relaxing the smooth muscles of the prostate and bladder neck.,Blocks the conversion of testosterone to dihydrotestosterone.,Relaxes the urethral sphincter to improve urine flow.,Increases the production of prostaglandins to reduce prostate size.,a
OIC-190-07-B,Complementary examinations,What is the primary purpose of performing blood cultures before initiating antibiotic treatment in cases of prolonged fever?,To identify the underlying cause of the fever,To confirm the presence of a bacterial infection,To monitor the effectiveness of antibiotics,To rule out viral infections,b
OIC-190-04-A,Etiologies,What is a common cause of prolonged fever in children?,Viral hepatitis A,Malaria (recurrence),Tuberculosis,HIV infection,b
OIC-190-05-A,Etiologies,What are some common causes of prolonged fever in children?,Only cancers and inflammatory diseases,"Medicines, rare causes like hyperthyroidism, and autoimmune diseases","Infections, allergies, and viral illnesses",Only haemopathies and systemic lupus in children,b
OIC-190-02-A,Etiologies,What are the three main categories of causes of prolonged fever?,"Infectious, Genetic, and Autoimmune","Neoplastic, Inflammatory, and Allergic","Infectious, Neoplastic, and Non-infectious inflammatory","Genetic, Inflammatory, and Environmental",c
OIC-190-03-A,Etiologies,What is the primary purpose of a physical examination in the investigation of prolonged fever?,To gather information about the patient's medical history,To assess the patient's vital signs and perform targeted organ examinations,To take a detailed medical history from the patient or their family members,To order laboratory tests to confirm the diagnosis,b
OIC-190-01-A,,What defines a 'classic' prolonged fever?,Temperature ≥ 38.3°C at rest for ≥ 3 weeks,No cause identified after hospitalization and three consultations with a doctor,Duration of ≥ 3 weeks without any medical condition or illness,Temperature ≥ 38°C on several occasions for ≥ 3 weeks in a patient with no particular medical condition,d
OIC-190-06-B,Additional examinations,What is typically done as a first-line examination in cases of prolonged fever?,Chest X-ray and abdominal ultrasound,Thoraco-abdomino-pelvic CT with injection,Trans-thoracic echocardiography,Bone scan,a
OIC-312-01-B,Epidemiology,What is the estimated number of new breast cancer cases in France each year?,"58,000","60,000","70,000","80,000",a
OIC-312-05-A,Positive diagnosis,What is recommended for all women aged 25 and above?,Annual mammogram,Clinical breast examination every year,Screening mammogram every 5 years,Ultrasound screening annually,b
OIC-312-04-A,Physiopathology,Where do breast cancer cells typically spread first?,Through the bloodstream to other organs,By direct contact with nearby tissues,To lymph nodes in the armpit and chest area,Into the surrounding muscle tissue,c
OIC-312-02-B,,What is a significant risk factor for breast cancer?,Age over 50,"Family history of breast or ovarian cancer with a known genetic predisposition (e.g., BRCA1, BRCA2)",High body mass index (BMI) after menopause,Sedentary lifestyle before menopause,b
OIC-312-03-B,Physiopathology,What is the mode of transmission of hereditary breast and ovarian cancer syndrome (HBOC)?,Autosomal dominant,Autosomal recessive,X-linked dominant,Mitochondrial inheritance,b
OIC-312-06-A,Positive diagnosis,What is the primary purpose of inspecting the skin of the breast during a clinical examination?,To check for any visible signs of cancer,To assess the overall condition and general health of the patient,To identify potential causes of nipple discharge or eczematous appearance,"To detect any abnormalities in the axillary, supra-, or sub-clavicular lymph nodes",b
OIC-312-12-A,Management,What is the primary goal of systemic treatments in breast cancer?,"To destroy distant micro-metastases that are not detected by the extension work-up, thereby reducing the risk of relapse",To increase patients' survival and improve their quality of life,To treat only the primary tumor site,To cure breast cancer in localized stages,a
OIC-312-11-B,Additional examinations,What is the primary purpose of a remote extension assessment in breast cancer?,To assess for local axillary adenopathy,To evaluate visceral or bone metastases systematically,To determine if conservative treatment is suitable,To identify sentinel lymph nodes before surgery,c
OIC-312-09-B,Additional examinations,What are the indications for performing a breast biopsy?,Only lesions classified as Bi-rads 4 and 5,Lesions classified as Bi-rads 3 in patients with BRCA mutations or those who have had a malignant lesion biopsied,Lesions that are visible on mammography but not ultrasound,Lesions that are only suspected based on clinical examination,b
OIC-312-08-A,Additional examinations,When is mammography not typically used for first-line screening?,Women over 30 years of age,Women under 40 years of age,Women with a family history of breast cancer,Women with dense breast tissue,b
OIC-312-10-B,Definition,What is a characteristic of Adenofibroma?,It occurs in postmenopausal women,"It presents as a swelling that is usually painless, well-limited, and mobile",It has a high rate of metastasis,It is typically associated with nipple discharge,b
OIC-263-07-B,Positive diagnosis,What are the two main causes of renal artery stenosis?,Atherosclerosis in young patients,Fibrodysplasia in elderly patients with hypertension,Chronic kidney disease and fibromuscular dysplasia,Cardiac arrhythmias and atheromatous stenosis,b
OIC-263-04-B,Definition,What is Haemolytic Uraemic Syndrome (HUS)?,A form of acute renal failure caused by an infection.,An acute myelosuppression syndrome that occurs in response to Shigatoxin-secreting enterobacteria.,A type of kidney disease characterized by bloody diarrhoea and anaemia.,A condition where the kidneys fail due to a lack of red blood cells.,b
OIC-263-10-B,Positive diagnosis,What is the primary presentation of renal infarction?,Severe abdominal pain and fever,Acute kidney failure and purple toes,Macroscopic haematuria and hypertension flare-up,Chronic renal failure with proteinuria,c
