id,question,option_a,option_b,option_c,option_d,correct_option
OIC-153-04-A,"Based on the following educational content, generate a multiple-choice question with four answer options where only one is correct. The question should assess understanding of the main ideas, and the options should be clear, informative, and relevant. Ensure that the distractors (incorrect options) follow a logical but incorrect interpretation, based on common misconceptions or misunderstandings of the topic.","The presence of a prosthetic valve significantly increases the risk of infective endocarditis (IE). Patients with prosthetic heart valves are classified as having a high risk of infection, with the incidence of prosthesis-related IE estimated at around 5% at 5 years. Early adverse events (AEs) occurring less than one year after implantation result from peri-operative contamination (e.g., catheter, urinary catheter, orotracheal intubation). The germs are mainly from the Staphylococcus family (Coagulase negative or Aureus).

Late infective endocarditis (IE) occurring more than one year after implantation originates from more common routes of entry for IEs (cutaneous, dental, digestive). The germs are similar to those found in AEs on native valves (Staphylococcus, Streptococcus, Enterococcus).

Clinical monitoring of patients with valve prostheses is essential. The onset of fever associated with an unknown murmur should alert the clinician. Additionally, any prolonged fever without a warning sign should prompt a search for infective endocarditis.
The diagnostic strategy for adverse reactions (ARs) on prosthetic valves is identical to that for native valves.

Antibiotic treatment is the same as for AEs involving native valves.
The indications for surgery are discussed on a case-by-case basis, with the following conditions being particularly favorable: clinically significant prosthesis dysfunction, uncontrolled infectious syndrome despite antibiotic therapy, presence of an abscess or fistula, and IE caused by Staphylococcus Aureus.

Prevention of AEs for prosthesis wearers depends primarily on clear information being provided to the patient. It is also essential to provide the patient with a valve prosthesis wearer card.
Therapeutic education is crucial, particularly regarding signs that should prompt consultation (e.g., prolonged fever, general malaise). Blood cultures should be taken systematically before any antibiotic treatment.","The presence of a prosthetic valve significantly increases the risk of infective endocarditis (IE). Patients with prosthetic heart valves are classified as having a high risk of infection, with the incidence of prosthesis-related IE estimated at around 5% at 5 years. Early adverse events (AEs) occurring less than one year after implantation result from peri-operative contamination (e.g., catheter, urinary catheter, orotracheal intubation). The germs are mainly from the Staphylococcus family (Coagulase negative or Aureus).

Late infective endocarditis (IE) occurring more than one year after implantation originates from more common routes of entry for IEs (cutaneous, dental, digestive). The germs are similar to those found in AEs on native valves (Staphylococcus, Streptococcus, Enterococcus).

Clinical monitoring of patients with valve prostheses is essential. The onset of fever associated with an unknown murmur should alert the clinician. Additionally, any prolonged fever without a warning sign should prompt a search for infective endocarditis.
The diagnostic strategy for adverse reactions (ARs) on prosthetic valves is identical to that for native valves.

Antibiotic treatment is the same as for AEs involving native valves.
The indications for surgery are discussed on a case-by-case basis, with the following conditions being particularly favorable: clinically significant prosthesis dysfunction, uncontrolled infectious syndrome despite antibiotic therapy, presence of an abscess or fistula, and IE caused by Staphylococcus Aureus.

Prevention of AEs for prosthesis wearers depends primarily on clear information being provided to the patient. It is also essential to provide the patient with a valve prosthesis wearer card.
Therapeutic education is crucial, particularly regarding signs that should prompt consultation (e.g., prolonged fever, general malaise). Blood cultures should be taken systematically before any antibiotic treatment.","The presence of a prosthetic valve significantly increases the risk of infective endocarditis (IE). Patients with prosthetic heart valves are classified as having a high risk of infection, with the incidence of prosthesis-related IE estimated at around 5% at 5 years. Early adverse events (AEs) occurring less than one year after implantation result from peri-operative contamination (e.g., catheter, urinary catheter, orotracheal intubation). The germs are mainly from the Staphylococcus family (Coagulase negative or Aureus).

Late infective endocarditis (IE) occurring more than one year after implantation originates from more common routes of entry for IEs (cutaneous, dental, digestive). The germs are similar to those found in AEs on native valves (Staphylococcus, Streptococcus, Enterococcus).

Clinical monitoring of patients with valve prostheses is essential. The onset of fever associated with an unknown murmur should alert the clinician. Additionally, any prolonged fever without a warning sign should prompt a search for infective endocarditis.
The diagnostic strategy for adverse reactions (ARs) on prosthetic valves is identical to that for native valves.

Antibiotic treatment is the same as for AEs involving native valves.
The indications for surgery are discussed on a case-by-case basis, with the following conditions being particularly favorable: clinically significant prosthesis dysfunction, uncontrolled infectious syndrome despite antibiotic therapy, presence of an abscess or fistula, and IE caused by Staphylococcus Aureus.

Prevention of AEs for prosthesis wearers depends primarily on clear information being provided to the patient. It is also essential to provide the patient with a valve prosthesis wearer card.
Therapeutic education is crucial, particularly regarding signs that should prompt consultation (e.g., prolonged fever, general malaise). Blood cultures should be taken systematically before any antibiotic treatment.","The presence of a prosthetic valve significantly increases the risk of infective endocarditis (IE). Patients with prosthetic heart valves are classified as having a high risk of infection, with the incidence of prosthesis-related IE estimated at around 5% at 5 years. Early adverse events (AEs) occurring less than one year after implantation result from peri-operative contamination (e.g., catheter, urinary catheter, orotracheal intubation). The germs are mainly from the Staphylococcus family (Coagulase negative or Aureus).

Late infective endocarditis (IE) occurring more than one year after implantation originates from more common routes of entry for IEs (cutaneous, dental, digestive). The germs are similar to those found in AEs on native valves (Staphylococcus, Streptococcus, Enterococcus).

Clinical monitoring of patients with valve prostheses is essential. The onset of fever associated with an unknown murmur should alert the clinician. Additionally, any prolonged fever without a warning sign should prompt a search for infective endocarditis.
The diagnostic strategy for adverse reactions (ARs) on prosthetic valves is identical to that for native valves.

Antibiotic treatment is the same as for AEs involving native valves.
The indications for surgery are discussed on a case-by-case basis, with the following conditions being particularly favorable: clinically significant prosthesis dysfunction, uncontrolled infectious syndrome despite antibiotic therapy, presence of an abscess or fistula, and IE caused by Staphylococcus Aureus.

Prevention of AEs for prosthesis wearers depends primarily on clear information being provided to the patient. It is also essential to provide the patient with a valve prosthesis wearer card.
Therapeutic education is crucial, particularly regarding signs that should prompt consultation (e.g., prolonged fever, general malaise). Blood cultures should be taken systematically before any antibiotic treatment.","> The presence of a prosthetic valve significantly increases the risk of infective endocarditis (IE). Patients with prosthetic heart valves are classified as having a high risk of infection, with the incidence of prosthesis-related IE estimated at around 5% at 5 years. Early adverse events (AEs) occurring less than one year after implantation result from peri-operative contamination (e.g., catheter, urinary catheter, orotracheal intubation). The germs are mainly from the Staphylococcus family (Coagulase negative or Aureus).

Late infective endocarditis (IE) occurring more than one year after implantation originates from more common routes of entry for IEs (cutaneous, dental, digestive). The germs are similar to those found in AEs on native valves (Staphylococcus, Streptococcus, Enterococcus).

Clinical monitoring of patients with valve prostheses is essential. The onset of fever associated with an unknown murmur should alert the clinician. Additionally, any prolonged fever without a warning sign should prompt a search for infective endocarditis.
The diagnostic strategy for adverse reactions (ARs) on prosthetic valves is identical to that for native valves.

Antibiotic treatment is the same as for AEs involving native valves.
The indications for surgery are discussed on a case-by-case basis, with the following conditions being particularly favorable: clinically significant prosthesis dysfunction, uncontrolled infectious syndrome despite antibiotic therapy, presence of an abscess or fistula, and IE caused by Staphylococcus Aureus.

Prevention of AEs for prosthesis wearers depends primarily on clear information being provided to the patient. It is also essential to provide the patient with a valve prosthesis wearer card.
Therapeutic education is crucial, particularly regarding signs that should prompt consultation (e.g., prolonged fever, general malaise). Blood cultures should be taken systematically before any antibiotic treatment."
OIC-006-07-A,Which of the following is NOT a component of an RMM?,"The purpose of an RMM is to implement prevention, recovery or mitigation actions.",RMMs are part of the feedback culture,They can also be used to validate CPD obligations,EIAS are undesirable events associated with care,"The purpose of an RMM is to implement prevention, recovery or mitigation actions."
OIC-006-08-A,"Which of the following statements about the organization of emergencies (SAMU, SMUR, emergency and specialized structures) and the management of an emergency call are correct?",The Samu-Centre 15 is a permanent medical listening service that determines and triggers the most appropriate response to the call in the shortest possible time. It also organizes the patient's transport and hospital reception.,"The Samu has had a call reception and regulation center (CRRA) with a single national call number since 1978, '15', to provide permanent medical assistance. This is known as the Samu-Centre 15.","Emergency Call Management: The call is initially taken by a medical regulation assistant (ARM) responsible for identifying the location of the distress, the caller, and the nature of the call. The call is then handled by a medical regulator (MR) who, while questioning the caller and, if possible, the patient himself, will determine the need for care and commit the necessary resources.","The emergency medical technician also has an advisory role, advising a witness or the patient on the actions to be taken before the arrival of first aid and/or medical resources. This assistance with actions over the telephone, in which MRAs and emergency medical technicians are trained, is particularly important in the event of a cardiac arrest.",The Samu-Centre 15 is a permanent medical listening service that determines and triggers the most appropriate response to the call in the shortest possible time. It also organizes the patient's transport and hospital reception.
OIC-006-03-A,Which of these is NOT part of the care pathway?,A. The nurse provides direct care to the patient.,B. The nurse coordinates and supervises other health professionals providing care to the patient.,"C. The nurse provides information about the patient's condition, treatment options, and expected outcomes.",D. The nurse provides education for the patient and family members on how to manage their own care.,A.
OIC-006-04-B,"The figure illustrates an example of a multi-professional care protocol from Maison médicale de la Plaine, Val-de-Reuil, sourced from Faculté de Rouen - Les ateliers de l'exercice coordonné - March 2018. What is the purpose of this document?","The figure illustrates an example of a multi-professional care protocol from Maison médicale de la Plaine, Val-de-Reuil, sourced from Faculté de Rouen - Les ateliers de l'exercice coordonné - March 2018. What is the purpose of this document?","The figure illustrates an example of a multi-professional care protocol from Maison médicale de la Plaine, Val-de-Reuil, sourced from Faculté de Rouen - Les ateliers de l'exercice coordonné - March 2018. What is the purpose of this document?","The figure illustrates an example of a multi-professional care protocol from Maison médicale de la Plaine, Val-de-Reuil, sourced from Faculté de Rouen - Les ateliers de l'exercice coordonné - March 2018. What is the purpose of this document?","The figure illustrates an example of a multi-professional care protocol from Maison médicale de la Plaine, Val-de-Reuil, sourced from Faculté de Rouen - Les ateliers de l'exercice coordonné - March 2018. What is the purpose of this document?","The figure illustrates an example of a multi-professional care protocol from Maison médicale de la Plaine, Val-de-Reuil, sourced from Faculté de Rouen - Les ateliers de l'exercice coordonné - March 2018. What is the purpose of this document?"
OIC-006-01-A,Which of these statements best describes multi-professional teamwork?,A safety barrier against adverse events.,A factor in the quality of patient care.,A factor in health and well-being at work for professionals.,A way of responding collaboratively to patient needs.,option_a
OIC-006-06-A,What is a checklist?,A list of things to do before starting an operation.,A set of instructions that must be followed by everyone involved in the procedure.,An order for someone else to perform a task.,A way of doing something without thinking about it.,a
OIC-006-02-A,Which of these methods is most appropriate to use when working in a multi-professional team?,A. A multi-professional protocol,B. Multidisciplinary consultation meetings (RCP),"C. The checklist in the operating theatre or for 'interventional' activities (endoscopy, interventional radiology, central venous catheters, chemotherapy, etc.)",D. Mortality and morbidity review (RMM),B
OIC-006-05-A,Which of these is NOT a principle of RCP?,The patient's best interests are paramount.,A multidisciplinary team should be involved in the decision-making process,All members of the team must agree on the diagnosis and treatment plan,The patient is always at the centre of care,option_a
OIC-045-09-A,Knowing the Development of Trisomy 21,"Heart disease in 40-50% of cases, including atrioventricular canal (AVC), ventricular septal defect (VSD), and atrial septal defect (ASD). Know how to look for an anomaly on cardiac auscultation.","Sleep disorders, with almost 50% experiencing obstructive sleep apnea syndrome",Hypoacusis/Deafness to be detected,Risk of congenital cataract (1%),option_a
OIC-045-10-A,Savoir évoquer le diagnostic clinique de trisomie 21 en postnatal,Epidemiology and main postnatal clinical signs of trisomy 21,Diagnosis in the neonatal period on the basis of the triad:,"Very rarely, the diagnosis may be made later (mosaic trisomy 21) based on the following factors:",Psychomotor retardation (Psychomotor development abnormality SD-115),Diagnosis in the neonatal period on the basis of the triad:
OIC-045-01-A,"Based on the following educational content, generate a multiple-choice question with four answer options where only one is correct. The question should assess understanding of the main ideas, and the options should be clear, informative, and relevant. Ensure that the distractors (incorrect options) follow a logical but incorrect interpretation, based on common misconceptions or misunderstandings of the topic.",The process by which patients or relatives at risk of a hereditary disease are advised and informed about: - The nature and consequences of the disease,Genetic counselling can take place: - Before conception (when one or both parents are carriers of a certain genetic trait or when a relative has a genetic disease),The possibility of prenatal diagnosis (management methods and options in the case of a particularly serious disease) is covered by the health insurance scheme,"In the event of positive screening, the definitive diagnosis will be made by carrying out a foetal karyotype.",option_a
OIC-045-08-B,"Based on the following educational content, generate a multiple-choice question with four answer options where only one is correct. The question should assess understanding of the main ideas, and the options should be clear, informative, and relevant. Ensure that the distractors (incorrect options) follow a logical but incorrect interpretation, based on common misconceptions or misunderstandings of the topic.

**Educational Content**

**Item Parent:** Specificities of genetic diseases (see item 9)

**Title:** Karyotype Prescription Procedures

**Description:** Prescription methods and the principle of carrying out a karyotype. Knowledge of the different karyotypic anomalies in trisomy 21.

**Rubric:** Positive Diagnosis

Trisomy 21, or Down's syndrome, is suspected clinically and confirmed chromosomally.
The test to be prescribed is a constitutional karyotype on lymphocytes: a 2 ml peripheral venous blood sample in a heparinised tube.
Parents/patients need to be informed and asked to sign a consent form with a certificate of genetic counselling.
Information must be provided on:

- The objective (purpose) of the test: diagnosis of trisomy 21.
- The nature of the test: karyotype.
- The limitations of the test: no detection of abnormalities of less than 5 megabases (Mb), weak mosaics, nucleotide variants, risk of culture failure, etc.
- The delivery time: 4-5 days in the case of trisomy 21.
- The need to inform relatives if a serious condition justifying preventive measures, including genetic counselling or care, is identified.

A Fluorescence In Situ Hybridization (FISH) study can be requested for a preliminary result within 24-48 hours.
To carry out genetic counselling, it is necessary to have the results of the karyotype to understand the mechanism causing trisomy 21.
Karyotyping can identify three types of results:

- Complete and homogeneous free trisomy 21: 95% of cases
  - Free: 3 separate 21 chromosomes
  - Complete: the whole of chromosome 21
  - Homogenous: in all cells

- Complete mosaic free trisomy 21: 2-3% of cases
  - Mosaic: two cell populations, cells with three 21 chromosomes and cells with two 21 chromosomes

- Complete trisomy 21 by Robertsonian translocation: 2-3% of cases
  - Robertsonian translocation: fusion of two acrocentric chromosomes. The most common example is a fusion between chromosome 14 and 21.
Note: Partial trisomy 21 can be identified by an unbalanced translocation involving part of chromosome 21 and part of another chromosome.
For a person with trisomy 21, there is no phenotypic difference depending on the chromosomal anomaly, except in the case of weak mosaics (less than 50%) and partial trisomy 21.","Complete and homogeneous free trisomy 21: 95% of cases
Free: 3 separate 21 chromosomes
Complete: the whole of chromosome 21
Homogenous: in all cells","Complete mosaic free trisomy 21: 2-3% of cases
Mosaic: two cell populations, cells with three 21 chromosomes and cells with two 21 chromosomes
Complete trisomy 21 by Robertsonian translocation: 2-3% of cases
Robertsonian translocation: fusion of two acrocentric chromosomes. The most common example is a fusion between chromosome 14 and 21.
Note: Partial trisomy 21 can be identified by an unbalanced translocation involving part of chromosome 21 and part of another chromosome.
For a person with trisomy 21, there is no phenotypic difference depending on the chromosomal anomaly, except in the case of weak mosaics (less than 50%) and partial trisomy 21.","Complete and homogeneous free trisomy 21: 95% of cases
Free: 3 separate 21 chromosomes
Complete: the whole of chromosome 21
Homogenous: in all cells","Complete mosaic free trisomy 21: 2-3% of cases
Mosaic: two cell populations, cells with three 21 chromosomes and cells with two 21 chromosomes
Complete trisomy 21 by Robertsonian translocation: 2-3% of cases
Robertsonian translocation: fusion of two acrocentric chromosomes. The most common example is a fusion between chromosome 14 and 21.
Note: Partial trisomy 21 can be identified by an unbalanced translocation involving part of chromosome 21 and part of another chromosome.
For a person with trisomy 21, there is no phenotypic difference depending on the chromosomal anomaly, except in the case of weak mosaics (less than 50%) and partial trisomy 21.","Complete and homogeneous free trisomy 21: 95% of cases
Free: 3 separate 21 chromosomes
Complete: the whole of chromosome 21
Homogenous: in all cells"
OIC-045-20-A,Which of the following statements best describes the clinical signs of Fragile X syndrome?,Fragile X syndrome is characterized by intellectual disability and a characteristic facial appearance.,"The most common presentation of Fragile X syndrome is an intellectual disability with or without other features (e.g. seizures, behavioral problems).",Fragile X syndrome is the leading cause of familial intellectual disability in males.,Fragile X syndrome is characterized by a characteristic facial appearance and intellectual disability.,option_b
OIC-045-21-B,What is the main idea of this educational content?,"Premutations are involved in pathology, and family members are exposed to different risks depending on their genetic status and sex. The pathological mechanism of premutations is toxicity (gain of function) in nervous and ovarian tissue.","Premutations are involved in pathology, and family members are exposed to different risks depending on their genetic status and sex. Premutations are associated with a gain of function in the nervous system and ovarian tissue.","Premutations are involved in pathology, and family members are exposed to different risks depending on their genetic status and sex. Premutations are associated with a loss of function in the nervous system and ovarian tissue.","Premutations are involved in pathology, and family members are exposed to different risks depending on their genetic status and sex. Premutations are associated with a gain or loss of function in the nervous system and ovarian tissue.","Premutations are involved in pathology, and family members are exposed to different risks depending on their genetic status and sex. Premutations are associated with a gain of function in the nervous and ovarian tissues."
OIC-045-17-A,Which of these statements is correct? Select one.,A chest X-ray is recommended at least once a year and in the event of any new symptoms.,"In the event of an emergency or worsening of the condition, this echodoppler may be supplemented by an abdominal MRI or CT scan.",A liver and digestive ultrasound Doppler is recommended once a year.,"A chest X-ray is recommended at least once a year and in the event of any new symptoms. In the event of an emergency or worsening of the condition, this echodoppler may be supplemented by an abdominal MRI or CT scan.",b
OIC-045-18-A,Which of the following is not a manifestation of Fragile X syndrome?,"Psychomotor retardation, language delay (","Moderate to severe intellectual disability (IQ < 50),","Attention deficit, hyperactivity, impulsivity, intolerance to frustration","Anxiety, shyness (eye avoidance) (",Autism spectrum disorder in 50% of patients (
OIC-045-02-B,Knowing the Repercussions of the Diagnosis of a Genetic Disease in a Family,The diagnosis of a genetic disease is not always fatal. The child can still live a normal life.,"The diagnosis of a genetic disease is often fatal for the child, who will die before reaching adulthood.","The diagnosis of a genetic disease is often fatal for the parents and siblings, but it does not necessarily mean that the child will be affected. The child can still live a normal life.","The diagnosis of a genetic disease is often fatal for the parents and siblings, but it does not necessarily mean that the child will be affected. The child can still live a normal life.",option_c
OIC-045-12-B,"Based on the following educational content, generate a multiple-choice question with four answer options where only one is correct. The question should assess understanding of the main ideas, and the options should be clear, informative, and relevant. Ensure that the distractors (incorrect options) follow a logical but incorrect interpretation, based on common misconceptions or misunderstandings of the topic.

Answer options must be as short as possible.","Based on the following educational content, generate a multiple-choice question with four answer options where only one is correct. The question should assess understanding of the main ideas, and the options should be clear, informative, and relevant. Ensure that the distractors (incorrect options) follow a logical but incorrect interpretation, based on common misconceptions or misunderstandings of the topic.

Answer options must be as short as possible.","Based on the following educational content, generate a multiple-choice question with four answer options where only one is correct. The question should assess understanding of the main ideas, and the options should be clear, informative, and relevant. Ensure that the distractors (incorrect options) follow a logical but incorrect interpretation, based on common misconceptions or misunderstandings of the topic.

Answer options must be as short as possible.","Based on the following educational content, generate a multiple-choice question with four answer options where only one is correct. The question should assess understanding of the main ideas, and the options should be clear, informative, and relevant. Ensure that the distractors (incorrect options) follow a logical but incorrect interpretation, based on common misconceptions or misunderstandings of the topic.

Answer options must be as short as possible.","Based on the following educational content, generate a multiple-choice question with four answer options where only one is correct. The question should assess understanding of the main ideas, and the options should be clear, informative, and relevant. Ensure that the distractors (incorrect options) follow a logical but incorrect interpretation, based on common misconceptions or misunderstandings of the topic.

Answer options must be as short as possible.","Based on the following educational content, generate a multiple-choice question with four answer options where only one is correct. The question should assess understanding of the main ideas, and the options should be clear, informative, and relevant. Ensure that the distractors (incorrect options) follow a logical but incorrect interpretation, based on common misconceptions or misunderstandings of the topic.

Answer options must be as short as possible."
OIC-045-19-B,Which of these is NOT a characteristic of fragile x syndrome? ,Fragile X syndrome is caused by an expansion in the FMR1 gene.,Fragile X syndrome is caused by a deletion in the FMR1 gene.,Fragile X syndrome is caused by a missense mutation in the FMR1 gene.,Fragile X syndrome is caused by an expansion in the CGG repeat region of the FMR1 gene.,b
OIC-045-13-A,"What is the name of the test that combines a biochemical assay of immunoreactive trypsin (IRT), which is a sensitive but not very specific marker of pancreatic damage, with a search for the most frequent mutations in the CFTR gene?",Cystic fibrosis newborn screening,Cystic fibrosis newborn screening test,Cystic fibrosis newborn screening test result,Cystic fibrosis newborn screening test result interpretation,option_a
OIC-045-16-B,Which of these is not a specific mutation?,Cystic fibrosis transmembrane conductance regulator (CFTR) mutations,Glycine-Aspartate (Gln-Glu),Protein kinase A (PKA),Serum response factor 1 (SRF1),option_a
OIC-045-15-A,Which of the following is NOT a symptom of cystic fibrosis?,Diarrhea,Constipation,Hypoproteinemia,Jaundice,Option d
OIC-045-06-B,What is the main sign of trisomy 21?,1st trimester,2nd trimester,3rd trimester,"No placental cause, heart disease",option_c
OIC-045-11-B,Knowing the natural evolution of a person with trisomy 21 throughout their life.,"The child has an axial hypotonia associated with varying degrees of medical complications. Medical complications need to be treated early, and rehabilitation needs to be started quickly. Rehabilitation can take place in the private sector or in a CAMSP (Centre d'action médico-sociale précoce for 0-6 year olds) then SESSAD (Service d'éducation spéciale et de soins à domicile, up to the age of 20).","The child has an axial hypotonia associated with varying degrees of medical complications. Medical complications need to be treated early, and rehabilitation needs to be started quickly. Rehabilitation can take place in the private sector or in a CAMSP (Centre d'action médico-sociale précoce for 0-6 year olds) then SESSAD (Service d'éducation spéciale et de soins à domicile, up to the age of 20).","The child has an axial hypotonia associated with varying degrees of medical complications. Medical complications need to be treated early, and rehabilitation needs to be started quickly. Rehabilitation can take place in the private sector or in a CAMSP (Centre d'action médico-sociale précoce for 0-6 year olds) then SESSAD (Service d'éducation spéciale et de soins à domicile, up to the age of 20).","The child has an axial hypotonia associated with varying degrees of medical complications. Medical complications need to be treated early, and rehabilitation needs to be started quickly. Rehabilitation can take place in the private sector or in a CAMSP (Centre d'action médico-sociale précoce for 0-6 year olds) then SESSAD (Service d'éducation spéciale et de soins à domicile, up to the age of 20).","The child has an axial hypotonia associated with varying degrees of medical complications. Medical complications need to be treated early, and rehabilitation needs to be started quickly. Rehabilitation can take place in the private sector or in a CAMSP (Centre d'action médico-sociale précoce for 0-6 year olds) then SESSAD (Service d'éducation spéciale et de soins à domicile, up to the age of 20)."
OIC-045-14-A,What are some common misconceptions about cystic fibrosis?,"Cystic fibrosis is a genetic disease that affects many organs in the body. It can cause severe lung problems, liver problems, and intestinal problems.","Cystic fibrosis is caused by mutations of the CFTR gene on chromosome 7. The mutation causes the protein to be defective or missing. This leads to an inability for the protein to function normally in cells that need it. Cells that need this protein are found throughout the body, including the lungs, liver, and intestines.","Cystic fibrosis is caused by mutations of the CFTR gene on chromosome 7. The mutation causes the protein to be defective or missing. This leads to an inability for the protein to function normally in cells that need it. Cells that need this protein are found throughout the body, including the lungs, liver, and intestines.","Cystic fibrosis is caused by mutations of the CFTR gene on chromosome 7. The mutation causes the protein to be defective or missing. This leads to an inability for the protein to function normally in cells that need it. Cells that need this protein are found throughout the body, including the lungs, liver, and intestines.",option_a
OIC-045-03-A,"Which of these statements is FALSE? 

1. The principle of patient autonomy is preserved in France.
2. In the case of trisomy 21 screening, the patient has the right not to know about her child's condition.
3. The principle of non-maleficence is violated by the French policy on trisomy 21 screening.
4. The principle of justice is violated by the French policy on trisomy 21 screening.",1,2,3,4,3
OIC-045-04-B,What is a foetal karyotype?,A foetal karyotype is performed on a sample of: ,Chorionic villus (CVS) between 12 and 14 weeks of amenorrhoea,Amniotic fluid (PLA) between 15 weeks of amenorrhoea and the end of pregnancy,Exceptionally on foetal blood after 24 weeks of amenorrhoea,Chorionic villus (CVS)
OIC-045-05-A,"Based on the following educational content, generate a multiple-choice question with four answer options where only one is correct. The question should assess understanding of the main ideas, and the options should be clear, informative, and relevant. Ensure that the distractors (incorrect options) follow a logical but incorrect interpretation, based on common misconceptions or misunderstandings of the topic.

**Educational Content**
**Item Parent:** Specificities of genetic diseases (see item 9)

**Title:** Know how antenatal screening for trisomy 21 is carried out

**Description:** Know the procedures for antenatal screening for trisomy 21","The course of action varies according to the result of the combined test:
- If the risk is less than 1/1000, simple pregnancy monitoring is recommended.
- If the risk is between 1/51 and 1/1000, non-invasive prenatal screening is proposed (test on free foetal DNA circulating in maternal blood, DPNI):
  - If the DPNI is negative: continuation of the usual ultrasound monitoring of the pregnancy.
  - If the DPNI is positive: proposal of a foetal karyotype. The FISH test has a very good positive and negative predictive value, but does not allow a definite diagnosis of trisomy 21 to be made. Therefore, no termination of pregnancy will be carried out on the basis of a positive result from an NIPD test.
- If the risk is greater than or equal to 1/50, a foetal karyotype is proposed straight away. However, the woman may ask to undergo an INFP.","If it has not been possible to carry out screening in the 1st trimester of pregnancy, it is possible to propose the measurement of serum markers in the 2nd trimester (hCG, alpha-feto-protein, oestriol).","The course of action varies according to the result of the combined test:
- If the risk is less than 1/1000, simple pregnancy monitoring is recommended.
- If the risk is between 1/51 and 1/1000, non-invasive prenatal screening is proposed (test on free foetal DNA circulating in maternal blood, DPNI):
  - If the DPNI is negative: continuation of the usual ultrasound monitoring of the pregnancy.
  - If the DPNI is positive: proposal of a foetal karyotype. The FISH test has a very good positive and negative predictive value, but does not allow a definite diagnosis of trisomy 21 to be made. Therefore, no termination of pregnancy will be carried out on the basis of a positive result from an NIPD test.
- If the risk is greater than or equal to 1/50, a foetal karyotype is proposed straight away. However, the woman may ask to undergo an INFP.","If it has not been possible to carry out screening in the 1st trimester of pregnancy, it is possible to propose the measurement of serum markers in the 2nd trimester (hCG, alpha-feto-protein, oestriol).","The course of action varies according to the result of the combined test:
- If the risk is less than 1/1000, simple pregnancy monitoring is recommended.
- If the risk is between 1/51 and 1/1000, non-invasive prenatal screening is proposed (test on free foetal DNA circulating in maternal blood, DPNI):
  - If the DPNI is negative: continuation of the usual ultrasound monitoring of the pregnancy.
  - If the DPNI is positive: proposal of a foetal karyotype. The FISH test has a very good positive and negative predictive value, but does not allow a definite diagnosis of trisomy 21 to be made. Therefore, no termination of pregnancy will be carried out on the basis of a positive result from an NIPD test.
- If the risk is greater than or equal to 1/50, a foetal karyotype is proposed straight away. However, the woman may ask to undergo an INFP."
OIC-045-07-B,Knowing the procedures for genetic counselling in the case of a history of trisomy 21,The risk of recurrence depends on the karyotype:,"Free, complete and homogeneous trisomy 21: recurrence risk of approximately 1% unless the mother is over 40 (risk then linked to the mother's age).",Mosaic trisomy 21: low risk of recurrence.,Trisomy 21 by translocation: high risk of recurrence if translocation inherited from a parent. - Trisomy 21 by Robertsonian translocation (14;21) If of maternal origin: risk of recurrence 10-15%. If of paternal origin: risk of recurrence 2-5%.,option_d
OIC-022-02-B,Which of the following is a rare disease health network (FSMR)?,Rare Disease Health Network (FSMR),Centre de Référence Maladies Rares (CRMR),Centre d'Expertise en Maladies Rares (CEMR),Centre de Coopération et de Recherche sur les Maladies Rares (CCRM),FSMR
OIC-022-06-B,Which of these is not an association that can help patients with rare diseases?,Alliance Maladies Rares,Orphanet,Maladies rares Info Services,Rare disease expertise platforms in the territories,Option d
OIC-022-04-B,"Which of these statements about rare diseases is correct? 

A. Rare diseases are more common than previously thought.
B. The number of patients with rare diseases in France has increased over the last 10 years.
C. Genetic causes account for most rare diseases.
D. Most rare diseases are genetic in origin.",Rare diseases are more common than previously thought.,The number of patients with rare diseases in France has increased over the last 10 years.,Genetic causes account for most rare diseases.,Most rare diseases are genetic in origin.,C
