id,mcq_json,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-124-01-A,"{""question"": ""What is the period before the onset of menopause called?"", ""option_a"": ""Menopause"", ""option_b"": ""Peri-menopause"", ""option_c"": ""Post-menopause"", ""option_d"": ""Menstrual phase"", ""correct_option"": ""b""}",Definition,What is the period before the onset of menopause called?,Menopause,Peri-menopause,Post-menopause,Menstrual phase,b
OIC-009-15-B,"{""question"": ""What is the primary purpose of Prenatal Diagnosis (PND) as defined by the Bioethics Act of 1994?"", ""option_a"": ""To detect any genetic anomaly in the embryo or fetus regardless of its seriousness."", ""option_b"": ""To detect a particularly serious condition in the embryo or fetus in utero, with the aim of giving the future parents the choice of whether or not to terminate the pregnancy."", ""option_c"": ""To ensure that all pregnancies are carried to full term, regardless of the health of the fetus."", ""option_d"": ""To provide genetic counseling to parents about potential future health issues for their child."", ""correct_option"": ""option_b""}",,What is the primary purpose of Prenatal Diagnosis (PND) as defined by the Bioethics Act of 1994?,To detect any genetic anomaly in the embryo or fetus regardless of its seriousness.,"To detect a particularly serious condition in the embryo or fetus in utero, with the aim of giving the future parents the choice of whether or not to terminate the pregnancy.","To ensure that all pregnancies are carried to full term, regardless of the health of the fetus.",To provide genetic counseling to parents about potential future health issues for their child.,option_b
OIC-161-15-A,"{""question"": ""What is the recommended initial treatment for acute pyelonephritis in pregnancy?"", ""option_a"": ""Bosfomycin-Trometamol in 1 dose"", ""option_b"": ""Amoxicillin for 7 days"", ""option_c"": ""Pivmecillinam for 7 days"", ""option_d"": ""Ciprofloxacin for 7 days"", ""correct_option"": ""B""}",Management,What is the recommended initial treatment for acute pyelonephritis in pregnancy?,Bosfomycin-Trometamol in 1 dose,Amoxicillin for 7 days,Pivmecillinam for 7 days,Ciprofloxacin for 7 days,b
OIC-245-12-A,"{""question"": ""What is the initial dosage of hydrocortisone recommended for the treatment of acute adrenal insufficiency when administered intravenously or intramuscularly at the patient's home?"", ""option_a"": ""50 mg IV"", ""option_b"": ""100 mg IV or IM"", ""option_c"": ""200 mg IM"", ""option_d"": ""50 mg IV every 6 hours"", ""correct_option"": ""B""}",,What is the initial dosage of hydrocortisone recommended for the treatment of acute adrenal insufficiency when administered intravenously or intramuscularly at the patient's home?,50 mg IV,100 mg IV or IM,200 mg IM,50 mg IV every 6 hours,b
OIC-026-03-A,"{""question"": ""During the clinical examination of a pregnant woman with acute abdominal pain, which of the following is NOT considered an immediate action to rule out life-threatening etiologies?"", ""option_a"": ""Evaluating the medical and obstetrical history of the patient"", ""option_b"": ""Palpating the uterus for uterine contracture"", ""option_c"": ""Taking the patient's temperature"", ""option_d"": ""Detecting fetal heart sounds"", ""correct_option"": ""C""}",Identification of the emergency,"During the clinical examination of a pregnant woman with acute abdominal pain, which of the following is NOT considered an immediate action to rule out life-threatening etiologies?",Evaluating the medical and obstetrical history of the patient,Palpating the uterus for uterine contracture,Taking the patient's temperature,Detecting fetal heart sounds,c
OIC-332-12-B,"{""question"": ""In the management of obstructive shock due to pericardial tamponade, which of the following is the immediate treatment option?"", ""option_a"": ""Administer anticoagulant treatment."", ""option_b"": ""Perform exsufflation."", ""option_c"": ""Perform pericardial drainage."", ""option_d"": ""Initiate thrombolysis."", ""correct_option"": ""c""}",,"In the management of obstructive shock due to pericardial tamponade, which of the following is the immediate treatment option?",Administer anticoagulant treatment.,Perform exsufflation.,Perform pericardial drainage.,Initiate thrombolysis.,c
OIC-288-07-B,"{""question"": ""Based on the symptomatology described in Table 1, which condition is characterized by intense pain upon touching or support, lasting for a few hours to a few days, and is associated with a painful, well-limited swelling?"", ""option_a"": ""Cooking-related anal irritation"", ""option_b"": ""External haemorrhoidal thrombosis"", ""option_c"": ""Abscess"", ""option_d"": ""Prostatic edema and bleeding"", ""correct_option"": ""B""}",Positive diagnosis,"Based on the symptomatology described in Table 1, which condition is characterized by intense pain upon touching or support, lasting for a few hours to a few days, and is associated with a painful, well-limited swelling?",Cooking-related anal irritation,External haemorrhoidal thrombosis,Abscess,Prostatic edema and bleeding,b
OIC-047-34-A,"{""question"": ""At what age is the comprehensive school health check-up, including screening for language disorders and measurements, typically performed in France?"", ""option_a"": ""3 years"", ""option_b"": ""5 years"", ""option_c"": ""6 years"", ""option_d"": ""11-13 years"", ""correct_option"": ""c""}",Definition,"At what age is the comprehensive school health check-up, including screening for language disorders and measurements, typically performed in France?",3 years,5 years,6 years,11-13 years,c
OIC-127-09-A,"{""question"": ""In which of the following situations is specialist advice recommended for a patient with benign prostatic hyperplasia (BPH) according to the Association Fran\u00e7aise d'Urologie?"", ""option_a"": ""A patient over 50 years with mild urgency and nocturia"", ""option_b"": ""A patient with palpable globe on clinical examination"", ""option_c"": ""A patient with an abnormal ECBU showing bacteriuria"", ""option_d"": ""A patient under 50 years with a tight phimosis"", ""correct_option"": ""c""}",,In which of the following situations is specialist advice recommended for a patient with benign prostatic hyperplasia (BPH) according to the Association Française d'Urologie?,A patient over 50 years with mild urgency and nocturia,A patient with palpable globe on clinical examination,A patient with an abnormal ECBU showing bacteriuria,A patient under 50 years with a tight phimosis,c
OIC-006-08-A,"{""question"": ""What is the primary role of the Samu-Centre 15 in emergency call management?"", ""option_a"": ""To provide permanent medical assistance and regulate emergency calls"", ""option_b"": ""To directly transport patients to the hospital"", ""option_c"": ""To offer psychiatric emergency services"", ""option_d"": ""To train healthcare professionals in emergency care teaching centres"", ""correct_option"": ""A""}",Taking charge,What is the primary role of the Samu-Centre 15 in emergency call management?,To provide permanent medical assistance and regulate emergency calls,To directly transport patients to the hospital,To offer psychiatric emergency services,To train healthcare professionals in emergency care teaching centres,a
OIC-027-32-B,"{""question"": ""Which anti-epileptic drug has a significantly increased risk of congenital malformations when exposed in utero, including spina bifida, VIC, CIA, hypoplasia of the left ventricle, cleft palate, anorectal atresia, and hypospadias?"", ""option_a"": ""Lithium"", ""option_b"": ""Mycophenolate"", ""option_c"": ""Isotretinoin"", ""option_d"": ""Sodium valproate"", ""correct_option"": ""d""}",Positive diagnosis,"Which anti-epileptic drug has a significantly increased risk of congenital malformations when exposed in utero, including spina bifida, VIC, CIA, hypoplasia of the left ventricle, cleft palate, anorectal atresia, and hypospadias?",Lithium,Mycophenolate,Isotretinoin,Sodium valproate,d
OIC-191-09-B,"{""question"": ""What is the recommended antibiotic therapy for a patient with febrile neutropenia who meets the criteria for oral antibiotic therapy?"", ""option_a"": ""Intravenous piperacillin/tazobactam"", ""option_b"": ""Oral amoxicillin/clavulanic acid + ciprofloxacin"", ""option_c"": ""Aminoglycoside + glycopeptide"", ""option_d"": ""Cefepime + vancomycin"", ""correct_option"": ""B""}",Management,What is the recommended antibiotic therapy for a patient with febrile neutropenia who meets the criteria for oral antibiotic therapy?,Intravenous piperacillin/tazobactam,Oral amoxicillin/clavulanic acid + ciprofloxacin,Aminoglycoside + glycopeptide,Cefepime + vancomycin,b
OIC-235-06-B,"{""question"": ""What is a common finding on echocardiography in a patient with acute pericarditis?"", ""option_a"": ""Normal cardiac kinetics"", ""option_b"": ""Pericardial effusion with clear echo space between the leaflets"", ""option_c"": ""Abundant pericardial calcification"", ""option_d"": ""Thickened initial aorta"", ""correct_option"": ""B""}",Additional examinations,What is a common finding on echocardiography in a patient with acute pericarditis?,Normal cardiac kinetics,Pericardial effusion with clear echo space between the leaflets,Abundant pericardial calcification,Thickened initial aorta,b
OIC-176-02-A,"{""question"": ""What is the primary mechanism of diarrhoea in infectious diseases like TIAC?"", ""option_a"": ""Secretory mechanism, involving the loss of water and electrolytes due to toxin production or disruption of reabsorption"", ""option_b"": ""Invasive mechanism, leading to cellular destruction in the mucosa"", ""option_c"": ""Antibiotic-induced dysbiosis causing diarrhoea"", ""option_d"": ""Endocrine disruption causing malabsorption"", ""correct_option"": ""a""}",,What is the primary mechanism of diarrhoea in infectious diseases like TIAC?,"Secretory mechanism, involving the loss of water and electrolytes due to toxin production or disruption of reabsorption","Invasive mechanism, leading to cellular destruction in the mucosa",Antibiotic-induced dysbiosis causing diarrhoea,Endocrine disruption causing malabsorption,a
OIC-299-06-B,"{""question"": ""Which imaging modality is considered more effective for the diagnosis and preoperative assessment of adult intracranial tumours?"", ""option_a"": ""CT scan without injection"", ""option_b"": ""CT scan with injection"", ""option_c"": ""MRI without injection"", ""option_d"": ""MRI with injection"", ""correct_option"": ""D""}",Additional examinations,Which imaging modality is considered more effective for the diagnosis and preoperative assessment of adult intracranial tumours?,CT scan without injection,CT scan with injection,MRI without injection,MRI with injection,d
OIC-234-19-A,"{""question"": ""What is the recommended daily intake of salt for patients on a low-salt diet for heart failure management?"", ""option_a"": ""1 to 2 grams of salt per day"", ""option_b"": ""5 to 6 grams of salt per day"", ""option_c"": ""10 grams of salt per day"", ""option_d"": ""15 grams of salt per day"", ""correct_option"": ""b""}",Management,What is the recommended daily intake of salt for patients on a low-salt diet for heart failure management?,1 to 2 grams of salt per day,5 to 6 grams of salt per day,10 grams of salt per day,15 grams of salt per day,b
OIC-179-08-A,"{""question"": ""What is the primary cause of food poisoning characterized by isolated diarrhoea without fever, often associated with food cooked the day before, and linked to insufficient refrigeration?"", ""option_a"": ""Salmonella enterica non-Typhi serotypes"", ""option_b"": ""Staphylococcus aureus"", ""option_c"": ""Clostridium perfringens"", ""option_d"": ""Norovirus"", ""correct_option"": ""C""}",Etiologies,"What is the primary cause of food poisoning characterized by isolated diarrhoea without fever, often associated with food cooked the day before, and linked to insufficient refrigeration?",Salmonella enterica non-Typhi serotypes,Staphylococcus aureus,Clostridium perfringens,Norovirus,c
OIC-134-05-B,"{""question"": ""What is the reported average duration of time off work per year for chronic pain patients?"", ""option_a"": ""Less than 1 month"", ""option_b"": ""1 to 2 months"", ""option_c"": ""More than 4 months"", ""option_d"": ""6 to 12 months"", ""correct_option"": ""c""}",,What is the reported average duration of time off work per year for chronic pain patients?,Less than 1 month,1 to 2 months,More than 4 months,6 to 12 months,c
OIC-124-10-B,"{""question"": ""Before starting Hormone Replacement Therapy (HRT) in post-menopausal women, which of the following additional tests is required according to the guidelines?"", ""option_a"": ""Utero-ovarian ultrasound to detect any lesions"", ""option_b"": ""Lipid profile analysis to measure cholesterol, triglycerides, and fasting glucose levels"", ""option_c"": ""Thyroid function tests to assess thyroid hormone levels"", ""option_d"": ""Echocardiogram to evaluate heart function"", ""correct_option"": ""B""}",,"Before starting Hormone Replacement Therapy (HRT) in post-menopausal women, which of the following additional tests is required according to the guidelines?",Utero-ovarian ultrasound to detect any lesions,"Lipid profile analysis to measure cholesterol, triglycerides, and fasting glucose levels",Thyroid function tests to assess thyroid hormone levels,Echocardiogram to evaluate heart function,b
OIC-094-08-B,"{""question"": ""Which of the following is considered a 'BLACK FLAG' prognostic factor for the development of chronic spinal pain according to the provided educational content?"", ""option_a"": ""Anxiety and depression"", ""option_b"": ""Inappropriate pain behaviour, such as catastrophizing"", ""option_c"": ""Financial insecurity"", ""option_d"": ""Work stoppage"", ""correct_option"": ""c""}",Follow-up and/or prognosis,Which of the following is considered a 'BLACK FLAG' prognostic factor for the development of chronic spinal pain according to the provided educational content?,Anxiety and depression,"Inappropriate pain behaviour, such as catastrophizing",Financial insecurity,Work stoppage,c
OIC-161-13-A,"{""question"": ""Which of the following is NOT a fundamental clinical element for the positive diagnosis of male urinary tract infection (MUTI)?"", ""option_a"": ""The occurrence of an acute symptomatology"", ""option_b"": ""The presence of fever associated with chills"", ""option_c"": ""Normal urinary function without any lower urinary tract symptoms (LUTS)"", ""option_d"": ""Severe sepsis as a complication"", ""correct_option"": ""C""}",Positive diagnosis,Which of the following is NOT a fundamental clinical element for the positive diagnosis of male urinary tract infection (MUTI)?,The occurrence of an acute symptomatology,The presence of fever associated with chills,Normal urinary function without any lower urinary tract symptoms (LUTS),Severe sepsis as a complication,c
OIC-134-01-A,"{""question"": ""According to the WHO definition, which of the following statements is correct about pain?"", ""option_a"": ""Pain is exclusively a physical sensation that can be measured objectively."", ""option_b"": ""Pain is a purely emotional experience with no relation to physical sensations."", ""option_c"": ""Pain is a sensory and emotional experience associated with actual or potential tissue damage."", ""option_d"": ""Pain can only be experienced by individuals who are capable of verbal expression."", ""correct_option"": ""C""}",Definition,"According to the WHO definition, which of the following statements is correct about pain?",Pain is exclusively a physical sensation that can be measured objectively.,Pain is a purely emotional experience with no relation to physical sensations.,Pain is a sensory and emotional experience associated with actual or potential tissue damage.,Pain can only be experienced by individuals who are capable of verbal expression.,c
OIC-299-07-A,"{""question"": ""When systematically searching for the primary cancer in a patient with brain metastases, which of the following steps is NOT typically included in the work-up?"", ""option_a"": ""Skin examination for melanoma"", ""option_b"": ""Pulmonary auscultation"", ""option_c"": ""Cervical spine imaging"", ""option_d"": ""Breast palpation and adenopathy assessment"", ""correct_option"": ""C""}",Positive diagnosis,"When systematically searching for the primary cancer in a patient with brain metastases, which of the following steps is NOT typically included in the work-up?",Skin examination for melanoma,Pulmonary auscultation,Cervical spine imaging,Breast palpation and adenopathy assessment,c
OIC-076-12-A,"{""question"": ""Which of the following is NOT a general medical complication of alcohol consumption?"", ""option_a"": ""Alcohol-related liver disease"", ""option_b"": ""Cognitive disorders including Korsakoff's syndrome"", ""option_c"": ""Hypertriglyceridemia"", ""option_d"": ""Type 1 diabetes mellitus"", ""correct_option"": ""d""}",,Which of the following is NOT a general medical complication of alcohol consumption?,Alcohol-related liver disease,Cognitive disorders including Korsakoff's syndrome,Hypertriglyceridemia,Type 1 diabetes mellitus,d
OIC-230-14-A,"{""question"": ""Which of the following is NOT a common extra-thoracic cause of chest pain?"", ""option_a"": ""Pancreatitis"", ""option_b"": ""Cholecystitis"", ""option_c"": ""Myocardial Infarction"", ""option_d"": ""GERD"", ""correct_option"": ""C""}",Etiologies,Which of the following is NOT a common extra-thoracic cause of chest pain?,Pancreatitis,Cholecystitis,Myocardial Infarction,GERD,c
OIC-074-14-A,"{""question"": ""When prescribing benzodiazepines, especially for elderly patients, what is the recommended approach for stopping treatment?"", ""option_a"": ""Immediately stop treatment without any preparation."", ""option_b"": ""Gradually decrease the dosage over several weeks to months, assess patient's motivations and attachment to treatment."", ""option_c"": ""Replace benzodiazepines with another psychotropic drug to ease discontinuation."", ""option_d"": ""Prescribe a higher dose to quickly overcome dependence."", ""correct_option"": ""B""}",Management,"When prescribing benzodiazepines, especially for elderly patients, what is the recommended approach for stopping treatment?",Immediately stop treatment without any preparation.,"Gradually decrease the dosage over several weeks to months, assess patient's motivations and attachment to treatment.",Replace benzodiazepines with another psychotropic drug to ease discontinuation.,Prescribe a higher dose to quickly overcome dependence.,b
OIC-099-04-A,"{""question"": ""Which of the following is NOT a correct description of a migraine with typical aura according to ICHD-3 criteria?"", ""option_a"": ""Aura including visual, sensory, and/or speech or language disturbances, all fully reversible."", ""option_b"": ""At least two attacks meeting criteria B and C, with aura symptoms developing progressively over 5 minutes."", ""option_c"": ""Each aura symptom lasts 5-60 minutes and is unilateral."", ""option_d"": ""The aura is accompanied or followed within 60 minutes by a headache."", ""correct_option"": ""C""}",Positive diagnosis,Which of the following is NOT a correct description of a migraine with typical aura according to ICHD-3 criteria?,"Aura including visual, sensory, and/or speech or language disturbances, all fully reversible.","At least two attacks meeting criteria B and C, with aura symptoms developing progressively over 5 minutes.",Each aura symptom lasts 5-60 minutes and is unilateral.,The aura is accompanied or followed within 60 minutes by a headache.,c
OIC-328-12-B,"{""question"": ""What is the primary indication for spa treatment according to the French social security system?"", ""option_a"": ""Psychosomatic disorders"", ""option_b"": ""Digestive system diseases"", ""option_c"": ""Rheumatology and sequelae of osteo-articular trauma"", ""option_d"": ""Respiratory tract diseases"", ""correct_option"": ""C""}",Definition,What is the primary indication for spa treatment according to the French social security system?,Psychosomatic disorders,Digestive system diseases,Rheumatology and sequelae of osteo-articular trauma,Respiratory tract diseases,c
OIC-186-17-A,"{""question"": ""According to the ELFE cohort study, what was the most frequently found allergen in children between birth and 5.5 years of age?"", ""option_a"": ""Milk (3.4%)"", ""option_b"": ""Peanut (0.87%)"", ""option_c"": ""Fish (0.27%)"", ""option_d"": ""Gluten (0.35%)"", ""correct_option"": ""A""}",Epidemiology,"According to the ELFE cohort study, what was the most frequently found allergen in children between birth and 5.5 years of age?",Milk (3.4%),Peanut (0.87%),Fish (0.27%),Gluten (0.35%),a
OIC-207-03-A,"{""question"": ""How is a malignant tumor pleura typically manifested in imaging studies?"", ""option_a"": ""As pleural thickening of less than one centimeter, without circumferential or nodular involvement."", ""option_b"": ""As pleural thickening of more than one centimeter, with frequently circumferential and/or nodular involvement."", ""option_c"": ""As a homogeneous, sloping, non-systematic, non-retractile opacity limited by Damoiseau's line."", ""option_d"": ""As a partitioned effusion with convex internal border."", ""correct_option"": ""B""}",Positive diagnosis,How is a malignant tumor pleura typically manifested in imaging studies?,"As pleural thickening of less than one centimeter, without circumferential or nodular involvement.","As pleural thickening of more than one centimeter, with frequently circumferential and/or nodular involvement.","As a homogeneous, sloping, non-systematic, non-retractile opacity limited by Damoiseau's line.",As a partitioned effusion with convex internal border.,b
OIC-336-06-B,"{""question"": ""Which combination of criteria is required for the diagnosis of brain death in the absence of confounding factors?"", ""option_a"": ""Deep coma Glasgow score of 3, absence of all brain stem reflexes, and one additional test confirming the diagnosis."", ""option_b"": ""Deep coma Glasgow score of 3, absence of all brain stem reflexes, two electroencephalograms at least 30 minutes apart."", ""option_c"": ""Deep coma Glasgow score of 3, absence of all brain stem reflexes, imaging examination with injection of contrast medium showing absence of visualization of intracerebral arteries."", ""option_d"": ""Deep coma Glasgow score of 3, absence of all brain stem reflexes, presence of diabetes insipidus."", ""correct_option"": ""C""}",Positive diagnosis,Which combination of criteria is required for the diagnosis of brain death in the absence of confounding factors?,"Deep coma Glasgow score of 3, absence of all brain stem reflexes, and one additional test confirming the diagnosis.","Deep coma Glasgow score of 3, absence of all brain stem reflexes, two electroencephalograms at least 30 minutes apart.","Deep coma Glasgow score of 3, absence of all brain stem reflexes, imaging examination with injection of contrast medium showing absence of visualization of intracerebral arteries.","Deep coma Glasgow score of 3, absence of all brain stem reflexes, presence of diabetes insipidus.",c
OIC-197-14-B,"{""question"": ""Which of the following factors is NOT associated with a poor prognosis in ankylosing spondylitis?"", ""option_a"": ""Coxitis before the age of sixteen"", ""option_b"": ""Resistance to NSAIDs"", ""option_c"": ""Lack of syndesmophytes at diagnosis"", ""option_d"": ""Presence of pulmonary fibrosis"", ""correct_option"": ""c""}",,Which of the following factors is NOT associated with a poor prognosis in ankylosing spondylitis?,Coxitis before the age of sixteen,Resistance to NSAIDs,Lack of syndesmophytes at diagnosis,Presence of pulmonary fibrosis,c
OIC-156-06-B,"{""question"": ""Which imaging modality is considered the best test for diagnosing inflammatory osteoarticular disease in children?"", ""option_a"": ""Conventional radiography"", ""option_b"": ""Ultrasound"", ""option_c"": ""CT scan without contrast"", ""option_d"": ""MRI"", ""correct_option"": ""D""}",Additional examinations,Which imaging modality is considered the best test for diagnosing inflammatory osteoarticular disease in children?,Conventional radiography,Ultrasound,CT scan without contrast,MRI,d
OIC-030-01-B,"{""question"": ""Which of the following is NOT a sign of bacterial neonatal infection (BIN) in a newborn?"", ""option_a"": ""Fever (temperature \u2265 38.0\u00b0C)"", ""option_b"": ""Respiratory distress"", ""option_c"": ""Increased appetite"", ""option_d"": ""Convulsions"", ""correct_option"": ""c""}",Diagnosis,Which of the following is NOT a sign of bacterial neonatal infection (BIN) in a newborn?,Fever (temperature ≥ 38.0°C),Respiratory distress,Increased appetite,Convulsions,c
OIC-020-03-A,"{""question"": ""Under the Jard\u00e9 Law, which of the following is NOT required to obtain authorization from a Comit\u00e9 de Protection des Personnes (CPP) before beginning research?"", ""option_a"": ""Interventional research (RIPH category 1) that involves a new medicinal product"", ""option_b"": ""Minimal risk and minimal burden interventional research (category 2 MHIR) that involves standard practice"", ""option_c"": ""Non-interventional research (RIPH category 3) that follows usual medical practice without additional procedures"", ""option_d"": ""Research based on retrospective data that does not involve individual personal data"", ""correct_option"": ""d""}",Definition,"Under the Jardé Law, which of the following is NOT required to obtain authorization from a Comité de Protection des Personnes (CPP) before beginning research?",Interventional research (RIPH category 1) that involves a new medicinal product,Minimal risk and minimal burden interventional research (category 2 MHIR) that involves standard practice,Non-interventional research (RIPH category 3) that follows usual medical practice without additional procedures,Research based on retrospective data that does not involve individual personal data,d
OIC-267-21-A,"{""question"": ""What is a common cause of hypokalemia with increased potassium losses (kaliuresis > 20 mmol/L) in patients without hypertension (HTA)?"", ""option_a"": ""Acute or chronic diarrhoea"", ""option_b"": ""Thiazides and loop diuretics"", ""option_c"": ""Salt-losing nephropathy"", ""option_d"": ""Familial periodic paralysis"", ""correct_option"": ""b""}",Etiologies,What is a common cause of hypokalemia with increased potassium losses (kaliuresis > 20 mmol/L) in patients without hypertension (HTA)?,Acute or chronic diarrhoea,Thiazides and loop diuretics,Salt-losing nephropathy,Familial periodic paralysis,b
OIC-074-04-B,"{""question"": ""Which of the following is an absolute contraindication for the use of antipsychotic drugs?"", ""option_a"": ""Known hypersensitivity to the compound"", ""option_b"": ""Angle-closure glaucoma and risk of acute urine retention"", ""option_c"": ""Association with QT-prolonging or hypokalemic drugs"", ""option_d"": ""Diabetes or glucose intolerance"", ""correct_option"": ""A""}",Management,Which of the following is an absolute contraindication for the use of antipsychotic drugs?,Known hypersensitivity to the compound,Angle-closure glaucoma and risk of acute urine retention,Association with QT-prolonging or hypokalemic drugs,Diabetes or glucose intolerance,a
OIC-191-10-B,"{""question"": ""What is the recommended antibiotic prophylaxis for an asplenic adult following splenectomy?"", ""option_a"": ""Penicillin V (oracillin) for 2 years"", ""option_b"": ""Amoxicillin for 6 months"", ""option_c"": ""Ciprofloxacin for 1 year"", ""option_d"": ""Doxycycline for 3 years"", ""correct_option"": ""A""}",Management,What is the recommended antibiotic prophylaxis for an asplenic adult following splenectomy?,Penicillin V (oracillin) for 2 years,Amoxicillin for 6 months,Ciprofloxacin for 1 year,Doxycycline for 3 years,a
OIC-162-25-B,"{""question"": ""Which of the following is a characteristic clinical presentation of secondary syphilis, particularly in its neurological form?"", ""option_a"": ""Purpura on extremities"", ""option_b"": ""Bullous lesions on the trunk"", ""option_c"": ""Papular rash on the trunk"", ""option_d"": ""Hemorrhagic lesions on the palms and soles"", ""correct_option"": ""c""}",Positive diagnosis,"Which of the following is a characteristic clinical presentation of secondary syphilis, particularly in its neurological form?",Purpura on extremities,Bullous lesions on the trunk,Papular rash on the trunk,Hemorrhagic lesions on the palms and soles,c
OIC-310-02-B,"{""question"": ""What is the recommended age range for early diagnosis of prostate cancer, especially for men with a family or ethnic risk factor?"", ""option_a"": ""40-45 years"", ""option_b"": ""50-55 years"", ""option_c"": ""50-70 years"", ""option_d"": ""60-65 years"", ""correct_option"": ""c""}",Epidemiology,"What is the recommended age range for early diagnosis of prostate cancer, especially for men with a family or ethnic risk factor?",40-45 years,50-55 years,50-70 years,60-65 years,c
OIC-051-06-A,"{""question"": ""What is a characteristic of isolated primary enuresis in children?"", ""option_a"": ""It is associated with diurnal symptoms like urgency and dysuria."", ""option_b"": ""It is secondary to an underlying neurological disorder."", ""option_c"": ""It may present with polyuria due to a reversed ADH cycle."", ""option_d"": ""It is always accompanied by a family history of enuresis."", ""correct_option"": ""c""}",Positive diagnosis,What is a characteristic of isolated primary enuresis in children?,It is associated with diurnal symptoms like urgency and dysuria.,It is secondary to an underlying neurological disorder.,It may present with polyuria due to a reversed ADH cycle.,It is always accompanied by a family history of enuresis.,c
OIC-047-40-A,"{""question"": ""According to the provided content, which of the following is NOT a common cause of morbidity in children and adolescents?"", ""option_a"": ""Respiratory infections"", ""option_b"": ""Atopy (eczema, allergies, asthma)"", ""option_c"": ""Mental disorders"", ""option_d"": ""Type 1 diabetes"", ""correct_option"": ""d""}",Epidemiology,"According to the provided content, which of the following is NOT a common cause of morbidity in children and adolescents?",Respiratory infections,"Atopy (eczema, allergies, asthma)",Mental disorders,Type 1 diabetes,d
OIC-039-04-A,"{""question"": ""Which of the following is NOT a technique for preserving female fertility?"", ""option_a"": ""Freezing or storage of mature oocytes or embryos with prior hormonal stimulation"", ""option_b"": ""Freezing and storage of mature oocytes without prior hormonal stimulation"", ""option_c"": ""Ovarian cortex freezing or preservation"", ""option_d"": ""Freezing or preserving testicular tissue"", ""correct_option"": ""d""}",Definition,Which of the following is NOT a technique for preserving female fertility?,Freezing or storage of mature oocytes or embryos with prior hormonal stimulation,Freezing and storage of mature oocytes without prior hormonal stimulation,Ovarian cortex freezing or preservation,Freezing or preserving testicular tissue,d
OIC-107-07-B,"{""question"": ""What are the main forms of dyskinesias?"", ""option_a"": ""Choreic and dystonic movements induced by L-dopa in Parkinson's disease."", ""option_b"": ""Abnormal involuntary movements induced by antipsychotics, including acute dyskinesias and late dyskinesias."", ""option_c"": ""Muscle spasms and rigidity caused by physical trauma."", ""option_d"": ""Voluntary movements enhanced by physical exercise."", ""correct_option"": ""A""}",Positive diagnosis,What are the main forms of dyskinesias?,Choreic and dystonic movements induced by L-dopa in Parkinson's disease.,"Abnormal involuntary movements induced by antipsychotics, including acute dyskinesias and late dyskinesias.",Muscle spasms and rigidity caused by physical trauma.,Voluntary movements enhanced by physical exercise.,a
OIC-330-10-A,"{""question"": ""What is a common side effect of Serotonin Reuptake Inhibitors (SSRIs) that clinicians must monitor for during treatment?"", ""option_a"": ""Hypertension"", ""option_b"": ""Weight loss"", ""option_c"": ""Insomnia"", ""option_d"": ""Hypoglycemia"", ""correct_option"": ""C""}",Management,What is a common side effect of Serotonin Reuptake Inhibitors (SSRIs) that clinicians must monitor for during treatment?,Hypertension,Weight loss,Insomnia,Hypoglycemia,c
OIC-234-03-A,"{""question"": ""What is the primary pathophysiological event leading to cardiogenic acute pulmonary oedema (PAO)?"", ""option_a"": ""A sudden decrease in left ventricular filling pressure resulting in reduced pulmonary capillary pressure."", ""option_b"": ""An increase in left ventricular filling pressure causing a rise in pressure in the left atrium and pulmonary capillaries above 25 mmHg, leading to transudative pulmonary oedema."", ""option_c"": ""A chronic reduction in pulmonary capillary oncotic pressure resulting in fluid accumulation in the alveoli."", ""option_d"": ""A genetic mutation in the pulmonary vasculature causing increased permeability and fluid leakage."", ""correct_option"": ""B""}",Definition,What is the primary pathophysiological event leading to cardiogenic acute pulmonary oedema (PAO)?,A sudden decrease in left ventricular filling pressure resulting in reduced pulmonary capillary pressure.,"An increase in left ventricular filling pressure causing a rise in pressure in the left atrium and pulmonary capillaries above 25 mmHg, leading to transudative pulmonary oedema.",A chronic reduction in pulmonary capillary oncotic pressure resulting in fluid accumulation in the alveoli.,A genetic mutation in the pulmonary vasculature causing increased permeability and fluid leakage.,b
OIC-132-10-A,"{""question"": ""Which of the following is NOT a recommended strategy for managing a patient with a neurocognitive disorder?"", ""option_a"": ""Implementing memory stimulation groups to improve cognitive function"", ""option_b"": ""Providing therapeutic education to help carers understand the disease"", ""option_c"": ""Ensuring the patient is able to drive safely and manage their own medication"", ""option_d"": ""Arranging respite care to give carers periods of free time"", ""correct_option"": ""C""}",Management,Which of the following is NOT a recommended strategy for managing a patient with a neurocognitive disorder?,Implementing memory stimulation groups to improve cognitive function,Providing therapeutic education to help carers understand the disease,Ensuring the patient is able to drive safely and manage their own medication,Arranging respite care to give carers periods of free time,c
